ensembl_id	gene_name	logFC	AveExpr	P.Value	adj.P.Val
ENSG00000278311	GGNBP2	0.110849295701567	-0.0980261617333921	0.54763137107574	0.802652949369723
ENSG00000278259	MYO19	-0.401921349908123	0.0318161710435502	0.00385665232872049	0.109083937537777
ENSG00000277149	TYW1B	-0.637274423630238	0.350218366233117	0.000235795956372006	0.0326429105912665
ENSG00000276234	TADA2A	0.149563166070546	-0.141233174302766	0.45302465633081	0.737593223445353
ENSG00000276043	UHRF1	-0.283337319532455	0.0590161625412854	0.0364391046500205	0.256088492426473
ENSG00000275895	U2AF1L5	-0.23195456932981	-0.303791392549533	0.142693409737123	0.448096046866801
ENSG00000275700	AATF	-0.520466295214942	-0.327973149178871	0.000942055367010893	0.0648372906987051
ENSG00000275066	SYNRG	0.256962923668023	0.0687037242268246	0.07172302422146	0.343874119583373
ENSG00000275052	PPP4R3B	-0.201890368857141	0.0569006879432922	0.183580721628545	0.500465406183116
ENSG00000273749	CYFIP1	-0.155426359923499	0.26446622499747	0.260281389619581	0.580223161112824
ENSG00000272886	DCP1A	-0.218822623759355	0.167151595873602	0.0937337953700879	0.373857781533569
ENSG00000272391	POM121C	0.0650823710190509	0.120971071968378	0.767123468208357	0.909661613447215
ENSG00000270872	SRGAP2D	0.225753399922388	-0.246734101933821	0.0484633189370257	0.289944339157723
ENSG00000270800	RPS10-NUDT3	0.123678287778339	-0.182633401236298	0.511034398597935	0.775208464758398
ENSG00000270647	TAF15	-0.175743471164829	0.0873144591362533	0.131899146108844	0.432803817491905
ENSG00000269343	ZNF587B	0.20826295640236	-0.0710933622559605	0.064675859708957	0.328567742734248
ENSG00000266412	NCOA4	0.194076340796669	0.199378953785359	0.155154720296669	0.467146966966978
ENSG00000266028	SRGAP2	0.177595712545524	-0.091522224111101	0.0944695254250247	0.374136799891037
ENSG00000265491	RNF115	-0.168656618820034	-0.132778575399373	0.132952465149846	0.434718543293255
ENSG00000265354	TIMM23	0.359852005458174	-0.496063820329725	0.049995987128911	0.292114803076603
ENSG00000264343	NOTCH2NL	0.204607995925614	0.229910460442416	0.052966323137861	0.30001739756215
ENSG00000263956	NBPF11	-0.190747575949152	0.193696237718447	0.169143702818299	0.491361779972379
ENSG00000263513	FAM72C	-0.337636947518654	-0.0314036330808008	0.0720134963920172	0.344671493076275
ENSG00000263001	GTF2I	0.0649516456399947	0.0328092022569787	0.533512378569514	0.792392296156399
ENSG00000261794	GOLGA8H	-0.166031130183947	0.0664415941129784	0.342745392426033	0.644621415565493
ENSG00000260916	CCPG1	0.0474754967398414	0.363981724710282	0.725247255773498	0.89201877803599
ENSG00000260097	SPDYE6	-0.0604356174868923	0.0730448781261221	0.656098052393701	0.856158346196345
ENSG00000258890	CEP95	-0.218174593222216	0.213440211146624	0.0645845072955373	0.328567742734248
ENSG00000257923	CUX1	-0.375573059538388	-0.0665017080351614	0.00744708816358707	0.132519979116139
ENSG00000257529	RPL36A-HNRNPH2	-0.899471341554024	0.389498410691168	0.00407435460121795	0.109083937537777
ENSG00000257103	LSM14A	0.0414313840818538	0.0622426106067902	0.704544475526375	0.88020497932548
ENSG00000256525	POLG2	0.0471513364447537	0.0096931418882967	0.747719120627471	0.901517166316818
ENSG00000255152	MSH5-SAPCD1	0.00594904735822003	0.250818973072665	0.95303916489043	0.982004422495416
ENSG00000254772	EEF1G	0.0769870865018755	0.186223655204651	0.518285256720393	0.779541514816595
ENSG00000254087	LYN	0.129515340761154	-0.0977233246299288	0.179411857509024	0.497888214614778
ENSG00000253729	PRKDC	-0.067247461699784	0.140644637613297	0.467236292078562	0.74887294850467
ENSG00000251201	TMED7-TICAM2	0.21872982162547	0.148437051107237	0.083870332326231	0.35968253076183
ENSG00000250312	ZNF718	0.153581152965033	-0.222431445501535	0.257812953897272	0.577634188877181
ENSG00000249931	GOLGA8K	-0.0969694700475669	-0.0446833490013445	0.568505924330825	0.813129938335506
ENSG00000249437	NAIP	0.357405912135238	-0.132959863650482	0.0111015001107543	0.156435351814488
ENSG00000248643	RBM14-RBM4	0.03576383946527	0.0195812842277287	0.833035283674883	0.935163226672128
ENSG00000248333	CDK11B	-0.222310341108511	-0.112290219774309	0.0869424794476944	0.36293582398015
ENSG00000244687	UBE2V1	0.0823624413467954	-0.143930485904269	0.588607218579027	0.822535851243442
ENSG00000243943	ZNF512	-0.144229556109953	-0.298017216013902	0.45573269973892	0.740699048287613
ENSG00000243927	MRPS6	-0.0108194260974022	-0.121065001072459	0.926471200198477	0.974195020068266
ENSG00000243753	HLA-L	0.953481034554616	0.136266761102592	1.28888089557151e-05	0.0178896668305325
