GO	[-23.88 -0.94]	[-0.94 -0.57]	[-0.57 -0.34]	[-0.34 -0.21]	[-0.21 -0.00]	[-0.00 0.00]	[0.00 0.19]	[0.19 0.52]	[0.52 1.13]	[1.13 2.12]	[2.12 9.13]
GOCC_SPECIFIC_GRANULE GOCC_SPECIFIC_GRANULE	-1.710	-0.873	-2.094	-0.873	-1.106	-6.620	-0.518	0.879	3.308	4.449	2.958
GOCC_TERTIARY_GRANULE GOCC_TERTIARY_GRANULE	-2.661	-1.806	-1.470	-0.941	-0.941	-3.840	-0.569	1.409	2.186	3.482	4.628
GOCC_ANCHORED_COMPONENT_OF_MEMBRANE GOCC_ANCHORED_COMPONENT_OF_MEMBRANE	-0.510	-1.979	-4.081	0.548	-1.979	1.038	-0.510	-0.662	-0.385	1.461	7.339
GOCC_GOLGI_LUMEN GOCC_GOLGI_LUMEN	0.922	-3.110	-1.800	0.372	-2.367	1.744	-1.800	-1.007	0.524	1.441	3.664
GOCC_INTRINSIC_COMPONENT_OF_SYNAPTIC_MEMBRANE GOCC_INTRINSIC_COMPONENT_OF_SYNAPTIC_MEMBRANE	-0.768	-3.065	-2.489	0.874	-1.609	0.537	-0.580	-0.310	-0.430	5.161	2.418
GOCC_FICOLIN_1_RICH_GRANULE GOCC_FICOLIN_1_RICH_GRANULE	-1.952	0.389	0.635	-2.337	0.293	-5.383	-0.309	-0.309	2.060	1.804	2.056
GOCC_BASEMENT_MEMBRANE GOCC_BASEMENT_MEMBRANE	-0.876	-2.166	-2.166	-0.876	-0.432	-0.290	-0.624	-0.290	0.633	1.989	5.624
GOCC_CORNIFIED_ENVELOPE GOCC_CORNIFIED_ENVELOPE	-1.866	-0.392	-1.124	0.226	-1.124	3.904	-0.392	-1.866	0.226	0.654	2.205
GOCC_COLLAGEN_TRIMER GOCC_COLLAGEN_TRIMER	-0.505	-1.029	-1.935	0.577	-1.029	1.607	0.267	-3.612	0.784	1.025	2.314
GOCC_FICOLIN_1_RICH_GRANULE_MEMBRANE GOCC_FICOLIN_1_RICH_GRANULE_MEMBRANE	-1.642	-0.715	-1.642	-0.715	-0.273	-1.642	-0.452	0.756	0.756	1.369	4.198
GOCC_INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_MEMBRANE GOCC_INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_MEMBRANE	-0.601	-2.537	-1.488	0.806	-1.121	0.806	-0.830	-0.424	-0.424	3.364	2.202
GOCC_SPECIFIC_GRANULE_LUMEN GOCC_SPECIFIC_GRANULE_LUMEN	-0.489	-0.489	-0.762	-1.152	-0.489	-2.572	0.301	-0.489	0.971	2.041	2.951
GOCC_PLATELET_ALPHA_GRANULE GOCC_PLATELET_ALPHA_GRANULE	-0.812	-2.772	-1.127	-0.812	-0.572	-0.257	0.349	1.171	0.694	-0.257	4.286
GOCC_POTASSIUM_CHANNEL_COMPLEX GOCC_POTASSIUM_CHANNEL_COMPLEX	-0.715	-1.770	-0.985	1.783	-0.506	-0.506	-1.770	-0.506	0.385	2.119	2.480
GOCC_TERTIARY_GRANULE_LUMEN GOCC_TERTIARY_GRANULE_LUMEN	-0.949	-1.467	0.246	-0.600	-0.949	-0.949	-0.365	-0.600	0.911	2.477	2.974
GOCC_ANCHORED_COMPONENT_OF_PLASMA_MEMBRANE GOCC_ANCHORED_COMPONENT_OF_PLASMA_MEMBRANE	-0.715	-1.642	-1.642	0.756	-0.452	-0.452	-0.715	0.331	0.331	1.369	3.101
GOCC_MYOFILAMENT GOCC_MYOFILAMENT	-0.520	-1.077	-0.520	-0.520	-1.077	-0.241	-0.241	-0.520	0.371	2.795	2.148
GOCC_PLATELET_ALPHA_GRANULE_MEMBRANE GOCC_PLATELET_ALPHA_GRANULE_MEMBRANE	-0.704	-0.704	-0.704	-0.272	-0.272	-0.704	-0.272	-0.272	0.332	1.207	3.361
GOCC_FIBRINOGEN_COMPLEX GOCC_FIBRINOGEN_COMPLEX	-0.331	0.273	-0.331	-0.331	-0.331	1.528	-0.331	-0.331	-0.331	-0.331	2.451
