GO	[-7.27 -0.63]	[-0.63 -0.44]	[-0.44 -0.23]	[-0.23 -0.10]	[-0.10 -0.01]	[-0.01 0.00]	[0.00 0.06]	[0.06 0.16]	[0.16 0.34]	[0.34 0.87]	[0.87 14.17]
GSE21927_SPLEEN_C57BL6_VS_EL4_TUMOR_BALBC_MONOCYTES_DN GSE21927_SPLEEN_C57BL6_VS_EL4_TUMOR_BALBC_MONOCYTES_DN	-8.318	-4.399	0.342	3.245	7.583	-8.318	0.693	1.195	5.409	-1.372	-5.136
GSE18893_TCONV_VS_TREG_24H_TNF_STIM_UP GSE18893_TCONV_VS_TREG_24H_TNF_STIM_UP	-4.399	-5.967	-0.350	2.934	1.612	-5.967	1.395	3.570	8.056	-1.372	-8.336
THAKAR_PBMC_INACTIVATED_INFLUENZA_AGE_21_30YO_NONRESPONDER_28DY_UP THAKAR_PBMC_INACTIVATED_INFLUENZA_AGE_21_30YO_NONRESPONDER_28DY_UP	-3.545	-7.232	0.285	3.328	11.277	-2.979	1.587	2.098	0.382	-3.545	-5.978
GSE2405_0H_VS_9H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN GSE2405_0H_VS_9H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN	-5.967	-6.992	-0.264	1.612	8.541	-5.120	0.560	3.910	2.934	-1.128	-5.136
GSE22886_UNSTIM_VS_IL15_STIM_NKCELL_DN GSE22886_UNSTIM_VS_IL15_STIM_NKCELL_DN	-8.318	-3.776	-1.128	2.359	5.818	-3.233	2.094	2.934	3.570	-1.372	-7.009
GSE24634_TEFF_VS_TCONV_DAY5_IN_CULTURE_UP GSE24634_TEFF_VS_TCONV_DAY5_IN_CULTURE_UP	-5.120	-3.776	-0.457	1.845	3.910	-3.776	0.342	3.910	8.541	-2.757	-7.009
GSE16385_MONOCYTE_VS_12H_ROSIGLITAZONE_TREATED_MACROPHAGE_DN GSE16385_MONOCYTE_VS_12H_ROSIGLITAZONE_TREATED_MACROPHAGE_DN	-5.930	-2.314	0.453	3.284	4.311	-5.930	1.215	5.066	1.872	-3.204	-6.969
GSE24634_TREG_VS_TCONV_POST_DAY3_IL4_CONVERSION_UP GSE24634_TREG_VS_TCONV_POST_DAY3_IL4_CONVERSION_UP	-5.967	-3.776	-1.973	2.094	5.818	-5.120	0.560	4.632	5.409	-1.372	-4.414
GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_TREATED_DC_UP GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_TREATED_DC_UP	-4.399	-5.120	0.443	1.395	8.541	-5.967	1.195	4.264	1.011	-0.918	-7.009
GSE14415_TCONV_VS_FOXP3_KO_INDUCED_TREG_DN GSE14415_TCONV_VS_FOXP3_KO_INDUCED_TREG_DN	-3.903	-4.591	1.317	2.579	5.023	-6.397	0.380	7.207	0.285	-1.095	-6.413
GSE23321_CD8_STEM_CELL_MEMORY_VS_NAIVE_CD8_TCELL_DN GSE23321_CD8_STEM_CELL_MEMORY_VS_NAIVE_CD8_TCELL_DN	-5.817	-3.651	-0.317	4.455	4.455	-5.817	-0.317	3.085	3.741	-0.684	-6.850
GSE13484_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_UP GSE13484_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_UP	-5.120	-4.399	-0.350	5.013	6.240	-4.399	0.693	3.910	1.011	-1.372	-7.009
GSE22886_NAIVE_CD4_TCELL_VS_12H_ACT_TH2_DN GSE22886_NAIVE_CD4_TCELL_VS_12H_ACT_TH2_DN	-6.992	-4.399	-0.350	2.094	7.583	-5.120	-0.264	3.570	3.245	-0.918	-4.414
GSE10239_MEMORY_VS_DAY4.5_EFF_CD8_TCELL_DN GSE10239_MEMORY_VS_DAY4.5_EFF_CD8_TCELL_DN	-5.120	-3.233	0.443	2.639	7.122	-4.399	0.443	5.013	1.395	-2.339	-7.009
GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_OLD_DN GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_OLD_DN	-5.967	-3.776	-1.128	1.845	6.240	-5.967	0.443	7.583	1.195	-0.350	-4.414
GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IL12_CD8_TCELL_DN GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IL12_CD8_TCELL_DN	-8.318	-5.120	-1.128	1.845	4.264	-3.233	1.845	3.570	2.359	0.560	-5.984
GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_CD8_TCELL_DN GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_CD8_TCELL_DN	-6.005	-5.156	-0.597	2.898	3.206	-4.433	1.373	1.373	5.761	0.333	-7.049
GSE22886_UNSTIM_VS_STIM_MEMORY_TCELL_DN GSE22886_UNSTIM_VS_STIM_MEMORY_TCELL_DN	-6.043	-3.291	-0.477	1.791	5.300	-7.071	1.791	4.171	2.295	-0.949	-5.207
GSE14000_TRANSLATED_RNA_VS_MRNA_4H_LPS_DC_UP GSE14000_TRANSLATED_RNA_VS_MRNA_4H_LPS_DC_UP	-1.352	-4.366	-0.573	4.311	8.127	-3.204	1.029	3.954	0.264	-4.366	-6.969
GSE22432_PDC_VS_TGFB1_TREATEDCOMMON_DC_PROGENITOR_UP GSE22432_PDC_VS_TGFB1_TREATEDCOMMON_DC_PROGENITOR_UP	-4.333	-6.912	-0.436	1.662	3.654	-5.049	1.441	8.199	0.876	-0.436	-5.065
GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_UP GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_UP	-3.745	-3.745	0.350	4.311	9.115	-4.366	0.350	2.673	1.029	-2.730	-5.946
GSE22432_MULTIPOTENT_VS_COMMON_DC_PROGENITOR_UNTREATED_UP GSE22432_MULTIPOTENT_VS_COMMON_DC_PROGENITOR_UNTREATED_UP	-5.967	-5.120	-1.652	3.570	7.122	-3.233	0.443	3.910	1.395	-0.264	-5.136
GSE25890_CTRL_VS_IL33_IL7_TREATED_NUOCYTES_DN GSE25890_CTRL_VS_IL33_IL7_TREATED_NUOCYTES_DN	-4.366	-3.745	1.418	3.954	5.066	-8.276	0.860	0.572	2.124	-0.446	-5.946
GSE9988_LPS_VS_CTRL_TREATED_MONOCYTE_DN GSE9988_LPS_VS_CTRL_TREATED_MONOCYTE_DN	-3.233	-5.967	0.693	3.570	1.395	-6.992	0.693	4.264	2.359	0.443	-7.009
GSE27786_NKCELL_VS_ERYTHROBLAST_UP GSE27786_NKCELL_VS_ERYTHROBLAST_UP	-3.745	-5.085	0.453	6.738	0.860	-5.930	0.350	5.066	2.124	-0.446	-5.946
GSE7764_IL15_TREATED_VS_CTRL_NK_CELL_24H_UP GSE7764_IL15_TREATED_VS_CTRL_NK_CELL_24H_UP	-7.031	-2.784	-0.597	4.582	4.962	-5.156	0.548	6.180	0.432	-0.933	-3.821
GSE19825_CD24LOW_VS_IL2RA_HIGH_DAY3_EFF_CD8_TCELL_DN GSE19825_CD24LOW_VS_IL2RA_HIGH_DAY3_EFF_CD8_TCELL_DN	-8.318	-4.399	-0.457	2.094	5.818	-3.776	1.612	3.570	1.395	-0.585	-4.414
GSE22886_NAIVE_TCELL_VS_NEUTROPHIL_UP GSE22886_NAIVE_TCELL_VS_NEUTROPHIL_UP	-4.366	-5.930	0.572	2.391	5.066	-4.366	0.708	1.637	5.464	-2.314	-4.380
GSE39556_CD8A_DC_VS_NK_CELL_MOUSE_3H_POST_POLYIC_INJ_UP GSE39556_CD8A_DC_VS_NK_CELL_MOUSE_3H_POST_POLYIC_INJ_UP	-8.276	-1.352	0.860	3.284	3.612	-5.930	0.572	4.311	1.418	-1.950	-4.380
GSE43260_BTLA_POS_VS_NEG_INTRATUMORAL_CD8_TCELL_UP GSE43260_BTLA_POS_VS_NEG_INTRATUMORAL_CD8_TCELL_UP	-3.776	-5.967	0.443	1.395	2.359	-6.992	0.342	2.934	7.583	-0.457	-3.790
GSE31082_DN_VS_CD4_SP_THYMOCYTE_UP GSE31082_DN_VS_CD4_SP_THYMOCYTE_UP	-3.776	-5.967	0.443	2.934	6.240	-5.967	0.443	1.195	2.359	0.560	-5.984
GSE12845_NAIVE_VS_PRE_GC_TONSIL_BCELL_DN GSE12845_NAIVE_VS_PRE_GC_TONSIL_BCELL_DN	-3.204	-5.930	-0.724	2.673	3.612	-5.085	0.708	6.738	2.391	-1.352	-4.380
