GO	[-8.26 -0.76]	[-0.76 -0.30]	[-0.30 -0.05]	[-0.05 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.10]	[0.10 0.41]	[0.41 1.02]	[1.02 7.81]
chrYp11 chrYp11	-1.331	-2.221	-4.726	2.155	1.836	1.542	8.936	-0.271	-2.838	-2.221	-1.732
chr7q34 chr7q34	-1.778	-2.571	-0.344	1.998	3.190	3.190	1.998	-0.956	-0.956	-2.146	-2.151
MT MT	-0.860	0.614	0.359	-1.532	-1.532	-1.532	-1.532	0.614	4.179	2.303	-0.861
chr15q15 chr15q15	0.710	3.138	0.892	-0.417	-1.975	-3.020	-1.249	-0.975	2.450	0.415	-0.568
chrXq27 chrXq27	-0.841	-1.196	-2.323	0.748	1.277	0.994	2.750	1.277	-1.673	-0.576	-1.199
chrXq23 chrXq23	-0.382	-0.382	-1.673	-1.196	2.333	4.719	-0.576	0.748	-1.196	-0.841	-0.578
chr13q31 chr13q31	-0.324	-1.275	-1.275	1.254	3.849	0.412	1.541	-0.676	-0.475	-2.260	-0.679
chr16q22 chr16q22	0.269	0.919	1.531	-0.940	-2.120	-2.543	-1.440	-0.335	2.304	0.752	0.749
chr21q11 chr21q11	0.226	-1.864	-1.864	0.958	1.736	0.958	0.958	-0.392	-1.123	-0.675	0.408
chr2q21 chr2q21	1.543	0.403	-3.752	0.403	1.297	0.537	0.872	0.693	-0.994	-0.994	-1.275
chrXp21 chrXp21	0.763	-1.361	-1.960	-0.625	2.937	1.029	1.335	-0.625	-0.934	-0.405	-0.406
chr7p11 chr7p11	-0.505	-1.547	-1.089	0.850	-0.505	1.426	3.983	-0.327	-0.327	-1.089	-0.506
chr4q32 chr4q32	0.252	-0.507	-1.259	1.643	3.423	0.511	0.511	-0.701	-1.646	-0.356	-1.262
