gene	rho	combined.z	pv
1	A1CF	-0.483467835725759	0.295943032790734	0.767273586789059
2	A2M	-0.874599326053671	0.0609709726406809	0.951382326509431
3	A4GALT	-1.1474076549054	-0.110636211011294	0.911904831508449
4	AAAS	-0.510913714973795	0.279844680548958	0.779596670516558
5	AADACL2	-1.72305575993834	-0.675262790972939	0.499508819615537
6	AADACL4	0.0207975709904507	0.582361679027076	0.560323087940575
7	AAED1	-1.0418775895454	-0.0434410364575839	0.965349966197521
8	AAK1	-0.456601391267461	0.311647578202035	0.75530837152048
9	AAMP	-2.56490820471156	-1.8629694977539	0.0624665578004966
10	AANAT	-1.62718016575397	-1.09009726944532	0.275670298995662
11	AARD	-1.71741046154824	-2.23612409164811	0.0253436437481887
12	AARSD1	-0.866320272055749	0.0660743723027792	0.947318614192383
13	AASDHPPT	0.559764209648976	0.871120589518212	0.383688313061487
14	ABAT	1.25731395904688	1.22263992401095	0.221465726834232
15	ABCA10	-1.2679117046573	-0.188695229646145	0.850331690615953
16	ABCA13	-3.53432414335029	-2.11937058879765	0.0340591603611316
17	ABCA2	-1.17937998698617	-0.131205915066912	0.895612416865151
18	ABCA3	0.0878461577979734	0.61919936817443	0.535785028040801
19	ABCA5	-1.02519829107218	-0.0329165636470707	0.973741124072979
20	ABCB11	-1.15332694902143	-0.114436895367788	0.90889146781928
21	ABCB4	-2.39663138887513	-1.00741776026444	0.313734060085676
22	ABCB6	-2.21950416151683	-1.62845621903279	0.103428185296459
23	ABCB8	-0.0166615343927105	0.561660482248969	0.574347363684625
24	ABCC12	0.0991732100390296	0.625395677631543	0.53171139830264
25	ABCC4	-0.261150364603342	0.424339458906845	0.67131826601679
26	ABCC5	-0.176353737509652	0.47241052182253	0.636633795557705
27	ABCC8	-1.15792886268635	-0.117394073359655	0.90654778037351
28	ABCD1	-1.68029526894864	-0.467708013436093	0.639993409729617
29	ABCD3	1.81078875165564	1.4864895407704	0.137149681361471
30	ABCF1	-0.719966854564668	0.155334008508303	0.87655800607728
31	ABCG1	-2.57362906069848	-1.15482417045833	0.24816243702136
32	ABCG2	1.84649764059064	1.50310349698302	0.132812357199342
33	ABCG4	-0.134650287613419	0.495876910055461	0.619981257820806
34	ABHD14A	-2.25176035200368	-1.14277529263976	0.253131899585783
35	ABHD14B	-2.90710860453892	-1.45291478830103	0.146247414452703
36	ABHD17C	-0.588163081989757	0.234230126755808	0.814806327698686
37	ABHD4	-2.76991266993605	-1.3267077639818	0.184605371680193
38	ABHD5	-0.454858873861881	0.217698700099332	0.827663876561125
39	ABI1	-2.30777175427904	-0.935818584475476	0.349366601193252
40	ABI2	-1.78207259949673	-0.770278826724908	0.441134513352946
41	ABI3BP	-1.46245872062037	-0.936011543770421	0.34926724419537
42	ABL1	0.765791030068987	0.977362516430028	0.328389713094167
43	ABO	-3.22135700246156	-1.76518474704933	0.0775327212430303
44	ABRA	-0.426450401802908	0.403334982398567	0.686701810104194
45	ABT1	-0.843913251379827	0.0798570323060304	0.936350963891545
46	ABTB1	-2.76963598933707	-1.32645858172596	0.184687845571312
47	ABTB2	-2.71929894822545	-1.28146197413524	0.200031448091092
48	ACAA1	-0.145448250595068	0.489811867974077	0.624267031846431
49	ACAA2	-2.47858447947994	-2.96534412441669	0.00302344519126484
50	ACACA	-2.07750299445957	-0.756926339595955	0.449093994116523
51	ACADL	-1.91309067589353	-1.49981237807055	0.133663010059382
52	ACADM	-2.99352937683218	-1.53532556493977	0.124703877496245
53	ACADS	-0.0107968881016548	0.564907255023934	0.572136848729326
54	ACADSB	-1.57517547097864	-0.394712036617861	0.693055418648148
55	ACADVL	0.390161166489378	0.782008428052137	0.434209620513436
56	ACBD4	-0.899571360170307	0.0455416782355803	0.96367555491558
57	ACBD6	0.865264754995723	1.02790575922269	0.303994160190995
58	ACCS	-1.49606787250539	-0.340657219168194	0.733361648376579
59	ACD	-0.313430810098919	0.394458633727978	0.69324246201981
60	ACE	0.883791131385982	1.43857460716029	0.150271085129451
61	ACER2	0.559764209648975	0.871120589518212	0.383688313061487
62	ACKR3	-0.683526744107945	-0.0313735715676786	0.974971617606519
63	ACO1	-1.16913904253454	-0.124606384500799	0.9008351736954
64	ACOT1	-2.03502297700993	-0.724890845386585	0.468518997499206
65	ACOT7	2.02521648760392	1.58555469338926	0.112840360708513
66	ACOT9	-1.39368108815528	-0.271761307874156	0.785805557696417
67	ACOX1	-0.0514320010192488	0.542366600544884	0.587565983447394
68	ACOX2	0.860764822243141	0.77606085745648	0.437713053754009
69	ACOX3	0.571102941242183	0.877023877868869	0.380473668764354
70	ACP5	0.685533593146958	0.936230415103667	0.349154566505538
71	ACPL2	-1.76216388523839	-0.525525219086065	0.599218126559113
72	ACR	-1.38010975042596	-0.262716518064821	0.79276908431484
73	ACRV1	0.317050796063855	0.743113399803907	0.457413027647605
74	ACSF2	0.165693686924248	1.48816209668972	0.136708150477872
75	ACSL4	-2.43577040454578	-1.03944667545864	0.298597045897043
76	ACSL5	0.74104924934133	0.964716296808668	0.334686930339344
77	ACSM3	0.465541664942421	0.821804417567494	0.411188219134968
78	ACSS3	-2.94596769246652	-1.84610265932472	0.0648773008021679
79	ACTA1	-2.51542578611495	-1.10561056287999	0.268895115894127
80	ACTA2	-3.25684026313863	-1.80285665483117	0.0714107298372555
81	ACTG1	1.36198321973033	1.2734879784793	0.202844935735158
82	ACTG2	-0.814571124501545	0.0978408063606001	0.922058704022325
83	ACTL8	-2.45656760731336	-2.21214790426666	0.0269564470627149
84	ACTN3	-1.72561570830156	-0.499606680203051	0.617352053204623
85	ACTN4	-0.51722751913767	0.276133385206586	0.782445619450552
86	ACTR1B	-0.979386823573186	-0.00414136401895934	0.996695679033955
87	ACTR2	1.50579773086079	1.34261092603926	0.179397990598061
88	ACTR5	-3.35341099554912	-2.47077533879327	0.0134820487297335
89	ACTRT3	0.328154770446533	0.749039900789254	0.453833156525924
90	ACVR1B	-0.205271161463568	0.456071401991734	0.648338634110351
91	ACVRL1	-0.869967485034675	0.0638268746884502	0.949108078976604
92	ADA	-1.41096659666962	-0.480452810364928	0.630905450403712
93	ADAD1	-0.0514320010192489	0.542366600544884	0.587565983447394
94	ADAM11	-3.11412208080226	-2.90089289949391	0.00372101032667663
95	ADAM12	-1.4962726538074	-0.340796204978358	0.733257007617356
96	ADAM15	-4.29935951446283	-3.45624558599726	0.000547756015215389
97	ADAM18	-2.66959511460166	-1.23767133325745	0.215837952701192
98	ADAM22	-0.235265974531441	0.439064528508974	0.660614780397243
99	ADAM23	-2.76991266993605	-1.3267077639818	0.184605371680193
100	ADAM30	-1.27254316532179	-0.19172465429398	0.847957892900892
101	ADAM32	-2.46155750798332	-2.36347845656153	0.01810427923398
102	ADAM7	0.123183579430042	0.638504732185384	0.523145174594962
103	ADAM9	-1.41266501325479	-0.284447213733184	0.776067681221105
