GO	[-20.07 -0.73]	[-0.73 -0.32]	[-0.32 -0.05]	[-0.05 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.26]	[0.26 0.46]	[0.46 0.96]	[0.96 22.12]
GO:0006914 autophagy	4.593	-0.937	7.297	-0.430	-4.581	-6.757	-5.518	9.392	-0.735	-1.463	-2.188
GO:0005085 guanyl-nucleotide exchange factor activity	2.710	1.404	5.214	-2.246	-7.505	-6.222	-5.242	4.050	-1.023	0.318	0.832
GO:0030027 lamellipodium	2.698	0.268	3.362	-2.706	-6.840	-4.654	-6.840	2.104	0.615	0.480	2.700
GO:0030659 cytoplasmic vesicle membrane	2.056	-0.377	2.346	-1.356	-5.323	-2.504	-6.550	6.212	-0.853	0.570	1.088
GO:0035579 specific granule membrane	11.287	0.714	0.714	0.363	-3.729	-3.729	-3.729	0.363	-0.247	-1.503	-0.376
GO:0051056 regulation of small GTPase mediated signal transduction	4.250	0.692	3.086	-0.994	-5.803	-4.625	-4.625	1.541	0.536	-0.579	0.693
GO:0043123 positive regulation of I-kappaB kinase/NF-kappaB signaling	4.483	0.615	7.148	-0.972	-3.248	-3.888	-3.888	1.834	-1.217	-0.337	-0.970
GO:0051015 actin filament binding	3.293	-0.310	4.046	-1.515	-4.145	-4.145	-6.259	1.035	0.399	0.675	1.249
GO:0030667 secretory granule membrane	12.947	-0.713	1.776	-1.326	-3.064	-3.064	-2.326	0.945	-0.713	-0.982	0.259
GO:0005516 calmodulin binding	2.363	-0.483	1.604	-0.483	-5.613	-4.087	-6.615	2.363	0.676	0.425	2.650
GO:1904813 ficolin-1-rich granule lumen	5.844	-0.255	2.117	-0.692	-5.097	-3.972	-3.972	3.171	-0.509	-0.255	-0.364
GO:0006470 protein dephosphorylation	2.044	1.334	2.905	-0.864	-3.271	-5.353	-4.543	4.273	-0.864	-1.322	1.555
GO:0016311 dephosphorylation	3.924	1.103	1.768	-0.744	-3.030	-5.057	-4.265	3.924	-1.754	-0.744	1.308
GO:0070821 tertiary granule membrane	11.051	0.481	-0.288	0.314	-2.982	-2.982	-2.982	0.935	-0.688	-0.688	-0.453
GO:0007010 cytoskeleton organization	4.020	-0.318	0.382	-1.398	-1.133	-5.948	-5.948	3.658	0.497	0.955	0.632
GO:0051092 positive regulation of NF-kappaB transcription factor activity	2.868	0.932	5.317	-0.538	-2.953	-5.678	-3.643	0.932	-0.538	0.320	-0.394
GO:0030670 phagocytic vesicle membrane	2.542	0.372	1.726	-1.330	-2.817	-2.817	-2.817	5.177	-0.389	-1.924	0.560
GO:0001726 ruffle	2.341	-0.290	4.050	-0.874	-3.894	-3.894	-3.894	1.651	0.313	0.456	0.313
GO:0035578 azurophil granule lumen	2.953	0.363	2.162	-0.377	-3.729	-3.729	-2.728	3.853	-1.100	-1.100	0.715
GO:0043235 receptor complex	2.324	-0.256	0.627	-0.670	-3.537	-5.554	-4.394	0.800	0.800	0.997	3.008
GO:0008360 regulation of cell shape	2.824	0.911	1.875	-0.956	-3.679	-5.720	-2.986	3.181	-0.292	0.426	-0.291
GO:0030426 growth cone	3.222	0.500	1.297	-2.471	-3.934	-3.934	-3.934	1.297	0.661	0.848	1.299
GO:0042470 melanosome	2.067	0.372	3.649	-0.521	-3.101	-3.101	-4.143	4.107	-0.360	-0.521	-0.731
GO:0002576 platelet degranulation	8.299	0.272	-0.644	-3.045	-4.973	-0.864	-1.479	1.918	-0.332	0.272	0.698
GO:0101003 ficolin-1-rich granule membrane	12.505	-0.452	0.519	-0.714	-2.485	-1.639	-1.639	0.755	-0.714	-1.092	-0.451
GO:0004721 phosphoprotein phosphatase activity	2.040	1.057	2.337	-0.726	-2.277	-4.109	-3.382	4.930	-1.190	-0.936	0.540
GO:0008021 synaptic vesicle	3.176	0.406	4.034	-2.631	-3.402	-1.187	-4.475	0.406	-0.323	0.280	1.191
GO:0006631 fatty acid metabolic process	2.987	0.410	0.863	-1.852	-5.012	-3.382	-3.382	1.764	0.691	0.863	1.509
GO:0043524 negative regulation of neuron apoptotic process	2.050	0.256	1.019	-4.356	-2.270	-4.356	-2.270	1.759	0.819	0.643	2.365
GO:0035580 specific granule lumen	7.364	-0.287	0.728	-1.675	-2.526	-2.526	-2.526	1.324	-0.287	0.316	-0.286
GO:0045766 positive regulation of angiogenesis	7.812	-0.455	0.281	-3.820	-3.820	-1.867	-0.846	0.716	0.716	0.913	0.282
GO:0035023 regulation of Rho protein signal transduction	2.574	2.176	1.475	-1.768	-3.397	-3.397	-1.768	1.175	-1.278	1.175	-0.277
GO:0046718 viral entry into host cell	2.821	-0.473	0.831	0.435	-3.521	-3.521	-3.521	-0.313	-0.313	2.031	1.366
GO:0034774 secretory granule lumen	2.111	0.795	3.198	-0.772	-3.668	-4.765	-2.251	1.244	-0.281	0.453	0.323
GO:1903955 positive regulation of protein targeting to mitochondrion	2.031	0.289	2.821	-1.865	-1.865	-3.521	-3.521	0.435	-0.313	0.831	1.683
GO:0019900 kinase binding	2.390	0.472	0.472	-1.174	-2.127	-2.839	-3.853	4.619	0.325	-0.605	0.864
GO:0043197 dendritic spine	2.072	-0.291	2.072	-0.790	-2.906	-3.706	-3.706	1.216	0.593	-0.581	2.408
GO:0016791 phosphatase activity	3.093	1.445	0.958	-0.596	-1.811	-3.744	-2.940	2.716	-1.074	-1.404	1.190
GO:0006935 chemotaxis	6.143	-1.377	0.875	-1.377	-1.101	-1.101	-2.084	-0.284	-2.084	-0.284	4.413
GO:0004197 cysteine-type endopeptidase activity	2.336	-1.534	2.816	0.379	-2.361	-2.361	-2.361	2.816	-0.235	-0.398	-0.644
GO:0001618 virus receptor activity	3.065	-0.488	0.642	0.289	-3.065	-3.065	-3.065	-0.488	-0.314	2.197	1.465
GO:0032496 response to lipopolysaccharide	4.206	-0.505	1.786	-1.008	-3.020	-3.020	-2.560	1.554	-1.237	0.648	1.788
GO:0019216 regulation of lipid metabolic process	2.895	-0.390	1.769	-0.257	-2.765	-3.770	-3.770	0.692	0.914	-0.257	0.693
GO:0010033 response to organic substance	3.584	-0.874	1.981	-0.623	-2.160	-3.894	-2.877	1.079	-0.290	0.313	1.351
GO:0035577 azurophil granule membrane	3.892	0.845	1.898	-0.644	-2.361	-2.361	-2.361	1.502	-0.235	-1.005	-0.644
GO:1904724 tertiary granule lumen	9.291	-0.577	0.435	-1.430	-2.236	-0.920	-1.430	0.944	-0.348	-0.577	-0.348
GO:0006919 activation of cysteine-type endopeptidase activity involved in apoptotic process	3.529	-1.251	2.630	-2.396	-1.736	-2.396	-1.736	1.854	-0.412	-0.266	0.937
GO:0043202 lysosomal lumen	4.343	-0.377	-0.247	-0.554	-2.728	-3.729	-2.728	0.714	0.521	1.198	0.941
GO:0060333 interferon-gamma-mediated signaling pathway	5.387	0.250	1.457	-1.270	-1.852	-1.270	-2.734	0.405	-1.852	0.405	1.132
GO:0006928 movement of cell or subcellular component	4.100	-0.255	1.553	-1.704	-1.223	-1.704	-2.359	4.100	-0.863	-0.595	-0.594
GO:0030165 PDZ domain binding	2.308	-0.729	-0.504	1.022	-3.604	-2.617	-2.617	1.022	2.706	0.267	0.405
GO:0001934 positive regulation of protein phosphorylation	2.777	0.983	1.638	-1.178	-4.581	-2.648	-2.189	0.804	-0.430	0.385	1.640
GO:0071222 cellular response to lipopolysaccharide	4.230	0.445	2.660	-0.282	-2.066	-4.087	-2.598	0.321	-0.551	0.768	-0.399
GO:0051607 defense response to virus	2.088	-0.318	2.980	-0.556	-3.535	-2.971	-2.486	2.368	0.631	-0.716	0.498
GO:0030155 regulation of cell adhesion	2.203	-1.123	2.203	-0.392	-1.863	-1.863	-1.863	2.203	-0.675	-1.123	1.320
GO:0008013 beta-catenin binding	2.940	0.467	0.313	-0.933	-2.469	-2.469	-3.438	0.882	0.657	-0.289	2.128
GO:0050766 positive regulation of phagocytosis	6.112	-0.640	-0.640	0.539	-1.242	-1.242	-1.242	1.795	0.283	-0.640	-1.242
GO:0004725 protein tyrosine phosphatase activity	2.806	0.524	1.163	-0.360	-1.794	-3.101	-3.101	2.423	-0.732	-0.732	0.921
GO:0048010 vascular endothelial growth factor receptor signaling pathway	2.802	0.328	0.328	-1.422	-2.032	-2.032	-2.941	2.802	0.965	0.328	-0.275
GO:0006909 phagocytosis	3.538	0.728	1.324	-0.287	-2.526	-2.526	-2.526	0.316	-0.287	-0.470	0.728
GO:0035335 peptidyl-tyrosine dephosphorylation	2.472	0.541	1.192	-0.348	-1.765	-3.064	-3.064	2.472	-0.713	-0.713	0.946
GO:0007229 integrin-mediated signaling pathway	5.026	0.390	0.759	-0.521	-2.654	-1.446	-3.646	0.557	0.390	0.257	0.390
GO:0005543 phospholipid binding	2.821	0.435	0.435	-0.980	-3.521	-0.980	-3.521	1.365	0.615	0.289	0.831
GO:0032715 negative regulation of interleukin-6 production	4.123	-1.118	1.031	-1.118	-1.118	-1.118	-1.118	-0.550	0.347	2.051	-0.549
GO:0032729 positive regulation of interferon-gamma production	4.118	-0.624	1.422	-0.624	-1.781	-1.781	-1.781	-0.624	0.453	0.254	1.040
GO:0045732 positive regulation of protein catabolic process	2.603	-0.452	2.603	-0.452	-1.639	-2.485	-1.092	1.366	0.755	-1.639	-0.451
GO:0007179 transforming growth factor beta receptor signaling pathway	2.440	-0.588	1.137	-1.149	-2.802	-1.560	-1.560	2.440	-0.832	-0.268	1.730
GO:0005200 structural constituent of cytoskeleton	2.068	0.559	0.280	-1.187	-0.887	-3.402	-3.402	2.068	0.951	0.280	0.742
GO:0016337 single organismal cell-cell adhesion	2.329	0.347	0.492	-1.404	-2.427	-2.427	-2.427	2.329	0.347	0.872	0.667
GO:0016042 lipid catabolic process	2.072	-1.053	2.072	-1.053	-1.379	-1.053	-3.706	-0.581	0.593	0.982	1.763
GO:0002020 protease binding	3.346	-0.600	0.611	-0.290	-1.944	-1.118	-3.289	2.937	-0.600	0.447	-0.290
GO:0070301 cellular response to hydrogen peroxide	2.672	0.346	-0.434	0.346	-2.444	-2.444	-1.604	1.789	-0.690	0.784	0.542
GO:0008180 COP9 signalosome	2.569	0.216	1.079	-0.764	-1.408	-1.408	-1.408	-0.407	-1.408	1.079	1.512
GO:0019221 cytokine-mediated signaling pathway	4.393	-1.538	1.453	0.513	-2.333	-1.538	-1.538	0.388	1.453	-0.319	-0.756
GO:0042102 positive regulation of T cell proliferation	3.912	-0.785	1.980	-1.180	-2.609	-0.785	-0.785	-0.507	-0.785	0.459	1.244
GO:0002224 toll-like receptor signaling pathway	3.786	-0.411	0.625	-1.905	-1.905	-0.702	-1.156	2.132	-0.702	0.389	-0.228
GO:0007160 cell-matrix adhesion	2.895	-0.571	2.491	-1.531	-1.531	-0.571	-2.765	1.167	-0.390	-0.811	0.915
GO:0043124 negative regulation of I-kappaB kinase/NF-kappaB signaling	4.488	1.593	0.820	-0.957	-0.957	-1.656	-1.656	0.302	-0.549	-0.300	-0.548
GO:0005546 phosphatidylinositol-4,5-bisphosphate binding	2.211	-0.690	1.789	-0.690	-2.444	-2.444	-1.062	1.074	-0.434	0.541	0.785
GO:0034446 substrate adhesion-dependent cell spreading	2.302	0.359	0.614	-1.532	-1.532	-1.532	-1.532	1.332	-0.250	-0.476	1.333
GO:0072659 protein localization to plasma membrane	3.003	0.790	0.372	0.372	-2.817	-1.330	-2.817	0.790	0.372	-0.389	0.373
GO:0050729 positive regulation of inflammatory response	5.305	-0.737	-0.470	-1.121	-0.737	-2.526	-1.121	0.498	0.498	1.003	0.316
GO:0043086 negative regulation of catalytic activity	3.657	0.278	0.595	-1.897	-2.580	-1.897	-1.003	0.595	-0.325	1.330	0.596
GO:0009967 positive regulation of signal transduction	2.228	0.250	3.146	-1.270	-1.852	-1.852	-1.270	0.405	0.250	1.131	-0.858
GO:0008081 phosphoric diester hydrolase activity	2.540	-0.348	0.664	-0.920	-2.236	-2.236	-1.430	0.435	0.259	0.664	1.652
GO:0071407 cellular response to organic cyclic compound	2.144	-0.327	0.850	-0.505	-1.546	-3.107	-1.546	2.555	0.620	0.277	-0.504
GO:0042060 wound healing	3.716	0.672	-0.404	-0.588	-0.404	-2.802	-2.802	1.418	-0.588	-0.268	0.672
GO:0005518 collagen binding	4.483	1.243	-0.785	-0.785	-0.785	-1.746	-1.746	0.937	0.459	-1.180	0.459
GO:0005178 integrin binding	3.176	0.741	-1.187	-0.464	-2.035	-0.887	-3.402	1.189	0.741	0.406	0.560
GO:0010575 positive regulation of vascular endothelial growth factor production	5.829	0.644	-0.260	-0.550	-1.118	-1.118	-1.118	0.644	-0.260	-0.550	-0.549
GO:0071902 positive regulation of protein serine/threonine kinase activity	2.068	-0.300	3.178	-1.656	-0.549	-0.549	-1.656	0.820	-0.957	-0.957	0.528
GO:0032760 positive regulation of tumor necrosis factor production	3.683	-0.431	1.224	-1.190	-1.946	-0.431	-1.946	0.370	-0.728	0.597	0.598
GO:0016485 protein processing	2.470	0.246	0.416	-1.464	-1.464	-2.278	-1.464	1.600	0.910	0.637	-0.364
GO:0048661 positive regulation of smooth muscle cell proliferation	2.211	-1.062	0.784	-0.260	-2.444	-0.690	-1.062	1.789	-1.604	0.346	1.075
GO:0009615 response to virus	2.635	-0.507	1.107	0.252	-2.734	-2.127	-1.645	0.881	-0.507	0.368	1.362
GO:0005164 tumor necrosis factor receptor binding	2.876	-1.284	0.836	-0.671	-0.671	-1.284	-1.284	0.264	-0.671	0.509	1.719
GO:0007266 Rho protein signal transduction	2.211	-0.434	2.211	-1.062	-1.062	-2.444	-1.062	0.541	1.410	-0.434	-0.433
GO:0034612 response to tumor necrosis factor	3.365	0.644	0.347	-0.550	-1.118	-0.550	-1.118	0.644	-1.118	-1.118	1.032
GO:0031092 platelet alpha granule membrane	5.575	0.362	-0.662	-0.662	-0.662	-0.662	-0.662	0.362	-0.247	-0.662	0.363
GO:1904646 cellular response to amyloid-beta	5.897	-0.621	-0.621	-0.223	-0.621	-0.621	-0.621	0.396	-0.621	-0.223	0.396
GO:0042605 peptide antigen binding	3.336	0.217	-0.911	0.873	-0.406	-0.911	-0.911	1.356	-0.911	-0.911	0.217
GO:0008305 integrin complex	4.595	-0.300	0.928	-1.201	-1.201	-0.609	-1.201	0.572	-0.300	-0.300	-0.299
GO:0046330 positive regulation of JNK cascade	3.778	-0.985	1.590	-0.276	-0.667	-0.985	-2.032	0.965	-0.276	0.328	-1.421
GO:0031225 anchored component of membrane	2.447	-0.749	0.301	-0.301	-1.249	-2.448	-1.249	-1.249	0.709	1.322	2.136
GO:0032720 negative regulation of tumor necrosis factor production	2.778	-0.266	-0.266	-0.500	-0.892	-1.574	-1.574	-0.266	-0.500	2.778	0.339
