GO	[-20.07 -0.73]	[-0.73 -0.32]	[-0.32 -0.05]	[-0.05 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.26]	[0.26 0.46]	[0.46 0.96]	[0.96 22.12]
GO:0003735 structural constituent of ribosome	-2.706	2.392	15.309	-2.243	-5.596	-6.840	-6.840	-0.337	-2.706	2.698	3.365
GO:0008168 methyltransferase activity	-1.381	-0.441	5.699	-2.402	-7.754	-7.754	-6.458	5.285	-0.726	2.792	4.888
GO:0042254 ribosome biogenesis	-3.101	-2.360	4.589	-1.794	-4.143	-3.101	-4.143	-1.004	-0.732	5.093	12.049
GO:0016874 ligase activity	0.385	0.505	4.593	-1.463	-6.757	-6.757	-6.757	1.401	-1.797	3.106	5.009
GO:0030027 lamellipodium	2.698	0.268	3.362	-2.706	-6.840	-4.654	-6.840	2.104	0.615	0.480	2.700
GO:0070126 mitochondrial translational termination	-3.563	0.595	2.359	-0.488	-3.563	-3.563	-3.563	-1.389	-0.488	4.145	6.974
GO:0070125 mitochondrial translational elongation	-3.480	0.636	2.464	-0.670	-3.480	-3.480	-3.480	-1.333	-0.457	3.325	7.848
GO:0043209 myelin sheath	-0.319	-0.435	7.136	-1.538	-5.090	-4.181	-6.301	0.826	-0.435	2.572	2.903
GO:0006368 transcription elongation from RNA polymerase II promoter	-2.193	-0.640	7.868	-0.895	-3.936	-3.936	-3.936	2.675	-0.446	0.816	2.295
GO:0015630 microtubule cytoskeleton	0.395	-0.310	3.499	-1.159	-5.479	-5.479	-4.544	6.404	-0.554	0.517	2.207
GO:0006461 protein complex assembly	-1.319	1.930	2.240	-1.683	-5.305	-3.325	-5.305	4.999	0.420	-0.423	2.927
GO:0003690 double-stranded DNA binding	0.271	-1.591	6.474	-2.066	-3.440	-2.665	-4.516	5.409	-0.334	-0.667	2.369
GO:0090305 nucleic acid phosphodiester bond hydrolysis	-0.776	0.420	4.545	-1.683	-4.164	-4.164	-5.305	4.999	-0.423	0.563	2.242
GO:0008033 tRNA processing	-2.765	1.167	1.769	-0.811	-3.770	-3.770	-3.770	2.491	-1.531	2.116	4.270
GO:0016829 lyase activity	0.568	-0.391	4.209	-2.221	-4.935	-3.316	-6.135	2.109	0.724	0.319	3.816
GO:0004518 nuclease activity	-0.523	0.472	3.511	-1.580	-3.184	-4.011	-5.139	4.806	-0.523	-0.376	3.513
GO:0005516 calmodulin binding	2.363	-0.483	1.604	-0.483	-5.613	-4.087	-6.615	2.363	0.676	0.425	2.650
GO:0042645 mitochondrial nucleoid	-1.089	-0.373	0.240	-1.822	-1.822	-1.822	-1.822	0.240	-1.822	2.275	11.472
GO:0005911 cell-cell junction	1.662	0.413	1.427	-1.337	-4.873	-5.830	-4.873	1.915	1.662	0.309	2.782
