GO	[-6.29 -0.67]	[-0.67 -0.15]	[-0.15 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.35]	[0.35 1.02]	[1.02 4.75]
MIR4478 MIR4478	1.189	0.572	-1.237	0.852	-0.762	-0.762	-1.237	1.581	-0.257	-2.008	1.207
MIR203A_5P MIR203A_5P	-0.915	-0.915	0.216	1.362	1.362	-0.915	0.875	0.490	-0.915	-0.915	0.497
MIR4316 MIR4316	0.773	-0.999	3.073	-0.999	-0.464	-0.204	-0.204	-0.999	1.218	-0.464	-0.458
MIR133A_5P MIR133A_5P	-0.337	-1.032	0.268	2.462	-1.032	-1.032	0.268	-1.755	0.751	1.490	0.273
MIR6738_3P MIR6738_3P	-0.655	-1.839	-0.655	0.430	-0.655	0.686	0.430	-0.375	-1.100	3.437	0.698
MIR3613_5P MIR3613_5P	-0.874	-0.874	1.441	0.235	-0.874	0.235	0.932	2.048	-0.379	-0.379	-0.866
MIR7844_5P MIR7844_5P	0.380	-1.502	0.647	0.988	-1.502	-0.235	-1.502	0.988	0.988	-0.456	0.386
MIR4299 MIR4299	2.220	0.892	-0.582	-0.200	0.892	-0.582	-0.582	0.433	-0.582	-0.582	-0.576
MIR1587 MIR1587	-0.373	0.712	-0.373	0.239	3.256	-0.373	-0.373	-0.373	-0.373	-0.373	0.241
MIR4486 MIR4486	-0.373	-0.373	3.256	0.239	-0.373	-0.373	0.712	-0.373	-0.373	0.239	-0.370
