GO	[-5.35 -0.83]	[-0.83 -0.36]	[-0.36 -0.07]	[-0.07 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.20]	[0.20 0.64]	[0.64 5.00]
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	-0.510	-1.764	-2.637	0.461	1.619	0.682	1.619	2.940	-0.510	-1.192	-1.793
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	-0.955	-0.955	-0.955	-0.955	0.199	0.199	0.824	0.199	-0.434	2.493	1.271
PID_CASPASE_PATHWAY PID_CASPASE_PATHWAY	-0.580	1.495	0.435	-0.580	3.072	-0.580	-0.580	-0.199	-0.580	-0.199	-0.588
SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM	-0.301	-0.473	-0.301	1.535	2.305	-0.473	1.207	0.465	-2.131	-1.503	-1.073
SCHLOSSER_MYC_TARGETS_AND_SERUM_RESPONSE_UP SCHLOSSER_MYC_TARGETS_AND_SERUM_RESPONSE_UP	1.133	-0.747	0.304	0.657	0.304	-0.298	-0.747	-0.747	-0.747	2.416	-0.756
WP_CARDIAC_HYPERTROPHIC_RESPONSE WP_CARDIAC_HYPERTROPHIC_RESPONSE	1.365	-0.913	0.877	-0.913	-0.913	0.217	-0.406	-0.913	-0.406	0.877	1.345
VERHAAK_AML_WITH_NPM1_MUTATED_UP VERHAAK_AML_WITH_NPM1_MUTATED_UP	-0.913	-0.406	0.217	-0.406	3.369	0.492	0.217	-0.913	0.877	-0.406	-0.925
WP_GENOTOXICITY_PATHWAY WP_GENOTOXICITY_PATHWAY	-0.331	-0.331	0.273	-0.331	-0.331	-0.331	3.578	-0.331	-0.331	-0.331	0.788
FIGUEROA_AML_METHYLATION_CLUSTER_1_UP FIGUEROA_AML_METHYLATION_CLUSTER_1_UP	-0.497	-0.497	-0.497	-0.497	0.166	0.525	-0.497	0.166	1.055	2.560	-0.504
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE	-0.331	-0.331	0.273	2.461	-0.331	-0.331	-0.331	-0.331	-0.331	-0.331	1.518
