GO	[-6.74 -0.94]	[-0.94 -0.40]	[-0.40 -0.09]	[-0.09 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.03]	[0.03 0.30]	[0.30 0.77]	[0.77 5.79]
GSE3982_BCELL_VS_EFF_MEMORY_CD4_TCELL_UP GSE3982_BCELL_VS_EFF_MEMORY_CD4_TCELL_UP	0.667	0.667	-0.349	-2.259	-0.928	0.257	-1.445	0.667	-0.928	-0.349	4.277
GSE25147_UNSTIM_VS_HELIOBACTER_PYLORI_LPS_STIM_MKN45_CELL_DN GSE25147_UNSTIM_VS_HELIOBACTER_PYLORI_LPS_STIM_MKN45_CELL_DN	-1.040	-1.040	-0.222	0.398	1.154	3.691	0.398	-0.493	-1.040	-1.040	-0.222
GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_2H_UP GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_2H_UP	1.343	-0.479	-0.250	-0.250	-0.865	2.912	-0.865	-1.542	-1.542	0.359	0.945
GSE33162_HDAC3_KO_VS_HDAC3_KO_MACROPHAGE_DN GSE33162_HDAC3_KO_VS_HDAC3_KO_MACROPHAGE_DN	-1.876	-0.360	2.272	0.607	-0.868	2.272	-0.868	-0.570	0.854	-1.876	0.249
GSE22103_LPS_VS_GMCSF_AND_IFNG_STIM_NEUTROPHIL_UP GSE22103_LPS_VS_GMCSF_AND_IFNG_STIM_NEUTROPHIL_UP	-1.803	-2.682	1.220	-0.330	0.915	-1.224	-0.330	-0.531	1.220	0.915	0.915
GSE22342_CD11C_HIGH_VS_LOW_DECIDUAL_MACROPHAGES_UP GSE22342_CD11C_HIGH_VS_LOW_DECIDUAL_MACROPHAGES_UP	1.756	-1.879	-1.132	0.656	0.656	-1.132	-0.393	2.762	-0.680	-0.393	-0.393
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_3H_DN GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_3H_DN	-0.919	-0.611	-1.950	-0.611	-1.348	4.135	0.562	0.372	1.075	0.372	-0.392
GSE14308_TH1_VS_INDUCED_TREG_UP GSE14308_TH1_VS_INDUCED_TREG_UP	-0.900	1.333	-0.559	-0.559	0.695	0.695	2.170	0.695	-1.409	-2.217	-0.559
GSE3039_ALPHAALPHA_VS_ALPHABETA_CD8_TCELL_UP GSE3039_ALPHAALPHA_VS_ALPHABETA_CD8_TCELL_UP	0.774	-0.464	-0.464	-0.998	-0.998	1.219	-0.998	-0.998	1.755	1.219	-0.204
GSE42724_NAIVE_VS_B1_BCELL_UP GSE42724_NAIVE_VS_B1_BCELL_UP	1.571	-1.515	-1.515	-1.515	1.571	-0.986	1.203	0.232	0.884	-0.627	0.397
GSE17721_PAM3CSK4_VS_CPG_12H_BMDC_UP GSE17721_PAM3CSK4_VS_CPG_12H_BMDC_UP	-1.921	0.627	-1.921	-0.707	-1.166	1.283	1.283	0.389	0.926	0.389	-0.228
GSE36078_UNTREATED_VS_AD5_T425A_HEXON_INF_MOUSE_LUNG_DC_DN GSE36078_UNTREATED_VS_AD5_T425A_HEXON_INF_MOUSE_LUNG_DC_DN	0.268	-1.031	0.268	-1.753	0.477	1.091	-1.031	1.491	0.477	-1.753	1.091
GSE5679_PPARG_LIGAND_ROSIGLITAZONE_VS_RARA_AGONIST_AM580_TREATED_DC_DN GSE5679_PPARG_LIGAND_ROSIGLITAZONE_VS_RARA_AGONIST_AM580_TREATED_DC_DN	-0.707	-0.413	-1.921	-0.228	0.926	1.696	-0.707	2.162	0.627	-0.707	-1.166
GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_PRO_BCELL_UP GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_PRO_BCELL_UP	-0.522	1.093	-0.522	0.371	2.817	-1.082	-0.522	-1.082	0.371	-1.082	0.685
