GO	[-1.00 -0.89]	[-0.89 -0.73]	[-0.73 -0.55]	[-0.55 -0.35]	[-0.35 -0.15]	[-0.15 0.06]	[0.06 0.30]	[0.30 0.52]	[0.52 0.71]	[0.71 0.88]	[0.88 1.00]
GOBP_MITOCHONDRIAL_GENE_EXPRESSION GOBP_MITOCHONDRIAL_GENE_EXPRESSION	-2.853	-2.342	-0.975	-0.975	-2.342	-0.975	0.388	0.283	1.017	0.513	13.697
GOBP_TRANSLATIONAL_ELONGATION GOBP_TRANSLATIONAL_ELONGATION	-1.277	-2.606	-1.277	-0.282	-2.606	-2.606	-0.400	-0.400	0.968	2.010	10.836
GOBP_TRANSLATIONAL_TERMINATION GOBP_TRANSLATIONAL_TERMINATION	-2.433	-3.184	-0.385	-0.553	-2.433	-1.859	0.492	0.346	0.667	0.667	11.115
REACTOME_MITOCHONDRIAL_TRANSLATION REACTOME_MITOCHONDRIAL_TRANSLATION	-2.098	-2.808	-0.589	-0.833	-1.563	-2.098	0.488	-0.589	0.672	1.420	11.062
GOBP_MITOCHONDRIAL_TRANSLATIONAL_TERMINATION GOBP_MITOCHONDRIAL_TRANSLATIONAL_TERMINATION	-1.934	-2.622	-0.505	-0.731	-1.934	-1.934	0.404	-0.505	0.783	1.024	11.052
GOBP_MITOCHONDRIAL_TRANSLATION GOBP_MITOCHONDRIAL_TRANSLATION	-2.131	-1.688	-1.023	-0.581	-2.131	-1.323	0.420	-0.301	0.420	0.731	12.604
GOCC_ORGANELLAR_RIBOSOME GOCC_ORGANELLAR_RIBOSOME	-1.836	-1.836	-0.671	-0.458	-1.336	-1.336	0.301	-1.336	1.113	0.636	10.747
GOCC_MITOCHONDRIAL_LARGE_RIBOSOMAL_SUBUNIT GOCC_MITOCHONDRIAL_LARGE_RIBOSOMAL_SUBUNIT	-0.921	-2.239	-0.921	-0.921	-0.578	-0.921	-0.578	-1.432	2.077	0.664	8.495
GOBP_TRNA_METABOLIC_PROCESS GOBP_TRNA_METABOLIC_PROCESS	-2.669	-1.113	0.598	-0.370	-0.502	-1.407	-0.502	-0.266	0.339	-0.869	10.538
GOBP_TRNA_PROCESSING GOBP_TRNA_PROCESSING	-2.289	-0.582	0.594	-1.383	0.311	-1.056	-0.582	-0.418	0.439	-0.792	9.398
REACTOME_HATS_ACETYLATE_HISTONES REACTOME_HATS_ACETYLATE_HISTONES	2.809	0.328	-1.424	-1.424	-0.668	-0.438	-0.986	-0.276	-2.035	-0.438	6.129
GOCC_PROTEIN_ACETYLTRANSFERASE_COMPLEX GOCC_PROTEIN_ACETYLTRANSFERASE_COMPLEX	3.402	1.144	-1.804	-1.804	-1.308	-0.934	0.313	0.313	-1.308	-0.934	3.891
HALLMARK_G2M_CHECKPOINT HALLMARK_G2M_CHECKPOINT	7.376	-1.761	-0.583	-0.583	0.753	-0.583	0.604	-1.761	-1.445	-0.943	1.111
REACTOME_S_PHASE REACTOME_S_PHASE	7.424	0.708	-1.174	-1.174	0.310	-1.174	-0.402	-0.921	-0.921	-1.475	1.546
GNF2_TDG GNF2_TDG	4.752	-0.733	-0.385	-0.385	-1.367	-0.733	0.754	-1.367	-0.385	-1.367	2.096
GOMF_TRNA_BINDING GOMF_TRNA_BINDING	-0.348	-2.239	0.945	0.664	-0.921	-0.578	-0.578	-1.432	1.653	-1.432	4.200
PUJANA_BRCA_CENTERED_NETWORK PUJANA_BRCA_CENTERED_NETWORK	5.315	0.323	0.323	-1.461	-1.097	-0.411	0.629	-1.461	-0.810	-1.919	1.912
GOCC_ATPASE_COMPLEX GOCC_ATPASE_COMPLEX	5.646	-0.521	-0.360	-0.360	-2.366	-1.799	-0.733	-0.733	-0.521	0.707	1.747
REACTOME_DNA_REPLICATION REACTOME_DNA_REPLICATION	7.470	1.191	-1.077	-1.077	0.577	-1.408	-0.430	-0.810	-0.598	-0.810	-0.428
GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME	3.081	-0.586	-2.779	-0.374	0.581	-0.885	0.238	-0.374	-0.374	-1.891	3.087
GOCC_SWI_SNF_SUPERFAMILY_TYPE_COMPLEX GOCC_SWI_SNF_SUPERFAMILY_TYPE_COMPLEX	4.800	-0.689	-1.455	-0.454	-2.071	-1.455	-0.454	-0.454	-0.288	0.936	1.917
GOBP_TRNA_WOBBLE_BASE_MODIFICATION GOBP_TRNA_WOBBLE_BASE_MODIFICATION	-0.298	-0.746	-0.746	-0.746	-0.746	-0.298	-0.746	-0.298	0.304	0.304	7.234
SAKAI_TUMOR_INFILTRATING_MONOCYTES_DN SAKAI_TUMOR_INFILTRATING_MONOCYTES_DN	2.149	-0.506	-3.112	1.120	-0.327	-0.506	-0.327	-0.327	-2.180	-0.506	3.012
REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION	5.148	1.075	-0.580	-3.062	-0.430	-1.274	0.403	-0.430	-0.997	-0.767	1.304
CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_DN CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_DN	0.885	0.344	-2.608	-0.262	-0.976	-1.212	0.344	-0.468	-0.262	-0.976	6.774
GOBP_RECOMBINATIONAL_REPAIR GOBP_RECOMBINATIONAL_REPAIR	7.773	0.445	-0.282	-0.552	0.445	-1.636	-0.282	-0.983	-0.282	-1.277	-0.980
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1 REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	5.091	2.486	-0.626	-1.363	0.539	-0.935	-0.252	-0.626	-0.626	-0.935	-1.360
REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	3.049	-0.994	0.426	-0.204	-0.994	-0.994	0.426	-0.994	-0.462	-0.994	2.361
MODULE_170 MODULE_170	-2.995	1.543	-1.710	1.256	0.998	0.998	0.576	-1.278	0.771	-2.265	0.280
GOBP_PROTEIN_K11_LINKED_UBIQUITINATION GOBP_PROTEIN_K11_LINKED_UBIQUITINATION	7.033	0.684	-0.520	-0.241	-0.520	-0.520	-1.077	-0.520	-1.077	-0.241	-0.519
REACTOME_REGULATION_OF_HMOX1_EXPRESSION_AND_ACTIVITY REACTOME_REGULATION_OF_HMOX1_EXPRESSION_AND_ACTIVITY	3.835	2.810	-0.810	-1.211	0.274	-1.211	0.440	0.274	-0.329	-1.211	-1.781
REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX	3.884	1.770	-0.442	-1.804	-0.289	-1.308	0.657	0.313	0.467	-0.934	-2.470
PUJANA_XPRSS_INT_NETWORK PUJANA_XPRSS_INT_NETWORK	4.650	0.433	-0.392	-1.808	-1.452	0.319	0.433	-0.904	-1.153	-1.153	2.430
GSE17721_LPS_VS_GARDIQUIMOD_1H_BMDC_DN GSE17721_LPS_VS_GARDIQUIMOD_1H_BMDC_DN	1.717	0.897	-1.133	-2.022	-0.914	-1.133	-2.862	0.270	1.272	2.511	0.740
REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING	2.541	2.541	-0.738	-2.530	0.728	-0.470	0.498	-0.470	0.316	-1.122	-1.674
REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY	3.508	2.120	-0.390	-2.821	-0.240	-0.390	-0.390	0.372	0.372	-1.332	-1.330
ELVIDGE_HIF1A_TARGETS_UP ELVIDGE_HIF1A_TARGETS_UP	-0.344	-0.835	-0.546	2.291	-0.546	2.742	-0.344	-2.696	-0.546	-1.241	1.506
REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS	2.413	2.880	-0.508	-2.613	0.938	-0.786	-0.315	-0.315	0.288	-1.182	-1.179
GOCC_SAGA_TYPE_COMPLEX GOCC_SAGA_TYPE_COMPLEX	4.466	1.149	-1.036	-1.036	-0.222	-1.036	-0.491	0.398	-0.491	-1.036	0.399
MODULE_79 MODULE_79	-2.958	1.025	-1.680	1.287	1.025	1.025	0.594	-1.252	0.794	-2.231	0.428
MODULE_183 MODULE_183	3.305	-1.211	-0.527	0.651	-0.527	-1.784	-0.810	-0.329	-1.784	0.651	2.355
MODULE_128 MODULE_128	-2.883	1.081	-1.622	1.352	1.081	1.081	0.632	-1.202	0.632	-2.165	0.314
REACTOME_REGULATION_OF_RAS_BY_GAPS REACTOME_REGULATION_OF_RAS_BY_GAPS	3.081	3.081	-0.586	-1.891	0.581	-0.885	-0.374	-0.374	0.238	-0.586	-1.888
GNF2_CKS2 GNF2_CKS2	1.129	-0.318	0.285	-0.574	-0.991	-1.699	-0.318	1.129	-1.699	-0.574	3.707
GOBP_REGULATION_OF_MRNA_PROCESSING GOBP_REGULATION_OF_MRNA_PROCESSING	0.841	0.505	-1.416	-1.105	-0.341	-1.105	0.505	-0.641	0.373	-1.793	5.710
GCM_DDX5 GCM_DDX5	3.835	-1.211	-2.654	-0.329	0.274	-0.527	-0.527	0.907	-0.527	-0.810	1.551
GOBP_CELL_PROLIFERATION_INVOLVED_IN_HEART_MORPHOGENESIS GOBP_CELL_PROLIFERATION_INVOLVED_IN_HEART_MORPHOGENESIS	-0.621	0.396	5.902	-0.223	0.396	-0.621	-0.223	-0.621	-0.621	-0.621	-0.620
REACTOME_SEPARATION_OF_SISTER_CHROMATIDS REACTOME_SEPARATION_OF_SISTER_CHROMATIDS	4.588	1.924	-1.082	-1.647	-0.395	-1.082	0.309	-0.521	-0.676	-1.342	1.020
KAUFFMANN_DNA_REPLICATION_GENES KAUFFMANN_DNA_REPLICATION_GENES	5.627	-0.656	-1.440	-1.440	0.491	-1.819	-0.486	0.255	0.255	0.255	1.025
GSE7568_IL4_VS_IL4_AND_TGFB_TREATED_MACROPHAGE_24H_DN GSE7568_IL4_VS_IL4_AND_TGFB_TREATED_MACROPHAGE_24H_DN	0.261	-0.458	-0.959	-0.345	-1.466	0.261	0.591	-0.761	-0.959	-0.458	7.319
GOBP_NCRNA_TRANSCRIPTION GOBP_NCRNA_TRANSCRIPTION	0.456	0.840	-2.883	-2.165	-0.624	0.456	-0.624	1.352	-0.624	-0.290	3.160
GNF2_DEK GNF2_DEK	4.093	-0.600	-0.365	0.245	-0.949	-0.949	0.245	-0.949	-0.949	-0.949	2.980
REACTOME_SUMOYLATION REACTOME_SUMOYLATION	4.679	0.660	-1.163	1.935	-1.447	-0.722	-1.780	-0.420	-0.310	0.292	-0.719
GOBP_RNA_MODIFICATION GOBP_RNA_MODIFICATION	-2.229	-0.528	-0.284	-0.528	-0.528	-0.697	-0.392	-0.904	0.725	0.433	6.500
MORF_PPP6C MORF_PPP6C	3.858	-0.476	0.576	-0.678	0.279	-0.678	-2.265	-2.265	-0.476	0.998	1.001
REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS	4.931	2.132	-0.652	-1.308	0.313	-1.308	0.313	-0.652	-0.442	-0.934	-0.650
KRASNOSELSKAYA_ILF3_TARGETS_UP KRASNOSELSKAYA_ILF3_TARGETS_UP	-1.533	2.305	-0.250	0.614	0.940	0.940	-0.477	0.614	-0.860	-1.533	-1.531
