GO	[-6.74 -0.94]	[-0.94 -0.40]	[-0.40 -0.09]	[-0.09 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.03]	[0.03 0.30]	[0.30 0.77]	[0.77 5.79]
NAKAMURA_CANCER_MICROENVIRONMENT_DN NAKAMURA_CANCER_MICROENVIRONMENT_DN	-0.705	-0.705	1.831	-0.705	0.332	-0.705	-0.705	1.831	-0.272	1.211	-0.711
NIKOLSKY_BREAST_CANCER_8Q23_Q24_AMPLICON NIKOLSKY_BREAST_CANCER_8Q23_Q24_AMPLICON	0.729	-0.492	-0.492	0.398	3.693	-1.039	-0.222	-1.039	0.398	-0.222	-1.048
HUANG_GATA2_TARGETS_DN HUANG_GATA2_TARGETS_DN	-0.378	2.050	-0.872	0.235	-0.872	0.235	0.528	-0.378	2.050	-0.872	-0.879
KAAB_FAILED_HEART_ATRIUM_DN KAAB_FAILED_HEART_ATRIUM_DN	-0.679	0.657	3.342	-1.131	1.334	0.225	-1.131	-0.679	0.410	-0.393	-1.144
BURTON_ADIPOGENESIS_6 BURTON_ADIPOGENESIS_6	0.215	2.031	0.719	-0.408	-1.415	-1.415	0.428	-1.415	0.428	0.215	0.709
GENTILE_UV_RESPONSE_CLUSTER_D8 GENTILE_UV_RESPONSE_CLUSTER_D8	-0.199	0.434	-0.581	-0.581	-0.581	0.434	3.071	-0.581	-0.581	-0.581	0.886
BILD_CTNNB1_ONCOGENIC_SIGNATURE BILD_CTNNB1_ONCOGENIC_SIGNATURE	3.921	0.215	0.215	-1.415	-1.415	0.428	0.215	-0.408	-0.408	-0.408	0.421
AZARE_STAT3_TARGETS AZARE_STAT3_TARGETS	-0.373	4.453	-0.373	-0.373	0.239	-0.373	0.239	0.239	-0.373	-0.373	-0.376
CAFFAREL_RESPONSE_TO_THC_DN CAFFAREL_RESPONSE_TO_THC_DN	0.166	-0.497	0.166	-0.497	-0.497	-0.497	-0.497	-0.497	2.559	1.737	0.164
KLEIN_TARGETS_OF_BCR_ABL1_FUSION KLEIN_TARGETS_OF_BCR_ABL1_FUSION	-0.456	0.187	-0.456	-0.456	-0.456	-0.456	-0.456	1.882	-0.456	1.151	1.142
REACTOME_VISUAL_PHOTOTRANSDUCTION REACTOME_VISUAL_PHOTOTRANSDUCTION	-0.331	-0.331	3.577	-0.331	0.273	-0.331	-0.331	-0.331	-0.331	0.796	-0.334
