GO	[-8.26 -0.85]	[-0.85 -0.27]	[-0.27 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.04]	[0.04 0.37]	[0.37 1.02]	[1.02 10.22]
GO:0005681 spliceosomal complex	-2.720	9.652	37.891	-6.135	-6.135	-6.135	-6.135	-4.037	2.109	-3.316	-4.932
GO:0006413 translational initiation	-5.927	1.992	19.913	-5.927	-5.927	-5.927	-5.927	-0.815	20.710	-3.150	-5.925
GO:0003735 structural constituent of ribosome	-5.596	2.392	24.208	-5.596	-6.840	-6.840	-4.654	-0.451	15.986	-3.248	-5.593
GO:0006260 DNA replication	-1.485	33.066	9.303	-5.557	-6.799	-6.799	-5.557	-4.617	1.160	-1.197	-2.214
GO:0000775 chromosome, centromeric region	-1.425	25.839	14.868	-4.896	-6.093	-6.093	-6.093	-2.690	1.124	-2.690	-3.999
GO:0019083 viral transcription	-4.475	0.951	15.403	-4.475	-4.475	-4.475	-4.475	-0.323	17.862	-4.475	-4.473
GO:0008168 methyltransferase activity	-1.128	11.681	16.621	-7.754	-6.458	-6.458	-6.458	-1.128	5.699	-1.128	-3.360
GO:0000184 nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	-4.890	0.413	16.920	-4.890	-4.890	-3.782	-4.890	-0.311	17.725	-2.345	-3.780
GO:0042254 ribosome biogenesis	-4.143	23.189	11.313	-4.143	-4.143	-4.143	-4.143	-1.352	0.707	-2.360	-4.142
GO:0000776 kinetochore	-1.296	15.498	15.498	-4.125	-5.263	-5.263	-5.263	-2.630	2.973	-4.125	-2.628
GO:0004386 helicase activity	-2.083	17.599	13.328	-5.927	-4.741	-5.927	-5.927	-2.568	1.456	-0.339	-2.082
GO:0006614 SRP-dependent cotranslational protein targeting to membrane	-3.729	-2.028	11.287	-3.729	-3.729	-3.729	-3.729	0.363	22.725	-2.028	-3.727
GO:0007062 sister chromatid cohesion	-2.631	23.222	7.720	-3.402	-4.475	-4.475	-4.475	-1.187	1.455	-1.564	-4.473
GO:0071013 catalytic step 2 spliceosome	-1.224	8.512	21.488	-3.936	-3.936	-3.936	-3.936	-3.936	1.317	-2.193	-2.913
GO:1901796 regulation of signal transduction by p53 class mediator	-0.864	12.549	11.232	-5.512	-5.512	-5.512	-5.512	-3.501	3.824	-0.352	-2.269
GO:0000784 nuclear chromosome, telomeric region	-2.124	20.900	10.521	-5.305	-3.325	-3.325	-5.305	-1.319	0.563	-0.776	-3.323
GO:0042393 histone binding	-3.325	25.285	5.472	-5.305	-4.164	-3.325	-5.305	-0.423	0.563	-0.423	-2.660
GO:0000086 G2/M transition of mitotic cell cycle	-2.270	13.926	9.975	-4.356	-5.512	-5.512	-4.356	-1.814	4.238	-0.654	-2.269
GO:0006406 mRNA export from nucleus	-3.139	9.782	19.234	-4.185	-3.139	-3.139	-3.139	-1.824	1.403	-1.824	-4.183
GO:0005635 nuclear envelope	-2.189	13.575	7.297	-4.581	-6.757	-5.518	-5.518	-2.648	3.816	1.401	-1.177
