GO	[-1.85 -0.29]	[-0.29 -0.14]	[-0.14 -0.06]	[-0.06 0.01]	[0.01 0.07]	[0.07 0.12]	[0.12 0.18]	[0.18 0.25]	[0.25 0.33]	[0.33 0.47]	[0.47 17.21]
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	-0.359	10.613	6.779	-0.359	-0.862	-1.861	-1.276	-1.861	-2.747	-2.747	-1.279
HALLMARK_MYC_TARGETS_V1 HALLMARK_MYC_TARGETS_V1	-7.096	-1.972	-0.277	-0.652	0.564	1.067	2.298	3.617	1.748	-0.835	-2.874
GAVIN_FOXP3_TARGETS_CLUSTER_T7 GAVIN_FOXP3_TARGETS_CLUSTER_T7	-0.567	-0.359	-0.862	1.837	0.849	-1.861	4.833	-0.359	-1.861	-0.862	-0.361
HP_HEREDITARY_NONPOLYPOSIS_COLORECTAL_CARCINOMA HP_HEREDITARY_NONPOLYPOSIS_COLORECTAL_CARCINOMA	-0.663	-0.663	-0.663	-0.663	3.565	-0.663	-0.247	-0.663	-0.663	0.362	2.698
FAN_EMBRYONIC_CTX_MICROGLIA_1 FAN_EMBRYONIC_CTX_MICROGLIA_1	-2.117	-1.009	0.433	-1.009	3.024	1.995	0.754	-0.292	0.311	0.433	-3.332
MIR1295B_5P MIR1295B_5P	-0.641	-1.245	-1.245	1.802	1.304	0.882	-0.641	1.304	0.540	-1.245	-1.247
HAY_BONE_MARROW_CD34_POS_PRE_PC HAY_BONE_MARROW_CD34_POS_PRE_PC	1.133	1.582	-0.734	-1.369	2.680	-1.369	0.231	-0.385	-0.734	0.453	-1.372
OCT1_07 OCT1_07	2.575	-1.194	0.370	-0.730	-1.953	-0.242	-0.431	-1.953	1.229	0.598	0.883
HUANG_GATA2_TARGETS_UP HUANG_GATA2_TARGETS_UP	0.435	0.289	0.835	3.300	0.617	-1.370	-0.985	-0.313	-0.474	0.435	-3.550
GSE17721_POLYIC_VS_PAM3CSK4_16H_BMDC_DN GSE17721_POLYIC_VS_PAM3CSK4_16H_BMDC_DN	-1.569	-2.000	-0.254	1.835	2.483	0.487	1.547	-0.511	-0.697	-0.254	-2.007
GOMF_NUCLEOSOME_BINDING GOMF_NUCLEOSOME_BINDING	-0.894	-0.266	-1.578	-0.501	-0.894	2.793	2.232	0.584	0.584	-0.894	-0.896
GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_AND_RARA_AGONIST_AM580_TREATED_DC_UP GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_AND_RARA_AGONIST_AM580_TREATED_DC_UP	-3.585	-0.713	0.420	0.810	3.235	-0.713	-0.326	-0.326	0.810	0.420	-1.013
GSE39916_B_CELL_SPLEEN_VS_PLASMA_CELL_BONE_MARROW_DN GSE39916_B_CELL_SPLEEN_VS_PLASMA_CELL_BONE_MARROW_DN	-2.454	0.787	0.787	0.346	-1.067	-1.067	0.346	3.200	0.542	-1.067	-0.436
