GO	[-7.27 -0.76]	[-0.76 -0.25]	[-0.25 -0.07]	[-0.07 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.10]	[0.10 0.35]	[0.35 0.84]	[0.84 8.92]
GSE22886_NAIVE_TCELL_VS_MONOCYTE_DN GSE22886_NAIVE_TCELL_VS_MONOCYTE_DN	-4.390	-1.127	0.558	-0.457	-8.302	-8.302	-8.302	0.692	8.493	8.987	2.929
AIZARANI_LIVER_C21_STELLATE_CELLS_1 AIZARANI_LIVER_C21_STELLATE_CELLS_1	-0.516	0.396	-0.827	-1.832	-4.191	-8.052	-5.730	-2.185	1.122	6.141	17.162
GSE20727_ROS_INH_VS_ROS_INH_AND_DNFB_ALLERGEN_TREATED_DC_UP GSE20727_ROS_INH_VS_ROS_INH_AND_DNFB_ALLERGEN_TREATED_DC_UP	-3.197	0.350	1.026	1.865	-8.260	-8.260	-8.260	0.706	6.267	1.631	2.966
GSE40666_WT_VS_STAT1_KO_CD8_TCELL_DN GSE40666_WT_VS_STAT1_KO_CD8_TCELL_DN	-2.310	1.413	1.631	0.452	-8.260	-8.260	-8.260	-0.447	5.845	2.381	2.966
GSE21379_WT_VS_SAP_KO_TFH_CD4_TCELL_UP GSE21379_WT_VS_SAP_KO_TFH_CD4_TCELL_UP	-0.264	-0.264	-0.457	-0.351	-6.977	-5.109	-8.302	-0.737	1.008	2.085	16.458
GSE19941_IL10_KO_VS_IL10_KO_AND_NFKBP50_KO_LPS_AND_IL10_STIM_MACROPHAGE_UP GSE19941_IL10_KO_VS_IL10_KO_AND_NFKBP50_KO_LPS_AND_IL10_STIM_MACROPHAGE_UP	-3.226	1.008	2.085	-1.969	-8.302	-6.977	-4.390	1.008	4.988	4.243	2.092
GSE1432_6H_VS_24H_IFNG_MICROGLIA_UP GSE1432_6H_VS_24H_IFNG_MICROGLIA_UP	-1.969	1.008	4.609	0.442	-6.977	-6.977	-6.977	0.341	2.921	1.008	2.929
GSE37301_MULTIPOTENT_PROGENITOR_VS_PRO_BCELL_UP GSE37301_MULTIPOTENT_PROGENITOR_VS_PRO_BCELL_UP	-2.335	0.442	3.553	0.558	-4.390	-6.977	-4.390	-0.457	10.539	-1.127	2.356
ZHONG_RESPONSE_TO_AZACITIDINE_AND_TSA_UP ZHONG_RESPONSE_TO_AZACITIDINE_AND_TSA_UP	-3.366	-2.015	1.480	-0.571	-4.652	-5.470	-3.366	1.073	6.136	0.468	8.494
GSE46606_UNSTIM_VS_CD40L_IL2_IL5_1DAY_STIMULATED_IRF4_KO_BCELL_DN GSE46606_UNSTIM_VS_CD40L_IL2_IL5_1DAY_STIMULATED_IRF4_KO_BCELL_DN	-1.765	0.542	2.952	-0.370	-5.619	-6.622	-4.792	1.182	8.674	-1.201	2.372
GSE3039_ALPHAALPHA_CD8_TCELL_VS_B2_BCELL_DN GSE3039_ALPHAALPHA_CD8_TCELL_VS_B2_BCELL_DN	-2.778	1.171	2.317	0.546	-8.344	-5.992	-5.145	0.990	4.937	0.678	2.063
MEK_UP.V1_UP MEK_UP.V1_UP	-0.309	0.622	0.293	-1.855	-6.780	-4.224	-4.933	-1.275	2.804	6.513	5.673
GSE2585_CTEC_VS_THYMIC_MACROPHAGE_UP GSE2585_CTEC_VS_THYMIC_MACROPHAGE_UP	-1.969	-0.264	3.553	0.692	-8.302	-4.390	-5.955	0.692	4.988	0.442	2.635
GSE12366_NAIVE_VS_MEMORY_BCELL_DN GSE12366_NAIVE_VS_MEMORY_BCELL_DN	-2.563	-0.293	2.036	-0.293	-6.701	-5.693	-5.693	2.300	1.555	4.582	2.042
MEL18_DN.V1_DN MEL18_DN.V1_DN	0.582	-1.131	-0.381	-2.692	-3.285	-6.097	-1.131	-2.195	3.124	5.122	6.539
GSE36078_UNTREATED_VS_AD5_INF_IL1R_KO_MOUSE_LUNG_DC_DN GSE36078_UNTREATED_VS_AD5_INF_IL1R_KO_MOUSE_LUNG_DC_DN	-1.369	-0.457	3.230	0.341	-5.955	-5.955	-4.390	0.558	6.207	0.692	2.092
GSE22935_UNSTIM_VS_48H_MBOVIS_BCG_STIM_MYD88_KO_MACROPHAGE_UP GSE22935_UNSTIM_VS_48H_MBOVIS_BCG_STIM_MYD88_KO_MACROPHAGE_UP	-0.457	1.191	2.085	0.442	-6.977	-5.955	-5.955	2.921	1.390	-0.264	2.092
DESCARTES_FETAL_ADRENAL_MEGAKARYOCYTES DESCARTES_FETAL_ADRENAL_MEGAKARYOCYTES	-1.283	0.496	-0.522	-1.283	-1.674	-3.556	-2.770	-1.674	0.496	2.965	12.554
GSE11924_TH2_VS_TH17_CD4_TCELL_UP GSE11924_TH2_VS_TH17_CD4_TCELL_UP	-1.109	0.350	3.595	-0.447	-5.917	-5.074	-5.074	1.413	2.381	1.026	2.388
DESCARTES_FETAL_PLACENTA_PAEP_MECOM_POSITIVE_CELLS DESCARTES_FETAL_PLACENTA_PAEP_MECOM_POSITIVE_CELLS	2.073	0.468	-1.530	-1.238	-2.272	-2.738	-4.695	-1.530	0.355	4.435	7.099
GOBP_CALCIUM_MEDIATED_SIGNALING GOBP_CALCIUM_MEDIATED_SIGNALING	-0.437	1.656	-0.710	-0.886	-1.923	-4.323	-5.880	-0.437	3.638	0.720	6.341
MIR3667_3P MIR3667_3P	-1.904	0.283	3.250	-0.580	-2.845	-4.185	-4.185	0.513	6.166	-0.435	2.271
LEE_LIVER_CANCER_SURVIVAL_UP LEE_LIVER_CANCER_SURVIVAL_UP	-1.363	1.092	0.606	-0.713	-3.336	-5.432	-4.617	0.479	2.534	2.534	3.831
GSE25088_CTRL_VS_IL4_STIM_STAT6_KO_MACROPHAGE_UP GSE25088_CTRL_VS_IL4_STIM_STAT6_KO_MACROPHAGE_UP	-0.671	0.293	1.507	-3.081	-2.616	-4.933	-2.616	-0.407	4.118	3.431	2.520
GSE26495_PD1HIGH_VS_PD1LOW_CD8_TCELL_DN GSE26495_PD1HIGH_VS_PD1LOW_CD8_TCELL_DN	-0.547	1.113	0.930	-1.633	-2.795	-4.582	-4.582	-0.318	1.764	1.764	5.418
MEISSNER_BRAIN_HCP_WITH_H3K4ME2_AND_H3K27ME3 MEISSNER_BRAIN_HCP_WITH_H3K4ME2_AND_H3K27ME3	0.331	-1.640	0.519	-0.452	-1.092	-1.640	-2.486	-1.092	-0.714	0.331	13.462
GSE11961_MARGINAL_ZONE_BCELL_VS_MEMORY_BCELL_DAY7_DN GSE11961_MARGINAL_ZONE_BCELL_VS_MEMORY_BCELL_DAY7_DN	0.263	1.026	0.571	-0.573	-2.310	-2.724	-1.350	-5.074	0.263	2.115	8.097
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_6H_DN GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_6H_DN	0.350	0.571	-0.902	-0.902	-2.724	-1.350	-2.724	-1.109	0.263	2.115	10.110
GSE21927_SPLEEN_VS_TUMOR_MONOCYTE_C57BL6_UP GSE21927_SPLEEN_VS_TUMOR_MONOCYTE_C57BL6_UP	0.691	0.844	0.555	-1.183	-2.483	-4.059	-4.059	-0.607	3.309	0.844	3.652
