GO	[-6.16 -0.58]	[-0.58 -0.44]	[-0.44 -0.22]	[-0.22 -0.09]	[-0.09 -0.00]	[-0.00 0.00]	[0.00 0.07]	[0.07 0.17]	[0.17 0.33]	[0.33 0.85]	[0.85 8.38]
KEGG_SPLICEOSOME KEGG_SPLICEOSOME	-3.329	-2.662	0.311	7.855	3.838	-2.120	1.180	2.002	-1.010	-2.662	-4.206
KEGG_CELL_CYCLE KEGG_CELL_CYCLE	-2.564	-2.564	0.474	1.806	1.521	-5.194	1.260	3.589	-0.263	0.343	-2.056
KEGG_RIBOSOME KEGG_RIBOSOME	-2.674	-1.058	1.581	0.560	1.920	-3.673	0.256	1.581	1.920	-0.523	-2.696
KEGG_PYRIMIDINE_METABOLISM KEGG_PYRIMIDINE_METABOLISM	-3.053	-3.053	0.269	0.399	2.187	-1.311	2.187	1.523	1.236	-0.492	-1.769
KEGG_PARKINSONS_DISEASE KEGG_PARKINSONS_DISEASE	-1.702	-0.583	2.284	0.567	1.400	-1.702	-0.301	1.671	0.737	-0.301	-5.399
KEGG_HUNTINGTONS_DISEASE KEGG_HUNTINGTONS_DISEASE	-3.271	-1.593	1.643	0.669	1.893	-2.758	-0.293	2.448	1.002	0.309	-1.956
KEGG_COLORECTAL_CANCER KEGG_COLORECTAL_CANCER	-0.489	-2.581	-0.764	2.497	-0.764	-2.581	1.652	2.054	-0.489	0.479	-0.306
KEGG_ACUTE_MYELOID_LEUKEMIA KEGG_ACUTE_MYELOID_LEUKEMIA	-0.646	-2.371	-0.646	1.914	-0.399	-2.371	0.849	1.914	0.380	1.513	-1.554
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	-1.863	-0.891	-0.363	1.485	2.371	-2.329	3.457	0.352	-0.363	-0.256	-2.355
KEGG_STEROID_HORMONE_BIOSYNTHESIS KEGG_STEROID_HORMONE_BIOSYNTHESIS	2.031	0.416	0.640	-1.471	-1.471	2.999	-0.951	-1.471	-0.951	-1.471	1.595
KEGG_ENDOCYTOSIS KEGG_ENDOCYTOSIS	1.022	-2.730	0.421	-0.285	0.684	-5.336	0.543	0.421	1.670	1.219	-0.846
KEGG_RETINOL_METABOLISM KEGG_RETINOL_METABOLISM	1.945	0.275	-0.329	-0.813	-2.664	4.445	-0.813	-0.528	-0.528	-1.216	0.644
KEGG_NUCLEOTIDE_EXCISION_REPAIR KEGG_NUCLEOTIDE_EXCISION_REPAIR	-1.093	-1.093	0.431	1.377	4.041	-1.828	0.431	-0.373	0.431	-0.373	-1.840
