GO	[-5.46 -0.49]	[-0.49 -0.37]	[-0.37 -0.19]	[-0.19 -0.09]	[-0.09 -0.01]	[-0.01 0.01]	[0.01 0.08]	[0.08 0.17]	[0.17 0.32]	[0.32 0.70]	[0.70 3.92]
BIOCARTA_STRESS_PATHWAY BIOCARTA_STRESS_PATHWAY	-0.204	-1.001	-1.001	0.776	-1.001	-1.001	0.426	1.224	2.390	0.426	-1.001
BIOCARTA_INFLAM_PATHWAY BIOCARTA_INFLAM_PATHWAY	0.346	0.647	-0.260	-1.128	-1.128	2.720	-0.260	-1.128	-1.128	0.346	1.040
BIOCARTA_TNFR1_PATHWAY BIOCARTA_TNFR1_PATHWAY	-1.212	-0.614	0.301	1.380	-0.301	-1.212	2.502	-0.301	0.935	-0.301	-1.212
BIOCARTA_INTRINSIC_PATHWAY BIOCARTA_INTRINSIC_PATHWAY	0.825	0.457	-0.959	-0.959	-0.436	2.506	-0.436	-0.959	-0.959	0.825	0.457
BIOCARTA_MEF2D_PATHWAY BIOCARTA_MEF2D_PATHWAY	-0.750	-0.750	-0.299	0.657	2.426	-0.750	0.657	-0.750	1.135	-0.299	-0.750
BIOCARTA_NFKB_PATHWAY BIOCARTA_NFKB_PATHWAY	0.234	-0.875	-0.875	1.448	-0.875	-0.875	0.527	0.935	0.935	0.527	-0.875
BIOCARTA_CALCINEURIN_PATHWAY BIOCARTA_CALCINEURIN_PATHWAY	-0.750	-0.299	0.303	1.135	3.224	-0.750	0.303	-0.750	-0.299	-0.750	-0.299
BIOCARTA_STEM_PATHWAY BIOCARTA_STEM_PATHWAY	-0.223	1.394	-0.223	-0.624	-0.624	2.895	-0.624	-0.624	-0.624	-0.223	0.396
BIOCARTA_ACE2_PATHWAY BIOCARTA_ACE2_PATHWAY	-0.176	1.612	-0.540	-0.540	-0.540	1.612	-0.540	-0.540	-0.540	-0.176	0.971
BIOCARTA_SM_PATHWAY BIOCARTA_SM_PATHWAY	-0.200	-0.582	-0.582	0.894	0.434	-0.582	-0.200	3.084	-0.200	-0.582	-0.582
BIOCARTA_PEPI_PATHWAY BIOCARTA_PEPI_PATHWAY	0.796	-0.332	-0.332	-0.332	-0.332	0.272	-0.332	-0.332	-0.332	3.587	-0.332
