GO	[-5.58 -0.85]	[-0.85 -0.37]	[-0.37 -0.07]	[-0.07 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.20]	[0.20 0.62]	[0.62 5.34]
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	-0.454	-1.657	-2.511	1.051	1.386	1.386	0.762	3.164	-1.657	-1.102	-1.675
REACTOME_SELENOAMINO_ACID_METABOLISM REACTOME_SELENOAMINO_ACID_METABOLISM	0.272	-2.215	-2.215	2.173	0.990	2.173	0.696	0.457	-0.899	-0.899	-1.424
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	0.225	-1.131	-1.877	1.758	1.758	1.758	0.410	0.657	-1.877	-1.131	-1.144
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	-0.241	-1.199	-1.962	1.640	1.237	1.640	0.890	0.600	-1.962	-1.199	-0.743
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	0.600	-1.962	-1.962	1.237	1.237	2.095	0.370	0.600	-1.199	-1.199	-0.743
KEGG_RIBOSOME KEGG_RIBOSOME	0.253	-1.063	-1.793	1.438	1.438	1.884	0.454	0.720	-1.793	-1.063	-1.075
ROSS_LEUKEMIA_WITH_MLL_FUSIONS ROSS_LEUKEMIA_WITH_MLL_FUSIONS	-0.914	-0.406	-0.914	0.877	4.201	-0.406	-0.914	-0.914	0.877	-0.406	0.213
PECE_MAMMARY_STEM_CELL_UP PECE_MAMMARY_STEM_CELL_UP	0.324	-1.164	-1.164	2.590	1.979	0.324	0.324	-0.279	-0.581	-0.581	-1.174
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE	-0.789	-0.789	-0.324	0.279	1.622	-0.324	-0.789	-0.789	1.061	2.284	-0.795
PID_TCR_PATHWAY PID_TCR_PATHWAY	-0.997	-0.997	3.852	0.427	-0.463	-0.463	-0.204	-0.463	-0.997	1.220	-0.207
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_13 YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_13	-1.122	-0.551	2.701	-0.260	0.347	0.347	1.514	-1.122	-1.122	-0.551	0.341
TSAI_RESPONSE_TO_IONIZING_RADIATION TSAI_RESPONSE_TO_IONIZING_RADIATION	-1.164	-1.164	0.324	-0.279	-1.164	0.983	1.442	0.983	0.324	0.609	-1.174
KEGG_PANCREATIC_CANCER KEGG_PANCREATIC_CANCER	1.094	-0.240	1.094	-1.081	-1.081	-0.240	-1.081	-0.240	1.590	0.686	-1.090
EHLERS_ANEUPLOIDY_UP EHLERS_ANEUPLOIDY_UP	-0.664	-0.664	-0.247	0.362	2.713	1.949	-0.247	-0.664	-0.664	-0.664	-0.251
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	-0.955	-0.955	-0.955	0.458	-0.434	0.199	0.199	0.458	-0.955	2.492	1.277
JOHNSTONE_PARVB_TARGETS_1_DN JOHNSTONE_PARVB_TARGETS_1_DN	0.235	-0.378	0.235	-0.872	4.394	-0.872	0.235	-0.872	-0.378	-0.378	0.521
PID_NFAT_3PATHWAY PID_NFAT_3PATHWAY	-0.222	-0.492	0.729	-1.039	-0.492	-1.039	-1.039	-0.222	-0.222	1.670	2.248
BACOLOD_RESISTANCE_TO_ALKYLATING_AGENTS_DN BACOLOD_RESISTANCE_TO_ALKYLATING_AGENTS_DN	0.304	-0.747	1.722	-0.747	-0.747	1.722	-0.747	-0.298	-0.747	0.304	0.650
PID_CD8_TCR_PATHWAY PID_CD8_TCR_PATHWAY	-0.622	-0.622	3.797	0.396	-0.622	-0.223	0.396	-0.622	-0.622	0.396	-0.226
CHENG_RESPONSE_TO_NICKEL_ACETATE CHENG_RESPONSE_TO_NICKEL_ACETATE	-0.622	0.396	-0.622	-0.622	-0.622	1.391	0.396	2.079	-0.622	-0.622	0.392
ELVIDGE_HIF1A_TARGETS_DN ELVIDGE_HIF1A_TARGETS_DN	-0.705	-0.272	2.557	0.332	-0.705	0.332	1.211	-0.705	-0.705	-0.705	0.328
GNATENKO_PLATELET_SIGNATURE GNATENKO_PLATELET_SIGNATURE	0.211	0.211	-0.414	2.046	-0.414	-0.414	-0.414	2.046	-0.414	-0.414	-0.418
