GO	[-5.07 -0.98]	[-0.98 -0.44]	[-0.44 -0.08]	[-0.08 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.07]	[0.07 0.40]	[0.40 0.93]	[0.93 4.44]
GSE30962_ACUTE_VS_CHRONIC_LCMV_PRIMARY_INF_CD8_TCELL_DN GSE30962_ACUTE_VS_CHRONIC_LCMV_PRIMARY_INF_CD8_TCELL_DN	1.528	1.186	-0.344	-0.548	0.887	-1.252	0.633	1.912	-1.252	-2.720	-1.285
NR1D1_TARGET_GENES NR1D1_TARGET_GENES	0.247	-0.704	3.472	-0.363	1.194	-0.704	-0.704	-1.331	-0.704	-1.331	1.627
GOMF_MOLECULAR_CARRIER_ACTIVITY GOMF_MOLECULAR_CARRIER_ACTIVITY	0.279	-0.788	-0.788	3.043	0.611	-0.788	-0.324	-0.788	-0.788	1.623	-0.332
HP_LACTIC_ACIDOSIS HP_LACTIC_ACIDOSIS	-0.430	0.684	-0.430	4.523	-0.218	0.684	-0.430	-1.456	-0.430	-0.430	-1.481
GSE17721_CTRL_VS_CPG_12H_BMDC_DN GSE17721_CTRL_VS_CPG_12H_BMDC_DN	-0.601	3.035	-1.750	1.094	1.094	-0.601	-0.336	-1.028	0.754	-1.028	-0.619
PURBEY_TARGETS_OF_CTBP1_AND_SATB1_DN PURBEY_TARGETS_OF_CTBP1_AND_SATB1_DN	0.610	1.981	1.981	-0.581	-0.581	-1.163	0.324	-1.163	0.610	-1.163	-0.595
GSE13485_DAY1_VS_DAY21_YF17D_VACCINE_PBMC_DN GSE13485_DAY1_VS_DAY21_YF17D_VACCINE_PBMC_DN	-1.232	0.575	-2.002	-0.255	-0.255	2.031	1.194	1.586	-0.759	-0.452	-1.260
GSE3920_UNTREATED_VS_IFNG_TREATED_FIBROBLAST_UP GSE3920_UNTREATED_VS_IFNG_TREATED_FIBROBLAST_UP	0.492	-0.913	-0.913	0.492	1.365	-0.913	-0.913	1.365	-0.913	-0.406	1.339
GOBP_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS_EXONUCLEOLYTIC GOBP_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS_EXONUCLEOLYTIC	-0.272	1.212	-0.705	-0.705	0.708	0.708	-0.705	-0.705	-0.705	-0.705	2.523
GSE45365_CD8A_DC_VS_CD11B_DC_IFNAR_KO_UP GSE45365_CD8A_DC_VS_CD11B_DC_IFNAR_KO_UP	0.347	0.347	-0.550	0.347	-1.122	1.515	-1.122	-1.122	1.515	1.038	-1.141
MIR877_3P MIR877_3P	3.124	-1.456	-0.430	-0.799	-1.456	0.684	0.684	0.404	0.684	-0.799	-0.444
GSE2770_UNTREATED_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_6H_DN GSE2770_UNTREATED_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_6H_DN	1.376	-0.611	0.303	-1.205	-1.205	0.574	-0.299	-1.205	-0.611	2.486	0.559
HP_ASCITES HP_ASCITES	-0.871	0.236	-0.378	2.052	-0.378	0.934	2.052	-0.378	-0.871	-0.871	-0.886
GSE13484_12H_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_UP GSE13484_12H_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_UP	-2.466	-1.071	-0.435	1.089	-0.259	0.347	-1.071	0.545	3.246	-0.435	0.332
GSE25088_ROSIGLITAZONE_VS_IL4_AND_ROSIGLITAZONE_STIM_STAT6_KO_MACROPHAGE_DAY10_DN GSE25088_ROSIGLITAZONE_VS_IL4_AND_ROSIGLITAZONE_STIM_STAT6_KO_MACROPHAGE_DAY10_DN	1.809	1.345	-0.863	0.360	1.345	-0.477	-1.540	0.360	-0.863	-1.540	-0.259
GSE3039_NKT_CELL_VS_ALPHABETA_CD8_TCELL_UP GSE3039_NKT_CELL_VS_ALPHABETA_CD8_TCELL_UP	-1.302	-0.285	-0.285	2.378	1.481	0.318	0.789	0.318	-0.493	-1.302	-2.122
GSE27859_DC_VS_CD11C_INT_F480_HI_MACROPHAGE_UP GSE27859_DC_VS_CD11C_INT_F480_HI_MACROPHAGE_UP	2.220	-0.374	1.441	-0.374	-0.588	0.586	-0.588	-0.588	1.441	-1.909	-1.951
GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_6H_UP GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_6H_UP	-0.694	0.793	-0.259	-1.071	-1.619	-0.259	-1.619	0.793	2.255	1.822	-0.718
MIR4270 MIR4270	-0.279	-0.279	0.324	-0.581	-1.163	-0.279	-1.163	-0.581	-0.581	1.981	3.220
GAGCCTG_MIR484 GAGCCTG_MIR484	-1.038	0.399	-1.038	0.730	2.270	-0.491	-1.038	-1.038	0.399	-0.221	1.132
MIR7155_5P MIR7155_5P	-0.830	0.996	0.568	0.996	-0.830	-0.830	0.256	-0.351	-0.830	2.164	-0.844
GSE27786_CD8_TCELL_VS_NKTCELL_UP GSE27786_CD8_TCELL_VS_NKTCELL_UP	0.575	-2.002	-0.255	-0.452	-0.452	-0.255	-0.452	0.575	-2.002	1.586	1.983
GSE27786_CD4_TCELL_VS_NKTCELL_DN GSE27786_CD4_TCELL_VS_NKTCELL_DN	-0.897	-0.897	-2.213	2.664	-0.558	-0.332	2.175	-0.332	0.272	0.272	0.260
GSE39864_WT_VS_GATA3_KO_TREG_UP GSE39864_WT_VS_GATA3_KO_TREG_UP	0.542	2.386	-1.247	-0.320	0.886	-1.247	-0.641	0.283	-0.320	-1.247	0.864
GSE19825_NAIVE_VS_IL2RAHIGH_DAY3_EFF_CD8_TCELL_UP GSE19825_NAIVE_VS_IL2RAHIGH_DAY3_EFF_CD8_TCELL_UP	0.304	-0.746	0.657	0.304	-0.746	-0.298	-0.746	0.657	3.208	-0.746	-0.759
GSE26343_WT_VS_NFAT5_KO_MACROPHAGE_LPS_STIM_UP GSE26343_WT_VS_NFAT5_KO_MACROPHAGE_LPS_STIM_UP	1.140	1.140	0.504	0.285	0.504	0.285	-0.995	-1.708	-0.995	-1.708	1.110
HP_PAPILLOMA HP_PAPILLOMA	0.525	0.166	0.166	-0.497	-0.497	0.166	-0.497	-0.497	4.604	-0.497	-0.506
