GO	[-10.07 -0.94]	[-0.94 -0.51]	[-0.51 -0.20]	[-0.20 0.00]	[0.00 0.00]	[0.00 0.04]	[0.04 0.32]	[0.32 0.58]	[0.58 0.79]	[0.79 1.89]	[1.89 11.56]
TOX4_TARGET_GENES TOX4_TARGET_GENES	-0.271	0.691	2.690	2.690	-7.894	-6.590	5.545	0.691	-1.745	-0.361	-2.478
SGCGSSAAA_E2F1DP2_01 SGCGSSAAA_E2F1DP2_01	-1.044	1.480	2.553	1.480	-7.019	-5.763	2.866	0.560	1.054	0.327	-4.799
SETBP1_TARGET_GENES SETBP1_TARGET_GENES	-0.700	2.875	3.525	1.314	-6.393	-3.309	3.192	0.491	-0.700	-0.421	-5.390
MIR4255 MIR4255	-3.478	0.522	0.402	0.818	-7.144	-5.881	2.157	0.660	0.994	4.131	-0.402
ZZZ3_TARGET_GENES ZZZ3_TARGET_GENES	-1.163	4.557	2.199	1.594	-5.021	-1.506	1.885	1.086	-3.084	-1.163	-2.437
GGAANCGGAANY_UNKNOWN GGAANCGGAANY_UNKNOWN	-0.929	3.914	4.369	1.393	-4.563	-2.099	0.527	0.380	-0.685	-0.493	-4.556
GCAAAAA_MIR129 GCAAAAA_MIR129	-1.993	-0.714	-0.326	0.913	-6.432	-2.827	8.076	0.479	-0.431	2.255	-0.428
HOXA7_TARGET_GENES HOXA7_TARGET_GENES	0.593	2.410	0.593	3.981	-4.813	-2.286	2.410	-0.417	-2.910	-0.291	-2.903
MIR7161_5P MIR7161_5P	-1.767	0.997	2.369	0.542	-5.625	-4.798	5.488	-0.278	0.542	0.425	-1.197
MIR522_3P MIR522_3P	-1.248	-1.248	1.431	1.024	-6.195	-3.737	3.748	2.456	-0.805	1.431	-0.629
MCM3_TARGET_GENES MCM3_TARGET_GENES	-1.404	3.738	4.093	1.054	-4.693	-2.434	2.191	0.457	-1.148	-0.741	-2.426
MIR302D_5P MIR302D_5P	-1.926	0.359	0.875	1.233	-5.887	-1.609	5.916	1.658	-0.437	0.583	-3.163
MIR513C_5P MIR513C_5P	-1.135	-0.425	1.147	1.829	-5.959	-4.205	2.988	2.988	0.284	0.382	-1.705
GCGNNANTTCC_UNKNOWN GCGNNANTTCC_UNKNOWN	-0.273	1.217	3.464	2.710	-5.187	-2.041	1.469	-0.273	-0.537	-0.962	-3.217
MIR4738_3P MIR4738_3P	-2.226	-0.490	1.219	1.661	-7.477	-2.658	2.755	0.430	0.326	1.661	-0.275
MIR12129 MIR12129	-1.014	-1.630	0.391	0.676	-3.090	-5.853	3.413	1.050	0.676	2.372	-0.439
MIR4768_3P MIR4768_3P	-0.672	-0.309	2.516	0.926	-5.775	-2.620	3.115	0.926	-1.547	1.736	-1.540
MIR619_5P MIR619_5P	-0.958	-0.958	1.878	0.310	-5.728	-3.685	2.174	1.120	0.426	2.174	-0.549
GTF3A_TARGET_GENES GTF3A_TARGET_GENES	-1.611	-0.797	-0.797	0.797	6.083	4.349	-2.252	-0.797	-1.143	-1.611	-0.353
MIR188_3P MIR188_3P	-1.587	-0.338	0.628	3.164	-5.177	-3.523	1.178	1.402	-0.458	1.912	-0.786
MIR4504 MIR4504	-1.047	-0.358	0.934	0.934	-5.255	-2.972	4.186	0.934	-1.047	1.849	-0.818
YBX3_TARGET_GENES YBX3_TARGET_GENES	0.664	2.075	4.188	0.258	-2.238	-1.431	1.274	-0.348	-2.238	-0.920	-2.234
MIR4257 MIR4257	-1.659	-0.566	1.165	1.165	-5.270	-3.295	2.284	1.678	-0.760	1.165	0.313
MYBL1_TARGET_GENES MYBL1_TARGET_GENES	-1.609	2.417	2.701	0.875	-5.887	-1.609	1.658	0.875	-1.926	0.270	-0.558
MIR500A_5P MIR500A_5P	-0.319	-1.233	0.827	1.225	-6.311	-1.906	3.620	1.455	0.513	0.283	-1.228
MIR12135 MIR12135	-1.043	0.926	1.297	-0.309	-5.775	-4.229	2.516	1.736	0.293	0.622	-0.405
SNACANNNYSYAGA_UNKNOWN SNACANNNYSYAGA_UNKNOWN	-0.641	1.051	1.941	0.612	-3.940	-3.940	2.679	0.301	0.612	-0.301	-1.644
MIR760 MIR760	-1.042	1.898	1.115	-0.311	-2.698	-2.698	3.255	0.901	-2.698	1.613	-1.339
MIR12132 MIR12132	-2.197	-0.275	1.862	0.329	-2.694	-4.008	4.276	0.582	0.582	-0.885	0.746
MIR7850_5P MIR7850_5P	0.661	1.849	0.500	-2.475	-3.119	-3.940	2.493	1.562	-0.354	0.500	-0.673
MIR486_3P MIR486_3P	-0.828	-0.375	2.258	0.706	-4.810	-1.044	2.258	0.706	-3.382	1.721	-0.372
MIR1207_3P MIR1207_3P	-0.812	-0.610	2.166	-0.321	-5.395	-0.812	1.325	0.694	-0.610	3.594	-1.362
MIR4705 MIR4705	-2.012	-0.377	-0.264	-0.710	-4.016	-2.012	2.081	0.627	0.472	4.817	0.344
E2F_Q2 E2F_Q2	-0.633	1.661	0.326	0.848	-3.737	-4.413	3.070	1.024	0.326	0.551	-1.521
HOXD11_TARGET_GENES HOXD11_TARGET_GENES	-0.275	3.492	0.582	2.149	-3.289	-3.289	0.742	-0.275	0.445	-0.275	-2.687
YGCANTGCR_UNKNOWN YGCANTGCR_UNKNOWN	-1.659	-0.760	1.678	-0.760	-2.634	-1.659	1.409	5.079	-1.298	1.165	-0.409
MIR877_3P MIR877_3P	-0.437	-0.334	0.463	1.045	-5.045	-2.701	0.875	2.148	-1.926	2.148	0.587
MIR593_5P MIR593_5P	-1.180	0.804	0.804	-1.180	-5.528	-1.466	2.470	1.641	0.644	1.184	-0.934
MIR520A_5P MIR520A_5P	-0.677	0.557	2.947	-0.871	-5.372	-2.537	2.027	0.706	0.706	0.319	-0.385
MIR6890_3P MIR6890_3P	-0.571	1.168	-0.258	0.914	-3.774	-3.774	0.349	2.494	1.168	-0.258	-0.809
MIR767_3P MIR767_3P	-2.041	1.744	-0.388	-2.041	-4.055	-1.253	1.744	0.458	1.744	0.331	1.474
MIR3659 MIR3659	-1.611	0.397	0.254	0.397	-2.252	-3.192	1.680	0.578	-0.797	4.349	-0.353
HDAC8_TARGET_GENES HDAC8_TARGET_GENES	0.282	1.090	3.205	2.166	-3.400	-1.737	0.282	-0.321	-2.731	0.694	-0.809
MIR4490 MIR4490	-0.983	0.259	-1.767	0.728	-4.106	-1.328	1.471	2.475	1.471	0.541	-0.503
MIR622 MIR622	0.326	0.484	0.909	0.909	-3.400	-1.279	0.326	2.178	-1.770	1.476	-1.766
ZNF165_TARGET_GENES ZNF165_TARGET_GENES	-1.225	-0.255	2.280	0.965	-3.317	-1.706	2.691	-0.255	-0.595	-0.595	0.522
MIR628_3P MIR628_3P	0.831	-0.981	2.414	-0.313	-3.525	-1.867	2.414	0.289	-0.691	0.435	-0.311
MIR496 MIR496	0.261	-0.345	1.678	0.904	-3.482	-2.703	1.393	-0.685	0.701	1.393	-1.232
MIR499B_5P MIR499B_5P	0.398	0.558	-0.695	-0.336	-1.737	-2.296	3.339	0.398	-0.961	2.919	-1.298
MIR7974 MIR7974	-1.052	-1.447	2.261	0.390	-1.965	-2.656	0.994	0.256	-0.351	0.390	2.661
GATGKMRGCG_UNKNOWN GATGKMRGCG_UNKNOWN	-0.359	-0.566	1.131	2.230	-2.736	-1.271	1.825	1.131	-0.859	-0.359	-1.267
MIR6827_3P MIR6827_3P	-0.442	1.143	1.143	0.657	-3.441	-1.802	2.521	-0.289	-0.289	0.313	-1.303
MIR4464 MIR4464	-0.647	0.737	-0.263	0.737	-2.902	-1.998	1.297	-0.421	0.342	2.870	-0.957
MIR376A_5P MIR376A_5P	-2.487	-1.092	2.152	1.039	-1.092	-1.092	0.331	1.738	0.519	0.519	-1.089
MIR4999_3P MIR4999_3P	-0.500	-1.574	-0.266	0.584	-1.574	-1.574	0.584	1.720	0.898	1.720	-0.890
MIR3654 MIR3654	-0.702	0.920	0.389	2.639	-1.157	-1.157	2.133	-0.702	-0.702	0.389	-1.903
MIR4689 MIR4689	-2.656	-0.750	1.565	0.557	-1.052	-2.656	0.994	1.565	0.256	-0.351	0.998
MIR96_3P MIR96_3P	-0.421	1.297	1.297	-0.647	-2.902	-1.998	0.737	0.997	-0.647	1.297	-0.644
MIR10525_3P MIR10525_3P	-0.399	-1.535	1.150	1.150	-2.362	-2.362	0.379	0.587	0.845	0.845	-0.234
MIR4326 MIR4326	-0.473	-1.363	1.081	-0.691	-1.867	-1.867	1.683	-0.473	0.831	2.414	0.291
MIR193B_5P MIR193B_5P	-0.470	0.728	-0.287	0.728	-1.676	-1.676	0.316	0.728	-2.528	1.004	1.693
MAPK3_TARGET_GENES MAPK3_TARGET_GENES	0.262	0.876	0.627	0.422	-2.694	-0.546	1.501	-0.834	-1.818	1.875	-0.544
PPARA_TARGET_GENES PPARA_TARGET_GENES	-0.374	1.096	0.388	1.416	-2.777	-0.586	1.096	1.096	-1.890	0.239	-0.881
ZNF16_TARGET_GENES ZNF16_TARGET_GENES	0.412	0.412	0.265	-0.775	-3.151	-1.117	1.723	1.387	0.412	-1.117	0.827
SIPA1_TARGET_GENES SIPA1_TARGET_GENES	-0.868	-0.266	3.542	0.457	-3.255	-0.666	0.943	-0.502	-0.370	0.943	-0.663
CRGAARNNNNCGA_UNKNOWN CRGAARNNNNCGA_UNKNOWN	-0.755	2.000	0.571	0.848	-1.225	-1.225	2.000	-0.755	0.571	-0.755	-1.222
CHAF1A_TARGET_GENES CHAF1A_TARGET_GENES	-1.277	0.412	0.997	0.412	-1.708	-2.262	2.575	1.254	-0.476	-0.476	0.281
EVI1_01 EVI1_01	-0.663	0.762	-0.663	-0.247	-0.663	-0.247	-0.663	-0.663	-0.247	0.762	3.560
MIR505_5P MIR505_5P	0.637	-2.279	0.416	0.245	-0.948	-0.948	0.637	2.472	-0.948	0.910	-0.363
TRIP13_TARGET_GENES TRIP13_TARGET_GENES	-0.659	-0.659	0.594	-0.461	-1.251	-0.918	4.399	-0.461	-0.659	1.286	-0.311
