GO	[-1.00 -0.89]	[-0.89 -0.74]	[-0.74 -0.55]	[-0.55 -0.35]	[-0.35 -0.15]	[-0.15 0.07]	[0.07 0.31]	[0.31 0.52]	[0.52 0.71]	[0.71 0.88]	[0.88 1.00]
GOBP_MITOCHONDRIAL_GENE_EXPRESSION GOBP_MITOCHONDRIAL_GENE_EXPRESSION	-2.857	-2.857	-0.760	-0.976	-2.345	-0.976	0.388	0.283	1.228	0.660	12.435
GOBP_RECOMBINATIONAL_REPAIR GOBP_RECOMBINATIONAL_REPAIR	7.782	0.445	-0.282	-0.552	0.445	-1.637	-0.282	-0.984	-0.282	-1.278	-0.977
GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME	3.082	-0.586	-2.780	-0.374	0.388	0.238	-0.586	-0.374	-0.374	-1.892	3.095
GOBP_PROTEIN_K11_LINKED_UBIQUITINATION GOBP_PROTEIN_K11_LINKED_UBIQUITINATION	7.034	0.684	-0.520	-0.241	-0.520	-0.520	-1.077	-0.520	-1.077	-0.241	-0.518
GOBP_NCRNA_TRANSCRIPTION GOBP_NCRNA_TRANSCRIPTION	0.312	1.081	-2.885	-2.166	-0.624	0.632	-0.876	1.353	-0.624	-0.290	3.171
GOBP_NUCLEOSIDE_BISPHOSPHATE_METABOLIC_PROCESS GOBP_NUCLEOSIDE_BISPHOSPHATE_METABOLIC_PROCESS	-0.611	-1.065	0.282	-4.257	-0.449	-0.321	-0.814	0.881	0.881	0.695	3.626
GOBP_CELL_PROLIFERATION_INVOLVED_IN_HEART_MORPHOGENESIS GOBP_CELL_PROLIFERATION_INVOLVED_IN_HEART_MORPHOGENESIS	-0.621	0.396	5.903	-0.223	0.396	-0.621	-0.223	-0.621	-0.621	-0.621	-0.619
GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	5.283	0.388	0.283	-0.320	-1.912	-0.320	-2.345	-0.581	0.828	-0.320	-0.431
GOBP_INTERLEUKIN_10_PRODUCTION GOBP_INTERLEUKIN_10_PRODUCTION	-2.281	-0.600	-0.949	2.017	0.637	0.637	-1.467	-0.600	0.910	1.602	-0.597
GOBP_PROTEIN_LOCALIZATION_TO_CILIUM GOBP_PROTEIN_LOCALIZATION_TO_CILIUM	1.113	1.457	1.846	-0.668	-0.668	-1.035	-0.247	-1.572	0.564	0.564	-2.399
GOBP_PHOSPHATIDYLCHOLINE_ACYL_CHAIN_REMODELING GOBP_PHOSPHATIDYLCHOLINE_ACYL_CHAIN_REMODELING	-1.160	-0.580	-0.580	0.607	0.978	-0.580	3.237	0.978	-0.580	-0.580	-1.157
