GO	[-1.85 -0.28]	[-0.28 -0.14]	[-0.14 -0.06]	[-0.06 0.01]	[0.01 0.07]	[0.07 0.12]	[0.12 0.18]	[0.18 0.25]	[0.25 0.33]	[0.33 0.46]	[0.46 17.21]
GSE2405_0H_VS_24H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP GSE2405_0H_VS_24H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP	-0.946	4.518	1.937	1.653	0.320	0.320	-0.946	-0.396	-0.723	-2.988	-2.988
GSE9006_HEALTHY_VS_TYPE_1_DIABETES_PBMC_1MONTH_POST_DX_UP GSE9006_HEALTHY_VS_TYPE_1_DIABETES_PBMC_1MONTH_POST_DX_UP	-0.875	-1.772	0.339	1.921	0.951	-0.266	1.921	1.921	-0.505	-1.772	-3.290
GSE36826_WT_VS_IL1R_KO_SKIN_STAPH_AUREUS_INF_UP GSE36826_WT_VS_IL1R_KO_SKIN_STAPH_AUREUS_INF_UP	-0.437	0.291	-1.050	0.408	0.908	2.569	1.366	0.291	0.291	-1.050	-5.398
GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_48H_UP GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_48H_UP	-1.160	-0.412	1.276	0.626	0.626	0.389	-1.911	3.211	-0.412	-0.704	-1.911
GSE17721_POLYIC_VS_PAM3CSK4_16H_BMDC_DN GSE17721_POLYIC_VS_PAM3CSK4_16H_BMDC_DN	-1.263	-2.059	-0.273	2.397	2.069	0.459	1.484	-0.540	-0.969	0.331	-2.059
GSE16450_CTRL_VS_IFNA_6H_STIM_MATURE_NEURON_CELL_LINE_UP GSE16450_CTRL_VS_IFNA_6H_STIM_MATURE_NEURON_CELL_LINE_UP	2.010	-1.995	-0.256	2.010	-0.256	-0.757	-1.995	-0.757	-0.256	-0.256	1.184
GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_AND_RARA_AGONIST_AM580_TREATED_DC_UP GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_AND_RARA_AGONIST_AM580_TREATED_DC_UP	-3.754	-0.795	0.523	0.523	3.433	-0.556	-0.378	-0.378	0.945	0.362	-0.795
GSE21546_WT_VS_SAP1A_KO_ANTI_CD3_STIM_DP_THYMOCYTES_UP GSE21546_WT_VS_SAP1A_KO_ANTI_CD3_STIM_DP_THYMOCYTES_UP	-1.550	2.491	-2.023	-0.312	0.766	0.419	0.983	0.983	0.419	-2.620	-0.637
GSE20727_CTRL_VS_ROS_INHIBITOR_TREATED_DC_DN GSE20727_CTRL_VS_ROS_INHIBITOR_TREATED_DC_DN	0.280	0.406	0.406	4.573	-0.323	0.561	0.561	-0.894	-0.654	-2.654	-1.577
GSE21379_WT_VS_SAP_KO_CD4_TCELL_DN GSE21379_WT_VS_SAP_KO_CD4_TCELL_DN	-0.489	-0.734	1.474	-0.734	-0.734	-0.314	-3.082	0.881	-0.734	1.474	1.827
GSE7219_UNSTIM_VS_LPS_AND_ANTI_CD40_STIM_NIK_NFKB2_KO_DC_DN GSE7219_UNSTIM_VS_LPS_AND_ANTI_CD40_STIM_NIK_NFKB2_KO_DC_DN	0.681	-3.418	1.182	-1.780	0.681	0.485	0.913	1.182	-0.428	-0.914	-0.428
GSE27786_NKTCELL_VS_MONO_MAC_UP GSE27786_NKTCELL_VS_MONO_MAC_UP	-1.030	-0.783	-0.783	0.930	0.420	-1.030	0.565	2.273	1.395	0.565	-3.360
GSE6259_33D1_POS_DC_VS_CD4_TCELL_UP GSE6259_33D1_POS_DC_VS_CD4_TCELL_UP	-1.493	-0.648	0.701	0.271	-0.871	4.238	1.369	0.271	0.271	-1.150	-1.493
