GO	[-0.69 -0.10]	[-0.10 -0.06]	[-0.06 -0.04]	[-0.04 -0.03]	[-0.03 -0.01]	[-0.01 0.00]	[0.00 0.02]	[0.02 0.03]	[0.03 0.05]	[0.05 0.08]	[0.08 0.97]
REACTOME_MITOCHONDRIAL_TRANSLATION REACTOME_MITOCHONDRIAL_TRANSLATION	-2.098	-3.819	-0.589	-0.833	-1.563	-1.151	-0.589	0.890	-0.404	0.672	14.180
REACTOME_HATS_ACETYLATE_HISTONES REACTOME_HATS_ACETYLATE_HISTONES	1.593	0.713	-0.438	-0.986	-1.424	-0.438	-1.424	-0.986	-0.276	-1.424	6.777
SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_UP SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_UP	0.866	-1.498	-0.301	-0.728	-0.728	-0.413	-2.285	-0.413	0.866	-0.939	7.346
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION	-0.958	-1.658	-0.300	-0.958	-0.958	0.302	-0.300	-0.549	0.302	0.527	6.814
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1 REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	3.432	1.683	0.539	-0.251	-0.626	-0.626	-1.963	-0.251	0.539	-2.862	-0.626
WP_DEVELOPMENT_AND_HETEROGENEITY_OF_THE_ILC_FAMILY WP_DEVELOPMENT_AND_HETEROGENEITY_OF_THE_ILC_FAMILY	-1.326	-0.702	-1.326	0.247	-1.326	0.480	-1.326	0.794	2.178	0.480	1.647
WP_4HYDROXYTAMOXIFEN_DEXAMETHASONE_AND_RETINOIC_ACIDS_REGULATION_OF_P27_EXPRESSION WP_4HYDROXYTAMOXIFEN_DEXAMETHASONE_AND_RETINOIC_ACIDS_REGULATION_OF_P27_EXPRESSION	-0.745	1.129	0.304	-0.745	-0.745	-0.745	-0.745	0.655	-0.745	-0.298	4.059
KRASNOSELSKAYA_ILF3_TARGETS_UP KRASNOSELSKAYA_ILF3_TARGETS_UP	-1.533	0.359	0.614	1.333	-0.477	2.305	0.940	-0.250	-0.860	-1.533	-1.533
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	-2.446	1.792	1.076	0.785	-0.691	0.785	-0.260	0.541	-0.260	-0.691	-2.446
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM	0.339	1.517	-0.614	0.702	0.339	-3.361	-0.266	2.638	-1.253	-0.412	-0.614
WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_UP WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_UP	-0.552	1.989	0.873	1.667	-1.858	-1.407	0.347	-2.433	0.873	0.347	-0.552
LOPES_METHYLATED_IN_COLON_CANCER_DN LOPES_METHYLATED_IN_COLON_CANCER_DN	-0.279	-0.580	0.324	0.324	-0.580	-0.580	-1.160	1.432	-0.580	3.973	-1.160
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES	0.285	-0.991	-0.574	3.703	-0.574	-1.699	0.784	-0.318	-0.991	1.129	-0.318
WP_GLYCOGEN_SYNTHESIS_AND_DEGRADATION WP_GLYCOGEN_SYNTHESIS_AND_DEGRADATION	1.227	0.555	-1.616	0.320	0.320	-0.525	1.227	-1.616	1.657	-0.925	-0.925
HORTON_SREBF_TARGETS HORTON_SREBF_TARGETS	2.358	-0.204	-0.994	0.426	-0.994	-0.204	-0.462	-0.994	0.426	-0.994	1.745
