GO	[-6.38 -0.52]	[-0.52 -0.43]	[-0.43 -0.19]	[-0.19 -0.09]	[-0.09 -0.01]	[-0.01 0.00]	[0.00 0.06]	[0.06 0.15]	[0.15 0.30]	[0.30 0.73]	[0.73 5.59]
REACTOME_ECM_PROTEOGLYCANS REACTOME_ECM_PROTEOGLYCANS	2.102	0.599	-0.523	-2.220	-3.157	0.265	-1.582	0.265	-1.582	0.265	6.217
REACTOME_DISEASES_OF_GLYCOSYLATION REACTOME_DISEASES_OF_GLYCOSYLATION	2.350	1.494	-0.802	-1.321	-0.330	-2.068	-3.844	-0.802	-0.609	2.043	2.344
REACTOME_O_LINKED_GLYCOSYLATION REACTOME_O_LINKED_GLYCOSYLATION	1.686	2.703	-0.345	-2.106	-0.493	-0.686	-1.625	-1.625	-1.240	0.907	2.334
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	1.552	1.823	-0.311	-0.999	-2.493	0.292	-0.430	-3.070	-0.769	0.695	2.423
REACTOME_ELASTIC_FIBRE_FORMATION REACTOME_ELASTIC_FIBRE_FORMATION	0.959	1.322	-1.125	-1.866	-1.125	-1.125	0.226	0.226	-1.125	0.959	2.725
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	1.089	0.684	-1.077	-0.520	-0.241	-1.077	-0.520	-1.077	-1.077	0.684	3.509
REACTOME_COLLAGEN_FORMATION REACTOME_COLLAGEN_FORMATION	0.522	1.820	-0.792	-2.035	-1.508	-0.247	-0.792	-1.103	0.363	-0.247	4.369
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	0.629	0.342	-0.711	-0.711	-0.945	-3.201	-0.524	-0.711	0.473	1.249	4.389
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION REACTOME_COLLAGEN_CHAIN_TRIMERIZATION	1.801	1.373	-0.373	-1.091	-1.091	0.685	-1.091	-1.825	-0.373	-0.650	2.279
REACTOME_ION_CHANNEL_TRANSPORT REACTOME_ION_CHANNEL_TRANSPORT	0.399	3.306	0.802	-0.854	-1.932	-1.600	-0.675	-1.065	-0.854	0.802	2.091
