GO	[-6.76 -0.55]	[-0.55 -0.44]	[-0.44 -0.20]	[-0.20 -0.10]	[-0.10 -0.02]	[-0.02 0.00]	[0.00 0.07]	[0.07 0.17]	[0.17 0.33]	[0.33 0.85]	[0.85 5.59]
TMTCGCGANR_UNKNOWN TMTCGCGANR_UNKNOWN	-3.944	-3.944	1.123	1.123	0.930	-1.536	2.090	1.568	1.123	-0.783	-1.006
GGAANCGGAANY_UNKNOWN GGAANCGGAANY_UNKNOWN	-1.238	-2.708	0.703	0.703	1.399	-1.238	-0.685	3.501	1.686	-0.493	-2.725
NRSF_01 NRSF_01	1.547	5.378	0.413	-1.710	-2.266	0.577	-0.475	-1.278	-1.710	-0.475	0.569
POU3F2_01 POU3F2_01	0.493	0.493	-0.552	-0.385	-1.859	1.994	-0.552	-1.052	-3.185	-0.259	4.446
HMEF2_Q6 HMEF2_Q6	1.789	0.678	1.789	-1.297	-3.098	0.855	0.392	-2.519	-1.016	-0.784	1.770
GCGNNANTTCC_UNKNOWN GCGNNANTTCC_UNKNOWN	-0.963	-3.232	1.222	1.222	-0.272	-1.255	1.476	0.332	0.612	1.476	-2.594
GGCNNMSMYNTTG_UNKNOWN GGCNNMSMYNTTG_UNKNOWN	-0.753	-2.181	-1.091	3.492	0.429	-1.549	0.621	-0.505	2.154	0.429	-0.760
GKCGCNNNNNNNTGAYG_UNKNOWN GKCGCNNNNNNNTGAYG_UNKNOWN	-1.677	-0.738	1.328	1.328	1.328	-0.287	0.316	-1.122	1.328	-0.470	-2.542
SGCGSSAAA_E2F1DP2_01 SGCGSSAAA_E2F1DP2_01	-0.829	-1.302	-0.497	1.265	3.570	-2.839	0.435	0.435	1.060	-0.375	-1.059
GATA_Q6 GATA_Q6	2.105	2.105	-0.920	-1.131	-0.586	0.847	-0.739	-2.767	-0.920	0.443	1.182
RACTNNRTTTNC_UNKNOWN RACTNNRTTTNC_UNKNOWN	-3.338	-1.023	-0.580	-0.301	2.256	-1.689	0.564	0.564	1.387	0.733	0.296
SREBP1_01 SREBP1_01	-1.137	-1.405	0.499	0.634	0.634	-0.425	0.383	2.391	1.594	-0.718	-3.011
