GO	[-2.11 -0.36]	[-0.36 -0.22]	[-0.22 -0.15]	[-0.15 -0.08]	[-0.08 -0.03]	[-0.03 0.02]	[0.02 0.07]	[0.07 0.13]	[0.13 0.21]	[0.21 0.33]	[0.33 4.12]
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION	-0.998	-2.061	-2.061	0.327	-0.674	0.977	-0.674	-0.998	0.977	2.416	2.416
GOBP_TELOMERE_ORGANIZATION GOBP_TELOMERE_ORGANIZATION	-2.641	-2.641	-0.316	0.287	-0.793	0.947	0.287	-0.511	1.617	1.260	0.947
GOCC_CATALYTIC_STEP_2_SPLICEOSOME GOCC_CATALYTIC_STEP_2_SPLICEOSOME	-1.375	0.230	-0.386	-0.737	0.756	-0.737	0.756	-1.375	0.230	-0.386	4.053
GOBP_PROTEIN_O_LINKED_GLYCOSYLATION GOBP_PROTEIN_O_LINKED_GLYCOSYLATION	1.830	1.830	-0.273	1.210	-0.706	-0.706	0.331	-0.706	-0.706	-0.706	-0.706
HP_ABNORMAL_MORPHOLOGY_OF_THE_ABDOMINAL_MUSCULATURE HP_ABNORMAL_MORPHOLOGY_OF_THE_ABDOMINAL_MUSCULATURE	-0.831	0.566	0.566	0.256	-0.831	0.566	-0.831	2.887	0.256	-0.831	-0.831
HP_METABOLIC_ACIDOSIS HP_METABOLIC_ACIDOSIS	1.588	2.165	-0.241	-0.241	-0.522	-0.241	1.093	-1.082	-1.082	-0.522	-1.082
GOBP_GLYCOLYTIC_PROCESS_THROUGH_FRUCTOSE_6_PHOSPHATE GOBP_GLYCOLYTIC_PROCESS_THROUGH_FRUCTOSE_6_PHOSPHATE	1.736	1.054	-0.498	-0.498	-0.498	-0.498	1.736	-0.498	-0.498	-0.498	0.166
GOBP_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM GOBP_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM	0.426	1.219	0.774	-0.998	1.219	-0.204	-0.464	0.774	-0.998	-0.998	-0.998
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY	0.331	-0.706	-0.273	-0.273	-0.706	1.830	-0.706	1.210	-0.706	1.210	-0.706
GOBP_HETEROCHROMATIN_ORGANIZATION GOBP_HETEROCHROMATIN_ORGANIZATION	-0.623	-0.623	-0.623	-0.223	0.396	-0.623	-0.623	-0.223	2.882	-0.223	1.390
GOBP_PROTEIN_IMPORT GOBP_PROTEIN_IMPORT	-0.653	0.521	1.316	-2.024	-0.653	2.937	-0.424	0.743	-0.653	-0.264	-0.971
HP_TINNITUS HP_TINNITUS	-0.539	1.608	-0.539	2.380	-0.176	-0.539	-0.539	-0.539	-0.539	-0.176	0.476
HP_ABNORMALITY_OF_THE_5TH_TOE HP_ABNORMALITY_OF_THE_5TH_TOE	-0.664	0.763	-0.664	-0.248	0.763	2.711	0.362	-0.664	-0.664	-0.664	-0.248
GOBP_EMBRYONIC_APPENDAGE_MORPHOGENESIS GOBP_EMBRYONIC_APPENDAGE_MORPHOGENESIS	1.493	-0.581	-0.199	-0.581	1.493	0.893	-0.581	-0.581	0.434	-0.581	-0.581
GOBP_GLUCOSE_CATABOLIC_PROCESS GOBP_GLUCOSE_CATABOLIC_PROCESS	1.608	0.969	-0.539	-0.539	-0.176	-0.539	1.608	-0.539	-0.539	-0.539	-0.176
HP_SLENDER_BUILD HP_SLENDER_BUILD	-0.373	-0.373	-0.373	2.236	-0.373	-0.373	-0.373	-0.373	1.385	-0.373	0.712
GOBP_MITOCHONDRIAL_CALCIUM_ION_HOMEOSTASIS GOBP_MITOCHONDRIAL_CALCIUM_ION_HOMEOSTASIS	1.385	-0.373	2.236	0.712	-0.373	-0.373	-0.373	-0.373	-0.373	-0.373	-0.373
GOCC_DNA_POLYMERASE_COMPLEX GOCC_DNA_POLYMERASE_COMPLEX	-0.373	-0.373	-0.373	2.236	-0.373	0.712	-0.373	-0.373	1.385	-0.373	-0.373
