GO	[-9.50 -0.51]	[-0.51 -0.23]	[-0.23 -0.03]	[-0.03 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.20]	[0.20 0.46]	[0.46 0.87]	[0.87 21.18]
GO:0006260 DNA replication	-2.677	-0.328	30.347	-2.216	-6.799	-5.557	-6.799	10.426	0.375	-2.677	-4.615
GO:0006413 translational initiation	-3.857	10.149	24.025	-1.677	-5.927	-5.927	-5.927	2.610	-1.051	-4.741	-3.148
GO:0000776 kinetochore	-4.125	-0.565	20.245	-1.296	-5.263	-5.263	-5.263	14.032	0.311	-4.125	-2.094
GO:0005681 spliceosomal complex	-2.720	2.109	17.602	0.568	-6.135	-6.135	-6.135	9.652	-0.527	-4.935	-4.932
GO:0008168 methyltransferase activity	-2.013	2.497	7.490	-0.911	-7.754	-6.458	-6.458	11.115	2.792	-2.402	-2.011
GO:0006914 autophagy	-1.463	0.385	12.316	-0.735	-5.518	-6.757	-5.518	11.107	1.182	-1.797	-2.188
GO:0006457 protein folding	-1.296	0.434	14.823	-0.646	-5.752	-5.752	-4.800	11.691	-0.497	-1.944	-1.594
GO:0016874 ligase activity	-0.430	1.401	9.950	-1.463	-6.757	-6.757	-5.518	11.107	0.284	-2.189	-0.936
GO:1903231 mRNA binding involved in posttranscriptional gene silencing	-0.742	-4.087	-3.254	5.618	5.136	3.021	5.618	-5.222	-2.598	-4.087	-3.253
GO:0070126 mitochondrial translational termination	-1.897	1.330	13.513	-0.488	-3.563	-3.563	-3.563	5.766	-0.325	-2.580	-3.561
GO:0046777 protein autophosphorylation	-1.419	1.554	4.738	-1.731	-7.256	-5.987	-7.256	7.390	1.330	0.767	0.277
GO:0008022 protein C-terminus binding	-1.361	0.370	9.570	-0.895	-6.419	-6.419	-6.419	6.632	1.504	-0.326	-0.325
GO:0005085 guanyl-nucleotide exchange factor activity	-0.285	1.404	6.966	-3.761	-6.222	-7.505	-4.438	6.966	0.538	-0.501	0.676
GO:0042254 ribosome biogenesis	-3.101	0.372	12.793	1.436	-3.101	-4.143	-3.101	3.215	1.163	-2.360	-4.142
GO:0006368 transcription elongation from RNA polymerase II promoter	-1.647	-0.301	10.569	-1.224	-3.936	-3.936	-2.914	8.512	0.816	-2.193	-1.223
