GO	[-5.66 -0.90]	[-0.90 -0.57]	[-0.57 -0.33]	[-0.33 -0.12]	[-0.12 0.00]	[0.00 0.18]	[0.18 0.40]	[0.40 0.58]	[0.58 0.91]	[0.91 1.79]	[1.79 8.54]
HALLMARK_MYC_TARGETS_V1 HALLMARK_MYC_TARGETS_V1	1.431	3.036	4.818	6.067	-0.263	-1.148	0.446	-2.817	-3.304	-6.091	-8.564
HALLMARK_OXIDATIVE_PHOSPHORYLATION HALLMARK_OXIDATIVE_PHOSPHORYLATION	2.434	8.431	3.362	2.158	0.343	-1.397	-1.397	-1.148	-2.817	-6.091	-7.216
HALLMARK_TNFA_SIGNALING_VIA_NFKB HALLMARK_TNFA_SIGNALING_VIA_NFKB	-2.845	-4.530	-2.415	-0.948	-2.038	0.436	-0.270	-0.603	1.871	9.392	2.925
HALLMARK_MYC_TARGETS_V2 HALLMARK_MYC_TARGETS_V2	7.950	2.778	0.566	0.363	-0.416	-1.578	-0.416	-1.578	-2.415	-2.415	-1.599
HALLMARK_G2M_CHECKPOINT HALLMARK_G2M_CHECKPOINT	-2.389	-0.747	1.656	1.656	-0.932	-1.148	4.059	0.446	2.727	-1.397	-6.172
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.351	-1.148	-1.685	-3.304	-0.263	-0.747	-2.389	0.704	0.343	2.434	7.795
HALLMARK_E2F_TARGETS HALLMARK_E2F_TARGETS	-0.747	-0.591	1.032	1.656	-0.351	-0.747	3.036	0.446	1.032	-0.932	-8.564
HALLMARK_INFLAMMATORY_RESPONSE HALLMARK_INFLAMMATORY_RESPONSE	-0.591	-1.148	-1.685	-2.014	-2.817	-0.351	0.446	-0.351	1.223	3.036	4.337
HALLMARK_MITOTIC_SPINDLE HALLMARK_MITOTIC_SPINDLE	-1.663	-0.733	-1.130	-0.916	-0.916	1.051	4.479	0.352	3.075	-0.342	-2.038
HALLMARK_SPERMATOGENESIS HALLMARK_SPERMATOGENESIS	0.617	-2.933	-4.499	-0.264	0.467	1.461	1.214	1.732	-0.691	-0.691	0.596
HALLMARK_IL2_STAT5_SIGNALING HALLMARK_IL2_STAT5_SIGNALING	-0.342	-1.130	-1.378	-0.342	-3.826	-0.733	1.244	-0.579	1.051	4.479	0.843
HALLMARK_APOPTOSIS HALLMARK_APOPTOSIS	-2.670	-0.933	-0.728	0.398	-2.204	-1.806	1.981	0.523	1.461	2.271	0.806
HALLMARK_KRAS_SIGNALING_DN HALLMARK_KRAS_SIGNALING_DN	1.431	-1.685	-1.685	-2.014	2.434	0.704	-1.685	0.566	-1.148	0.859	1.606
HALLMARK_DNA_REPAIR HALLMARK_DNA_REPAIR	-0.292	0.897	3.125	1.572	0.424	-0.292	0.717	-1.187	-0.930	-2.288	-2.848
HALLMARK_MTORC1_SIGNALING HALLMARK_MTORC1_SIGNALING	-0.360	1.871	0.690	0.554	1.013	1.013	-0.603	-1.417	0.334	-0.470	-4.601
HALLMARK_MYOGENESIS HALLMARK_MYOGENESIS	-0.263	-0.459	-1.148	-3.304	0.566	-0.263	-1.685	1.032	0.446	1.032	2.658
HALLMARK_INTERFERON_GAMMA_RESPONSE HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.761	-0.360	0.436	-2.415	-2.845	0.554	0.690	0.690	0.334	3.321	-0.285
HALLMARK_COAGULATION HALLMARK_COAGULATION	0.736	-0.407	-2.457	-1.977	0.311	-0.555	-1.577	1.637	0.926	1.376	0.897
HALLMARK_PANCREAS_BETA_CELLS HALLMARK_PANCREAS_BETA_CELLS	-0.960	-0.300	-1.662	-0.550	0.823	1.183	-1.662	2.085	-0.550	0.302	0.809
HALLMARK_PROTEIN_SECRETION HALLMARK_PROTEIN_SECRETION	-1.693	-0.924	1.303	-0.462	0.598	1.303	1.303	-0.924	1.601	-1.261	-1.286
HALLMARK_COMPLEMENT HALLMARK_COMPLEMENT	-0.263	-1.397	-1.148	-0.351	-2.817	0.446	-0.747	1.899	0.704	1.899	0.827
HALLMARK_HYPOXIA HALLMARK_HYPOXIA	0.566	-0.932	-3.304	-0.932	-0.459	0.859	-0.747	-0.351	1.223	2.158	0.827
HALLMARK_ADIPOGENESIS HALLMARK_ADIPOGENESIS	0.446	1.899	2.434	0.343	1.032	-0.747	-1.148	-2.389	-0.459	-0.459	-0.964
HALLMARK_FATTY_ACID_METABOLISM HALLMARK_FATTY_ACID_METABOLISM	0.910	1.832	0.910	0.910	-0.669	-1.708	-1.099	0.443	-0.864	-2.095	0.880
HALLMARK_ESTROGEN_RESPONSE_EARLY HALLMARK_ESTROGEN_RESPONSE_EARLY	3.362	-0.459	-1.148	-1.397	-0.747	-0.747	-0.932	-0.459	1.656	0.704	0.675
HALLMARK_UNFOLDED_PROTEIN_RESPONSE HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.484	0.847	0.847	1.908	-0.999	0.345	0.651	-2.216	0.484	-1.321	-1.350
