GO	[-7.84 -0.62]	[-0.62 -0.29]	[-0.29 -0.13]	[-0.13 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.07]	[0.07 0.23]	[0.23 0.51]	[0.51 1.02]	[1.02 24.36]
GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_UP GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_UP	-4.729	-0.462	-0.944	-0.462	-7.855	-7.855	-2.461	2.163	7.868	3.360	4.048
GSE29618_MONOCYTE_VS_MDC_UP GSE29618_MONOCYTE_VS_MDC_UP	-2.942	-0.473	-1.745	-0.361	-7.897	-7.897	-1.444	1.875	7.796	2.405	4.366
HOXA9_DN.V1_UP HOXA9_DN.V1_UP	-6.513	-1.148	0.721	0.721	-7.813	-7.813	-0.928	3.743	4.470	0.879	3.398
GSE29618_MONOCYTE_VS_PDC_UP GSE29618_MONOCYTE_VS_PDC_UP	-4.729	-0.944	0.343	-0.263	-7.855	-7.855	-0.462	1.904	1.661	6.035	3.357
GSE29618_MONOCYTE_VS_PDC_DAY7_FLU_VACCINE_UP GSE29618_MONOCYTE_VS_PDC_DAY7_FLU_VACCINE_UP	-4.065	0.555	-0.270	-0.361	-7.897	-7.897	-1.444	1.635	3.654	4.750	2.129
GSE29618_PDC_VS_MDC_DAY7_FLU_VACCINE_DN GSE29618_PDC_VS_MDC_DAY7_FLU_VACCINE_DN	-2.514	-0.370	0.998	-0.784	-7.938	-7.938	-1.465	0.998	3.611	5.090	2.369
GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_DN GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_DN	-4.624	0.752	-0.559	1.095	-6.434	-7.730	-1.994	1.508	5.367	1.741	2.255
GSE21670_UNTREATED_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_UP GSE21670_UNTREATED_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_UP	-3.028	-0.505	0.309	-0.505	-6.711	-6.711	-1.010	0.797	4.225	6.223	2.039
GSE21670_STAT3_KO_VS_WT_CD4_TCELL_TGFB_IL6_TREATED_DN GSE21670_STAT3_KO_VS_WT_CD4_TCELL_TGFB_IL6_TREATED_DN	-2.594	0.508	-0.827	-1.835	-6.750	-4.198	-1.526	1.765	3.158	5.738	3.155
GSE24634_TREG_VS_TCONV_POST_DAY7_IL4_CONVERSION_DN GSE24634_TREG_VS_TCONV_POST_DAY7_IL4_CONVERSION_DN	-3.464	0.334	-1.184	0.555	-7.897	-3.464	-0.961	0.436	1.875	4.370	5.548
GO_HORMONE_ACTIVITY GO_HORMONE_ACTIVITY	2.076	-3.711	-3.711	-2.910	1.479	8.135	-0.791	-1.786	-2.286	-0.417	2.769
ERB2_UP.V1_UP ERB2_UP.V1_UP	-2.408	-1.384	0.270	-0.727	-2.856	-7.772	-1.130	1.271	2.506	5.311	3.784
