GO	[-6.85 -0.64]	[-0.64 -0.29]	[-0.29 -0.12]	[-0.12 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.07]	[0.07 0.24]	[0.24 0.54]	[0.54 1.07]	[1.07 24.36]
MIR6887_3P MIR6887_3P	-0.828	0.507	1.319	0.507	-5.737	-2.593	-1.258	2.009	0.507	-0.659	3.831
MIR4776_3P MIR4776_3P	-1.142	1.698	1.962	0.530	-3.760	-3.129	-0.543	1.454	-0.905	-0.707	2.554
MIR6783_5P MIR6783_5P	-0.493	0.451	0.914	0.451	-3.003	-3.624	-1.066	1.562	0.585	-0.649	3.392
GGTGTGT_MIR329 GGTGTGT_MIR329	-0.702	-0.507	1.362	1.362	-2.737	-2.737	0.252	1.108	-0.357	-0.949	2.647
MIR6797_5P MIR6797_5P	-1.145	0.333	2.321	0.432	-2.782	-3.260	-0.467	0.547	0.432	0.432	2.330
MIR1233_3P MIR1233_3P	0.381	-1.642	-0.819	1.637	-1.642	-2.288	-0.368	0.381	0.381	0.558	3.274
GCCNNNWTAAR_UNKNOWN GCCNNNWTAAR_UNKNOWN	-0.424	0.399	-0.424	1.482	-2.309	-3.422	-0.742	0.675	1.036	-0.310	2.313
ATGTCAC_MIR489 ATGTCAC_MIR489	-0.364	0.246	1.854	0.246	-1.476	-3.691	0.246	0.539	0.376	-0.771	2.219
MIR3960_MIR8072 MIR3960_MIR8072	-0.298	0.304	-0.298	-0.745	-0.745	0.304	-0.745	0.304	-0.745	-0.298	5.028
GATA_Q6 GATA_Q6	-0.264	-0.351	-0.918	-1.128	-0.457	-2.755	0.341	1.192	1.392	-0.738	3.248
MIR3619_3P MIR3619_3P	-0.782	0.814	1.937	-0.782	-2.030	-0.471	-0.471	0.546	-0.782	-0.471	2.415
MIR1245B_5P MIR1245B_5P	-0.470	0.498	-0.738	2.093	-0.738	-2.528	-0.287	-0.287	-0.287	-0.287	2.099
TCTCTCC_MIR185 TCTCTCC_MIR185	-0.726	0.787	0.990	0.458	-3.224	-1.253	0.331	-0.388	0.331	-0.388	2.373
