GO	[-4.20 -0.37]	[-0.37 -0.19]	[-0.19 -0.12]	[-0.12 -0.06]	[-0.06 -0.01]	[-0.01 0.00]	[0.00 0.05]	[0.05 0.12]	[0.12 0.25]	[0.25 0.55]	[0.55 4.38]
GNF2_HPX GNF2_HPX	3.809	-1.895	-0.912	-2.365	-4.496	6.628	-2.932	-2.365	-0.692	-0.375	6.628
GNF2_HPN GNF2_HPN	3.460	-1.867	-0.893	-1.867	-4.457	6.187	-2.899	-2.334	-0.677	-0.256	6.187
GNF2_LCAT GNF2_LCAT	4.016	-1.601	-0.716	-2.036	-4.063	4.930	-2.569	-2.036	-0.716	-0.264	5.417
MORF_IL4 MORF_IL4	3.005	-1.009	-1.009	-3.060	-3.060	7.457	-0.382	-2.591	-2.182	0.670	3.005
MORF_MAP2K7 MORF_MAP2K7	3.816	-1.288	-1.041	-2.294	-1.288	5.848	0.420	-2.737	-3.840	0.683	1.923
MORF_CTSB MORF_CTSB	2.314	-0.565	-0.723	-2.031	-2.031	7.389	0.276	-2.883	-4.009	0.927	1.539
MORF_WNT1 MORF_WNT1	4.668	0.420	-1.176	-1.554	-3.403	4.668	-0.312	-2.627	-2.627	0.420	0.985
GNF2_GSTM1 GNF2_GSTM1	3.182	-1.609	-0.481	-1.609	-3.480	2.782	-2.091	-1.609	-0.481	0.270	5.538
MORF_BCL2L11 MORF_BCL2L11	4.326	-1.131	-1.131	-1.687	-1.388	3.245	-0.434	-2.883	-2.883	0.482	4.326
MORF_CD8A MORF_CD8A	3.429	-1.012	-1.313	-2.667	-1.313	3.841	-0.292	-2.125	-2.667	0.310	4.274
MORF_LCAT MORF_LCAT	4.350	0.362	-1.840	0.255	-2.304	6.263	-0.661	-3.553	-1.840	-0.353	0.492
MORF_CDH4 MORF_CDH4	2.626	-1.201	-0.709	-1.922	-1.922	5.066	-0.274	-2.965	-2.395	0.599	2.982
MORF_FLT1 MORF_FLT1	4.794	-1.290	-1.653	-2.095	-1.653	4.794	-0.992	-0.992	-0.992	-0.555	2.716
MORF_THPO MORF_THPO	3.038	-0.292	-1.313	-2.125	-2.125	6.211	-0.570	-1.680	-2.125	-0.292	2.002
GNF2_TST GNF2_TST	3.470	-1.473	-0.815	-1.106	-3.287	2.647	-1.936	-1.473	-0.588	0.462	4.393
MORF_PRKCA MORF_PRKCA	2.228	-0.374	-1.024	-3.217	-1.554	5.469	-0.374	-2.267	-2.267	0.698	2.520
MORF_MAP3K14 MORF_MAP3K14	3.820	-0.471	-1.497	-0.471	-2.440	6.790	-0.333	-1.920	-2.440	-0.471	0.702
MORF_PTPRR MORF_PTPRR	2.749	-0.386	-1.419	-3.210	-1.874	5.044	0.493	-1.419	-1.874	0.879	0.671
MORF_TNFRSF6 MORF_TNFRSF6	3.737	-0.627	-0.627	-2.341	-0.807	3.371	-0.478	-3.376	-1.931	0.459	2.382
GNF2_CEBPA GNF2_CEBPA	2.370	-0.814	-1.217	-1.793	-1.793	1.558	-1.793	-1.793	0.274	0.440	5.053
GNF2_CYP2B6 GNF2_CYP2B6	3.521	-0.473	-1.264	-1.264	-2.039	0.547	-1.264	-2.039	-0.271	1.142	2.952
MORF_IL9 MORF_IL9	2.426	0.324	-1.604	-0.609	-2.867	3.714	0.324	-2.867	-0.860	-0.279	1.398
MORF_MYL3 MORF_MYL3	3.318	-1.432	0.328	-0.991	-0.276	3.318	0.328	-2.047	-2.047	-1.432	0.971
MORF_EPHA7 MORF_EPHA7	2.178	0.901	-0.988	-0.988	-2.487	5.335	-0.420	-1.602	-1.267	-0.420	0.554
MORF_RAB3A MORF_RAB3A	4.502	-0.365	-0.775	-0.540	-2.014	2.635	0.376	-1.085	-2.716	-0.365	0.541
MORF_STK17A MORF_STK17A	3.871	-0.538	-1.694	-1.382	-1.382	2.208	-0.888	-0.538	-0.697	-0.302	1.930
MORF_NF1 MORF_NF1	2.579	-1.077	-0.668	-0.513	-1.648	2.276	-0.513	-2.007	-0.855	0.318	2.579
MORF_PPP2R5B MORF_PPP2R5B	3.776	-0.319	-0.562	-1.424	-1.152	0.970	-0.428	-2.110	-0.921	0.284	2.433
MORF_LTK MORF_LTK	2.192	-0.519	-2.735	-1.447	-0.688	3.201	-0.688	-0.895	-0.275	0.748	0.748
MORF_RAGE MORF_RAGE	2.156	0.319	-1.470	-2.259	-0.913	2.469	-1.470	-0.703	0.571	0.319	1.118
GNF2_MMP1 GNF2_MMP1	2.187	-0.703	-1.329	-1.329	-0.363	0.795	-1.329	-0.363	-0.363	1.653	0.795
MORF_PDCD1 MORF_PDCD1	2.222	0.288	-0.735	-2.157	-0.490	3.598	-0.314	-1.070	-1.070	0.288	0.288
MORF_MYC MORF_MYC	2.307	0.521	-1.233	-1.719	-1.233	2.725	-0.870	-0.598	-0.598	-0.255	0.971
MORF_LMO1 MORF_LMO1	2.219	-0.536	-0.868	-0.868	-1.368	1.372	-2.164	0.477	-0.316	0.286	1.372
GNF2_CD7 GNF2_CD7	2.234	0.339	0.339	-1.579	-1.579	0.339	-0.895	-0.895	-0.501	1.729	0.584
MORF_BNIP1 MORF_BNIP1	3.766	-0.477	-0.477	-0.976	-0.976	1.918	-0.271	-1.471	-1.471	-0.271	0.857
