GO	[-15.83 -0.95]	[-0.95 -0.45]	[-0.45 -0.09]	[-0.09 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.21]	[0.21 0.58]	[0.58 0.66]	[0.66 1.74]	[1.74 26.66]
GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_UP GSE29618_MONOCYTE_VS_MDC_DAY7_FLU_VACCINE_UP	-2.360	-1.389	-0.467	-1.992	-7.017	-8.344	-0.597	4.560	-3.799	17.620	4.571
HALLMARK_TNFA_SIGNALING_VIA_NFKB HALLMARK_TNFA_SIGNALING_VIA_NFKB	-2.778	-3.255	0.990	-5.145	-8.344	-5.145	0.546	1.581	-0.597	17.620	3.200
GSE29618_MONOCYTE_VS_MDC_UP GSE29618_MONOCYTE_VS_MDC_UP	-2.335	-0.737	-0.351	-2.751	-8.302	-8.302	-0.264	4.243	-1.369	15.797	2.356
GSE9988_ANTI_TREM1_VS_VEHICLE_TREATED_MONOCYTES_UP GSE9988_ANTI_TREM1_VS_VEHICLE_TREATED_MONOCYTES_UP	-3.023	0.960	7.091	-3.023	-8.011	-8.011	0.519	0.649	-1.503	4.966	2.042
GSE9988_LOW_LPS_VS_CTRL_TREATED_MONOCYTE_UP GSE9988_LOW_LPS_VS_CTRL_TREATED_MONOCYTE_UP	-4.257	-0.538	0.908	-3.643	-5.805	-4.257	-0.317	1.274	-1.565	10.884	6.464
RPS14_DN.V1_UP RPS14_DN.V1_UP	-1.743	-0.361	-0.271	-2.087	-7.886	-4.059	-0.960	1.203	-1.443	11.994	5.966
GSE9988_LOW_LPS_VS_VEHICLE_TREATED_MONOCYTE_UP GSE9988_LOW_LPS_VS_VEHICLE_TREATED_MONOCYTE_UP	-1.524	-0.827	1.122	-4.898	-6.740	-5.730	0.301	2.546	-1.025	8.447	4.543
GSE25123_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_DAY10_UP GSE25123_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_DAY10_UP	-0.737	-1.649	2.085	-5.109	-4.390	-6.977	-0.917	6.639	-0.917	6.639	2.092
GSE360_LOW_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_DC_DN GSE360_LOW_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_DC_DN	-2.724	2.381	-0.447	-4.357	-3.737	-5.917	-2.310	3.595	-0.724	8.567	3.278
GSE9988_ANTI_TREM1_VS_LOW_LPS_MONOCYTE_DN GSE9988_ANTI_TREM1_VS_LOW_LPS_MONOCYTE_DN	-2.285	-0.886	0.463	-3.168	-5.039	-5.880	-0.561	5.093	-1.092	10.710	2.704
GSE9988_LPS_VS_CTRL_TREATED_MONOCYTE_UP GSE9988_LPS_VS_CTRL_TREATED_MONOCYTE_UP	-2.185	-1.524	0.635	-1.832	-5.730	-4.191	-0.301	2.006	-2.590	11.061	5.321
LAKE_ADULT_KIDNEY_C26_MESANGIAL_CELLS LAKE_ADULT_KIDNEY_C26_MESANGIAL_CELLS	-0.760	-0.457	-0.760	-3.064	-5.099	-5.099	-0.345	3.188	-2.146	13.933	2.003
GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_KO_4H_DN GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_KO_4H_DN	-3.052	0.635	2.269	-2.185	-5.730	-6.740	0.942	2.006	-3.582	7.486	2.013
GSE9988_ANTI_TREM1_VS_ANTI_TREM1_AND_LPS_MONOCYTE_DN GSE9988_ANTI_TREM1_VS_ANTI_TREM1_AND_LPS_MONOCYTE_DN	-3.081	-0.527	1.977	-3.612	-6.780	-3.612	0.293	2.237	-1.855	9.897	2.811
VERHAAK_AML_WITH_NPM1_MUTATED_UP VERHAAK_AML_WITH_NPM1_MUTATED_UP	-0.431	-0.896	0.750	-4.617	-3.336	-2.823	-1.111	0.479	-3.928	12.382	6.211
GSE11057_PBMC_VS_MEM_CD4_TCELL_UP GSE11057_PBMC_VS_MEM_CD4_TCELL_UP	-0.697	-1.312	-0.550	-2.670	-5.843	-5.843	0.596	2.175	-1.586	9.733	5.158
GSE360_HIGH_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_DC_DN GSE360_HIGH_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_DC_DN	-2.335	0.841	-1.369	-2.335	-5.109	-5.955	-0.917	3.891	-0.351	10.539	2.356
GSE24634_TEFF_VS_TCONV_DAY3_IN_CULTURE_DN GSE24634_TEFF_VS_TCONV_DAY3_IN_CULTURE_DN	-0.447	-0.724	2.662	-5.074	-8.260	-4.357	0.452	0.858	-1.109	7.610	2.966
GSE9988_LPS_VS_VEHICLE_TREATED_MONOCYTE_UP GSE9988_LPS_VS_VEHICLE_TREATED_MONOCYTE_UP	-2.185	-1.524	1.531	-3.052	-6.740	-4.191	0.780	3.149	-1.832	7.025	3.821
SMIRNOV_CIRCULATING_ENDOTHELIOCYTES_IN_CANCER_UP SMIRNOV_CIRCULATING_ENDOTHELIOCYTES_IN_CANCER_UP	-1.399	-0.530	0.543	-1.121	-4.475	-6.638	-1.727	1.479	-1.121	13.301	2.587
HALLMARK_INFLAMMATORY_RESPONSE HALLMARK_INFLAMMATORY_RESPONSE	-0.585	0.341	-0.585	-6.977	-5.955	-3.226	-0.457	1.606	-0.737	8.987	5.000
GSE9988_ANTI_TREM1_AND_LPS_VS_CTRL_TREATED_MONOCYTES_UP GSE9988_ANTI_TREM1_AND_LPS_VS_CTRL_TREATED_MONOCYTES_UP	-3.551	0.309	2.581	-3.023	-8.011	-4.158	0.649	1.142	-0.812	7.555	2.307
GSE2706_UNSTIM_VS_2H_R848_DC_DN GSE2706_UNSTIM_VS_2H_R848_DC_DN	-0.658	0.301	0.635	-4.898	-5.730	-4.191	0.507	2.840	-3.052	9.457	2.013
TRAVAGLINI_LUNG_MACROPHAGE_CELL TRAVAGLINI_LUNG_MACROPHAGE_CELL	-1.691	0.972	0.325	-1.161	-6.030	-4.457	-2.806	2.027	-1.408	10.905	3.161
GSE14769_UNSTIM_VS_20MIN_LPS_BMDM_DN GSE14769_UNSTIM_VS_20MIN_LPS_BMDM_DN	-1.969	1.191	2.085	-1.369	-8.302	-6.977	1.390	1.008	-2.335	4.988	2.092
GSE25123_WT_VS_PPARG_KO_MACROPHAGE_IL4_STIM_DN GSE25123_WT_VS_PPARG_KO_MACROPHAGE_IL4_STIM_DN	-1.649	-1.127	3.230	-3.226	-5.109	-5.955	0.442	3.230	-1.969	6.207	2.635
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_HSC_DN TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_HSC_DN	-1.524	0.635	0.780	-3.582	-8.052	-4.191	0.942	0.780	-1.256	9.457	2.275
GSE36392_TYPE_2_MYELOID_VS_NEUTROPHIL_IL25_TREATED_LUNG_UP GSE36392_TYPE_2_MYELOID_VS_NEUTROPHIL_IL25_TREATED_LUNG_UP	-0.737	-1.969	3.553	-2.335	-5.109	-6.977	-0.917	3.891	-0.917	4.988	2.929
GSE22140_HEALTHY_VS_ARTHRITIC_GERMFREE_MOUSE_CD4_TCELL_DN GSE22140_HEALTHY_VS_ARTHRITIC_GERMFREE_MOUSE_CD4_TCELL_DN	-1.969	1.390	4.243	-3.226	-4.390	-8.302	-0.457	1.191	-1.369	4.243	2.635
GSE360_CTRL_VS_M_TUBERCULOSIS_DC_DN GSE360_CTRL_VS_M_TUBERCULOSIS_DC_DN	-1.969	1.191	-1.127	-2.751	-3.768	-4.390	-1.649	0.692	0.442	14.553	2.092
MEK_UP.V1_UP MEK_UP.V1_UP	-0.407	-0.407	-0.309	-1.855	-5.768	-5.768	-1.545	1.977	-1.042	8.373	5.266
GSE39556_UNTREATED_VS_3H_POLYIC_INJ_MOUSE_CD8A_DC_UP GSE39556_UNTREATED_VS_3H_POLYIC_INJ_MOUSE_CD8A_DC_UP	-0.886	1.045	1.893	-1.923	-5.880	-8.219	-0.334	0.359	-1.092	7.679	2.420
GSE21360_SECONDARY_VS_QUATERNARY_MEMORY_CD8_TCELL_UP GSE21360_SECONDARY_VS_QUATERNARY_MEMORY_CD8_TCELL_UP	-3.244	-0.849	0.399	-1.304	-4.513	-6.307	0.514	2.077	-0.849	9.309	3.277
CUI_DEVELOPING_HEART_C7_MAST_CELL CUI_DEVELOPING_HEART_C7_MAST_CELL	-5.211	-1.294	1.154	-1.294	-5.211	-5.211	1.617	1.375	-0.469	5.959	3.122
GSE24634_TREG_VS_TCONV_POST_DAY10_IL4_CONVERSION_DN GSE24634_TREG_VS_TCONV_POST_DAY10_IL4_CONVERSION_DN	-0.585	0.841	0.558	-2.335	-4.390	-5.109	-0.917	1.191	-3.226	11.079	2.635
DESCARTES_FETAL_ADRENAL_MYELOID_CELLS DESCARTES_FETAL_ADRENAL_MYELOID_CELLS	0.690	-0.372	-0.804	-3.732	-4.408	-4.408	-1.246	1.024	-1.246	9.032	5.711
REACTOME_GENE_SILENCING_BY_RNA REACTOME_GENE_SILENCING_BY_RNA	0.709	5.190	5.655	-1.976	-5.765	-3.717	-0.566	-0.566	-4.590	-0.301	2.141
RAF_UP.V1_UP RAF_UP.V1_UP	-2.185	-0.516	1.318	-2.185	-5.730	-4.898	0.301	2.269	-1.524	8.447	2.848
