GO	[-10.07 -0.95]	[-0.95 -0.45]	[-0.45 -0.09]	[-0.09 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.21]	[0.21 0.58]	[0.58 0.66]	[0.66 1.74]	[1.74 26.69]
HALLMARK_MYC_TARGETS_V1 HALLMARK_MYC_TARGETS_V1	0.692	12.767	17.082	-0.457	-8.302	-8.302	-0.737	1.191	-5.955	-3.226	-8.290
HALLMARK_OXIDATIVE_PHOSPHORYLATION HALLMARK_OXIDATIVE_PHOSPHORYLATION	1.008	22.625	9.492	-0.585	-8.302	-6.978	-1.649	0.841	-5.110	-3.226	-6.966
GOBP_TRNA_METABOLIC_PROCESS GOBP_TRNA_METABOLIC_PROCESS	1.686	24.312	5.336	-2.197	-7.428	-7.428	0.440	-0.363	-5.173	-1.504	-7.417
GSE9006_TYPE_1_VS_TYPE_2_DIABETES_PBMC_AT_DX_UP GSE9006_TYPE_1_VS_TYPE_2_DIABETES_PBMC_AT_DX_UP	1.211	12.287	9.572	-1.109	-8.261	-8.261	-0.724	4.290	-5.918	-2.724	-5.907
GSE31082_DN_VS_CD4_SP_THYMOCYTE_UP GSE31082_DN_VS_CD4_SP_THYMOCYTE_UP	0.341	8.011	15.170	-3.226	-8.302	-8.302	1.008	2.627	-3.226	-1.649	-6.966
GOCC_IMMUNOGLOBULIN_COMPLEX GOCC_IMMUNOGLOBULIN_COMPLEX	-3.587	-4.330	-5.250	2.124	13.768	13.768	-0.260	-6.472	-0.481	-5.250	-3.579
GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_2H_UP GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_2H_UP	-1.969	10.539	10.010	-1.969	-8.302	-8.302	0.841	1.606	-4.390	1.838	-6.966
GSE23321_CD8_STEM_CELL_MEMORY_VS_CENTRAL_MEMORY_CD8_TCELL_DN GSE23321_CD8_STEM_CELL_MEMORY_VS_CENTRAL_MEMORY_CD8_TCELL_DN	-3.081	3.110	10.428	-1.545	-8.094	-8.094	1.102	4.861	-5.768	3.431	-5.757
GSE41867_DAY6_VS_DAY8_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_DN GSE41867_DAY6_VS_DAY8_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_DN	0.857	13.451	9.572	-1.628	-6.938	-8.261	0.571	1.211	-6.938	-1.109	-5.064
GSE9509_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_10MIN_DN GSE9509_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_10MIN_DN	-3.226	3.891	11.630	-1.127	-6.978	-8.302	2.627	5.788	-4.390	-0.264	-6.966
