GO	[-8.26 -0.76]	[-0.76 -0.30]	[-0.30 -0.05]	[-0.05 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.10]	[0.10 0.41]	[0.41 1.02]	[1.02 7.81]
GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_DN GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_DN	-2.751	-1.969	-0.457	-3.768	-8.302	-8.302	-8.302	-1.127	8.493	14.553	9.509
GSE42021_CD24HI_VS_CD24INT_TREG_THYMUS_DN GSE42021_CD24HI_VS_CD24INT_TREG_THYMUS_DN	-2.751	-0.264	0.841	-2.335	-8.302	-8.302	-8.302	-1.127	8.987	13.947	2.092
SMIRNOV_RESPONSE_TO_IR_6HR_UP SMIRNOV_RESPONSE_TO_IR_6HR_UP	-1.574	1.074	-0.269	-2.325	-5.718	-6.971	-6.971	-0.365	5.568	7.428	3.242
GSE46606_IRF4_KO_VS_WT_CD40L_IL2_IL5_1DAY_STIMULATED_BCELL_DN GSE46606_IRF4_KO_VS_WT_CD40L_IL2_IL5_1DAY_STIMULATED_BCELL_DN	-1.294	0.377	3.390	-3.110	-8.135	-3.643	-4.257	0.285	0.484	10.884	2.486
GSE23114_PERITONEAL_CAVITY_B1A_BCELL_VS_SPLEEN_BCELL_IN_SLE2C1_MOUSE_UP GSE23114_PERITONEAL_CAVITY_B1A_BCELL_VS_SPLEEN_BCELL_IN_SLE2C1_MOUSE_UP	-2.724	0.452	1.413	-3.197	-2.724	-5.074	-6.938	-0.573	7.610	6.267	2.122
GSE46242_CTRL_VS_EGR2_DELETED_ANERGIC_TH1_CD4_TCELL_UP GSE46242_CTRL_VS_EGR2_DELETED_ANERGIC_TH1_CD4_TCELL_UP	-1.219	0.317	1.580	-2.536	-6.661	-5.656	-6.661	1.580	7.158	1.815	2.922
TRAVAGLINI_LUNG_CAPILLARY_INTERMEDIATE_1_CELL TRAVAGLINI_LUNG_CAPILLARY_INTERMEDIATE_1_CELL	-0.505	-1.357	1.785	-2.506	-5.328	-3.654	-4.402	-1.084	3.331	6.697	4.480
GSE2585_CTEC_VS_THYMIC_MACROPHAGE_UP GSE2585_CTEC_VS_THYMIC_MACROPHAGE_UP	-0.737	1.838	1.838	-0.737	-6.977	-4.390	-5.109	-0.585	2.921	2.349	2.635
GSE2706_R848_VS_R848_AND_LPS_2H_STIM_DC_UP GSE2706_R848_VS_R848_AND_LPS_2H_STIM_DC_UP	-1.129	0.270	2.500	-1.383	-3.960	-4.652	-4.652	-0.441	3.107	4.505	2.507
GSE29949_CD8_NEG_DC_SPLEEN_VS_DC_BRAIN_UP GSE29949_CD8_NEG_DC_SPLEEN_VS_DC_BRAIN_UP	-0.632	1.363	1.162	-4.827	-1.787	-1.787	-3.520	-0.286	-0.379	2.914	5.847
GSE19198_CTRL_VS_IL21_TREATED_TCELL_1H_UP GSE19198_CTRL_VS_IL21_TREATED_TCELL_1H_UP	0.415	2.066	-0.379	-1.787	-2.536	-4.125	-2.994	-1.219	2.333	3.901	2.339
BLANCO_MELO_HUMAN_PARAINFLUENZA_VIRUS_3_INFECTION_A594_CELLS_DN BLANCO_MELO_HUMAN_PARAINFLUENZA_VIRUS_3_INFECTION_A594_CELLS_DN	0.869	-0.884	-0.482	-2.441	-1.505	-3.082	-1.505	-0.343	0.869	0.869	9.432
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_16D_DN TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_16D_DN	0.464	-0.686	0.464	-0.686	-2.890	-3.575	-3.575	-0.265	2.962	1.980	3.338
PKCA_DN.V1_UP PKCA_DN.V1_UP	3.331	-0.276	0.328	-3.032	-1.680	-1.680	-4.402	-0.378	0.439	3.331	2.063
GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_1H_DN GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_1H_DN	0.841	0.558	0.692	-2.335	-2.335	-0.917	-3.226	-1.969	0.692	2.921	4.253
GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_PRO_BCELL_UP GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_PRO_BCELL_UP	-0.334	1.232	1.436	-1.331	-4.323	-2.697	-3.168	0.463	1.045	2.145	2.152
GSE22342_CD11C_HIGH_VS_LOW_DECIDUAL_MACROPHAGES_DN GSE22342_CD11C_HIGH_VS_LOW_DECIDUAL_MACROPHAGES_DN	0.396	2.006	1.531	-1.832	-0.658	-1.524	-4.898	-1.524	1.122	0.396	3.157
REACTOME_COLLAGEN_FORMATION REACTOME_COLLAGEN_FORMATION	1.199	-0.247	0.714	-1.503	-1.503	-2.729	-2.029	-0.791	-0.554	2.954	3.863
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_24H_UP GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_24H_UP	2.413	0.463	-1.331	-1.923	-1.092	-1.607	-1.607	-1.331	0.359	2.995	3.647
HALLMARK_KRAS_SIGNALING_DN HALLMARK_KRAS_SIGNALING_DN	-0.457	-0.457	-3.226	0.442	-0.737	-0.917	-0.351	-1.369	-0.457	2.627	5.800
GSE29614_CTRL_VS_DAY3_TIV_FLU_VACCINE_PBMC_DN GSE29614_CTRL_VS_DAY3_TIV_FLU_VACCINE_PBMC_DN	1.555	0.782	-0.309	-1.943	0.293	-0.686	-4.547	-1.076	0.948	0.502	2.612
GOMF_SEMAPHORIN_RECEPTOR_BINDING GOMF_SEMAPHORIN_RECEPTOR_BINDING	0.821	0.200	-0.434	-0.952	-0.952	-0.952	-0.952	0.200	0.821	-0.952	4.848
DESCARTES_FETAL_MUSCLE_SMOOTH_MUSCLE_CELLS DESCARTES_FETAL_MUSCLE_SMOOTH_MUSCLE_CELLS	0.558	-0.558	-0.819	-1.642	0.772	-1.642	-0.368	-0.558	-0.558	0.558	5.383
DESCARTES_MAIN_FETAL_GOBLET_CELLS DESCARTES_MAIN_FETAL_GOBLET_CELLS	1.017	0.287	-1.361	0.720	-0.864	-0.316	0.476	-1.361	-0.534	-1.361	3.792
