GO	[-8.26 -0.76]	[-0.76 -0.30]	[-0.30 -0.05]	[-0.05 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.10]	[0.10 0.41]	[0.41 1.02]	[1.02 7.81]
HALLMARK_MYC_TARGETS_V1 HALLMARK_MYC_TARGETS_V1	-3.768	24.109	31.249	-2.335	-8.302	-8.302	-8.302	0.341	-0.351	-8.302	-8.292
GSE7764_IL15_TREATED_VS_CTRL_NK_CELL_24H_UP GSE7764_IL15_TREATED_VS_CTRL_NK_CELL_24H_UP	-1.389	27.817	12.671	-4.423	-7.017	-8.344	-8.344	-0.751	1.368	-0.932	-5.983
GSE5142_HTERT_TRANSDUCED_VS_CTRL_CD8_TCELL_LATE_PASSAGE_CLONE_UP GSE5142_HTERT_TRANSDUCED_VS_CTRL_CD8_TCELL_LATE_PASSAGE_CLONE_UP	-1.092	14.154	22.915	-5.039	-6.898	-8.219	-8.219	-1.092	1.436	-0.561	-4.316
HALLMARK_OXIDATIVE_PHOSPHORYLATION HALLMARK_OXIDATIVE_PHOSPHORYLATION	-6.977	1.606	12.767	-0.737	-6.977	-8.302	-8.302	2.627	15.170	-0.917	-6.968
GSE31082_DN_VS_CD4_SP_THYMOCYTE_UP GSE31082_DN_VS_CD4_SP_THYMOCYTE_UP	-3.226	7.542	23.363	-1.969	-8.302	-8.302	-8.302	-0.585	4.243	-0.585	-3.761
MORF_RAB1A MORF_RAB1A	-6.622	-0.783	11.332	-0.620	-7.927	-7.927	-6.622	2.651	18.180	0.425	-5.610
GSE29164_CD8_TCELL_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY3_UP GSE29164_CD8_TCELL_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY3_UP	-3.255	3.512	21.759	-3.255	-8.344	-8.344	-8.344	0.432	7.019	0.333	-3.792
GOBP_TRNA_METABOLIC_PROCESS GOBP_TRNA_METABOLIC_PROCESS	-0.363	10.747	19.061	-0.620	-7.428	-7.428	-7.428	-1.227	2.487	-2.627	-7.419
GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_DN GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_DN	-2.751	-1.969	-0.457	-3.768	-8.302	-8.302	-8.302	-1.127	8.493	14.553	9.509
GSE18893_CTRL_VS_TNF_TREATED_TCONV_2H_DN GSE18893_CTRL_VS_TNF_TREATED_TCONV_2H_DN	-3.737	7.150	16.550	-1.946	-6.938	-8.260	-8.260	0.263	9.064	-1.109	-4.349
GSE24634_TEFF_VS_TCONV_DAY3_IN_CULTURE_UP GSE24634_TEFF_VS_TCONV_DAY3_IN_CULTURE_UP	-1.331	24.411	12.962	-3.168	-6.898	-6.898	-8.219	-0.437	-0.437	-1.092	-1.602
GSE41867_NAIVE_VS_DAY15_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_UP GSE41867_NAIVE_VS_DAY15_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_UP	-4.390	5.788	17.083	-2.335	-8.302	-8.302	-8.302	-0.457	6.207	1.008	-3.219
GSE22103_UNSTIM_VS_GMCSF_AND_IFNG_STIM_NEUTROPHIL_UP GSE22103_UNSTIM_VS_GMCSF_AND_IFNG_STIM_NEUTROPHIL_UP	-2.335	0.692	19.087	-1.127	-8.302	-6.977	-8.302	-1.649	11.079	1.838	-4.382
GSE9988_LPS_VS_CTRL_TREATED_MONOCYTE_DN GSE9988_LPS_VS_CTRL_TREATED_MONOCYTE_DN	-6.977	-0.457	5.382	-2.335	-8.302	-8.302	-8.302	0.558	17.083	5.788	-0.734
GSE27786_BCELL_VS_NEUTROPHIL_UP GSE27786_BCELL_VS_NEUTROPHIL_UP	-1.969	1.838	24.865	-3.768	-8.302	-6.977	-8.302	2.349	2.627	0.442	-4.382
GSE36009_UNSTIM_VS_LPS_STIM_DC_DN GSE36009_UNSTIM_VS_LPS_STIM_DC_DN	-4.357	3.595	12.287	-2.724	-8.260	-8.260	-8.260	-0.573	10.624	2.381	-3.190
GSE41867_DAY6_VS_DAY8_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_DN GSE41867_DAY6_VS_DAY8_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_DN	-3.737	19.906	9.572	-0.573	-8.260	-6.938	-8.260	-0.573	2.958	-1.109	-3.190
GSE29164_CD8_TCELL_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY7_UP GSE29164_CD8_TCELL_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY7_UP	-3.768	1.390	10.539	-5.109	-6.977	-8.302	-8.302	-0.264	14.553	2.921	-2.329
GSE9006_HEALTHY_VS_TYPE_1_DIABETES_PBMC_1MONTH_POST_DX_UP GSE9006_HEALTHY_VS_TYPE_1_DIABETES_PBMC_1MONTH_POST_DX_UP	-2.778	2.056	17.620	-1.389	-8.344	-8.344	-7.017	0.432	11.541	-0.597	-4.415
GSE33162_HDAC3_KO_VS_HDAC3_KO_4H_LPS_STIM_MACROPHAGE_UP GSE33162_HDAC3_KO_VS_HDAC3_KO_4H_LPS_STIM_MACROPHAGE_UP	-3.197	0.858	25.788	-0.902	-6.938	-8.260	-8.260	1.026	5.845	-1.350	-2.304
