GO	[-1.00 -0.89]	[-0.89 -0.74]	[-0.74 -0.55]	[-0.55 -0.35]	[-0.35 -0.15]	[-0.15 0.07]	[0.07 0.31]	[0.31 0.52]	[0.52 0.71]	[0.71 0.88]	[0.88 1.00]
REACTOME_MITOCHONDRIAL_TRANSLATION REACTOME_MITOCHONDRIAL_TRANSLATION	-2.101	-2.812	-0.589	-0.834	-1.565	-2.101	0.488	-0.589	0.890	1.736	9.648
REACTOME_HATS_ACETYLATE_HISTONES REACTOME_HATS_ACETYLATE_HISTONES	2.813	0.328	-1.426	-1.426	-0.668	-0.438	-0.987	-0.276	-2.037	-0.438	6.141
REACTOME_S_PHASE REACTOME_S_PHASE	7.458	0.709	-1.176	-1.176	0.310	-1.176	-0.403	-0.923	-0.923	-1.176	1.308
REACTOME_DNA_REPLICATION REACTOME_DNA_REPLICATION	7.498	1.193	-1.079	-1.079	0.578	-1.410	-0.430	-0.811	-0.598	-0.811	-0.429
REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION	5.168	1.077	-0.581	-3.068	-0.430	-1.277	0.537	-0.581	-0.998	-0.769	1.306
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1 REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	5.102	2.490	-0.627	-1.364	0.539	-0.936	-0.252	-0.627	-0.627	-0.936	-1.362
REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	3.051	-0.995	0.426	-0.204	-0.995	-0.995	0.426	-0.995	-0.462	-0.995	2.361
REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX	3.893	1.442	-0.289	-1.806	-0.289	-1.310	1.146	-0.442	0.467	-0.935	-2.474
REACTOME_REGULATION_OF_HMOX1_EXPRESSION_AND_ACTIVITY REACTOME_REGULATION_OF_HMOX1_EXPRESSION_AND_ACTIVITY	3.842	2.814	-0.811	-1.212	0.274	-1.212	0.440	0.274	-0.329	-1.212	-1.783
REACTOME_ELASTIC_FIBRE_FORMATION REACTOME_ELASTIC_FIBRE_FORMATION	-1.783	0.254	0.716	0.254	0.254	-1.058	1.041	-1.783	1.424	1.864	-1.782
REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY	3.514	2.123	-0.390	-2.823	-0.240	-0.390	-0.390	0.372	0.372	-1.333	-1.331
REACTOME_REGULATION_OF_RAS_BY_GAPS REACTOME_REGULATION_OF_RAS_BY_GAPS	3.087	3.087	-0.586	-1.893	0.582	-0.885	-0.374	-0.374	0.238	-0.586	-1.890
REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING	2.545	2.098	-0.471	-2.532	0.729	-0.471	0.498	-0.471	0.316	-1.123	-1.676
REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS	2.416	2.416	-0.315	-2.615	0.939	-0.787	-0.315	-0.315	0.288	-1.182	-1.181
REACTOME_DEGRADATION_OF_DVL REACTOME_DEGRADATION_OF_DVL	2.410	2.410	-0.623	-2.324	0.612	-0.623	0.397	0.397	-0.382	-0.978	-1.500
REACTOME_HEDGEHOG_LIGAND_BIOGENESIS REACTOME_HEDGEHOG_LIGAND_BIOGENESIS	2.814	1.549	-0.329	-2.657	0.907	-0.527	-0.329	-0.329	0.440	-0.811	-1.783
