GO	[-25.09 -0.67]	[-0.67 -0.28]	[-0.28 -0.12]	[-0.12 -0.01]	[-0.01 0.00]	[0.00 0.00]	[0.00 0.05]	[0.05 0.15]	[0.15 0.32]	[0.32 0.66]	[0.66 6.00]
GTF3A_TARGET_GENES GTF3A_TARGET_GENES	-1.611	-1.144	-1.611	-0.541	16.210	5.479	-2.252	-1.611	-1.611	-1.611	-1.607
TOX4_TARGET_GENES TOX4_TARGET_GENES	-1.185	1.016	0.555	4.001	-5.590	-7.896	-0.961	2.996	4.001	0.334	-3.453
ZBED4_TARGET_GENES ZBED4_TARGET_GENES	-1.973	0.318	2.224	1.693	-4.848	-7.062	-1.320	4.627	3.858	-0.661	-1.057
ZZZ3_TARGET_GENES ZZZ3_TARGET_GENES	-1.163	0.679	2.899	6.541	-2.443	-5.022	0.376	1.327	-0.482	-0.885	-3.894
MCM3_TARGET_GENES MCM3_TARGET_GENES	-2.042	-0.929	1.054	2.764	-1.701	-6.513	-0.344	5.250	1.931	-0.344	-1.694
IRX2_TARGET_GENES IRX2_TARGET_GENES	-0.692	-0.888	0.310	3.246	-3.098	-5.412	2.280	1.253	2.906	-1.123	-1.118
NR1D1_TARGET_GENES NR1D1_TARGET_GENES	-1.898	2.240	3.335	1.111	-3.050	-2.412	-0.866	3.335	0.388	-0.866	-2.405
ZMYM2_TARGET_GENES ZMYM2_TARGET_GENES	-1.275	0.321	0.967	3.816	-5.230	-2.603	0.321	1.711	1.439	-2.070	-0.280
HOXA7_TARGET_GENES HOXA7_TARGET_GENES	-0.291	-0.291	0.439	3.556	-2.286	-4.814	0.439	1.764	1.764	-0.791	-2.280
ZNF677_TARGET_GENES ZNF677_TARGET_GENES	-1.103	0.264	4.310	2.091	-0.341	-5.479	-0.473	-0.473	1.271	-0.341	-1.784
ZNF547_TARGET_GENES ZNF547_TARGET_GENES	-0.758	-0.580	2.908	1.225	-2.849	-6.312	0.388	1.015	1.225	0.283	-0.317
YBX3_TARGET_GENES YBX3_TARGET_GENES	-2.238	0.258	0.664	0.944	-1.431	-2.238	1.274	3.601	0.944	-1.431	-1.428
DNMT1_TARGET_GENES DNMT1_TARGET_GENES	-0.595	-0.595	2.000	1.084	-1.781	-5.106	-0.760	3.534	1.506	0.261	-1.185
HDAC8_TARGET_GENES HDAC8_TARGET_GENES	-1.062	-0.448	2.166	1.325	-2.731	-4.248	0.880	1.325	1.325	0.282	-1.362
ZSCAN5C_TARGET_GENES ZSCAN5C_TARGET_GENES	-0.868	2.495	0.339	-0.868	-1.405	-3.256	-0.502	4.756	0.759	0.339	-1.107
ZNF165_TARGET_GENES ZNF165_TARGET_GENES	-1.225	0.520	0.353	2.692	-0.864	-3.317	-1.706	2.692	0.520	-0.864	0.522
BCL6B_TARGET_GENES BCL6B_TARGET_GENES	-0.620	0.587	1.096	2.044	-0.620	-4.737	-0.356	0.737	2.044	-0.356	-2.762
TERF2_TARGET_GENES TERF2_TARGET_GENES	-2.363	0.330	2.250	2.575	-0.702	-2.926	-1.187	1.405	0.451	0.595	-1.182
ZNF585B_TARGET_GENES ZNF585B_TARGET_GENES	-0.566	2.284	1.410	1.410	-1.660	-4.132	-0.412	0.578	1.165	-1.002	-0.997
THRA_TARGET_GENES THRA_TARGET_GENES	-0.334	-0.334	2.371	0.721	-2.669	-2.669	-1.213	2.371	-0.334	-0.334	0.725
PPARA_TARGET_GENES PPARA_TARGET_GENES	-0.374	0.818	1.775	1.416	-1.301	-1.890	-0.586	0.388	0.818	0.388	-2.773
SS18_SSX1_FUSION_UNIPROT_Q8IZH1_UNREVIEWED_TARGET_GENES SS18_SSX1_FUSION_UNIPROT_Q8IZH1_UNREVIEWED_TARGET_GENES	0.472	-0.279	0.472	1.384	-0.854	-2.843	-2.129	2.393	0.324	0.472	-0.416
KDM1B_TARGET_GENES KDM1B_TARGET_GENES	-1.006	0.371	3.221	0.524	-0.360	-1.797	-1.797	0.249	2.070	-0.521	-0.518
FOXD3_TARGET_GENES FOXD3_TARGET_GENES	-1.450	0.403	2.478	0.680	-1.450	-0.796	-0.796	0.680	-0.796	0.403	0.682
ZNF777_TARGET_GENES ZNF777_TARGET_GENES	-0.782	0.334	2.928	-0.471	-1.259	-1.259	-1.259	0.814	-0.471	1.512	0.335
