GO	[-1.85 -0.28]	[-0.28 -0.14]	[-0.14 -0.06]	[-0.06 0.01]	[0.01 0.07]	[0.07 0.12]	[0.12 0.18]	[0.18 0.24]	[0.24 0.33]	[0.33 0.46]	[0.46 17.21]
GOCC_CYTOSOLIC_RIBOSOME GOCC_CYTOSOLIC_RIBOSOME	-0.275	8.262	4.943	0.501	-0.669	-1.429	-2.042	-1.429	-2.042	-1.429	-1.442
GOCC_SWI_SNF_SUPERFAMILY_TYPE_COMPLEX GOCC_SWI_SNF_SUPERFAMILY_TYPE_COMPLEX	-0.866	-2.161	-0.535	-0.535	-0.535	0.477	3.243	1.771	-0.316	-1.365	0.714
GOBP_CARDIAC_SEPTUM_DEVELOPMENT GOBP_CARDIAC_SEPTUM_DEVELOPMENT	-0.260	-1.120	1.507	-0.550	-1.120	-0.550	1.507	-0.260	-0.550	2.686	-1.126
GOMF_MANGANESE_ION_BINDING GOMF_MANGANESE_ION_BINDING	2.583	0.717	-1.411	0.216	-0.407	-1.411	-1.411	0.216	0.216	0.216	1.073
GOCC_MEMBRANE_COAT GOCC_MEMBRANE_COAT	-1.155	0.302	0.479	0.479	-0.301	4.633	0.302	-0.301	-0.489	-1.155	-1.730
GOCC_CATALYTIC_STEP_2_SPLICEOSOME GOCC_CATALYTIC_STEP_2_SPLICEOSOME	-0.438	-0.989	-0.989	1.976	0.971	0.715	0.715	-0.669	0.328	0.501	-2.973
GOBP_POSITIVE_REGULATION_OF_CELL_GROWTH GOBP_POSITIVE_REGULATION_OF_CELL_GROWTH	-1.789	-0.329	1.942	-0.812	0.275	0.910	-1.789	-0.527	-0.812	0.910	1.541
GOBP_NEGATIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY GOBP_NEGATIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	-0.223	-0.621	-0.621	0.396	-0.621	-0.223	3.781	-0.621	-0.223	-0.621	0.819
GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	-1.327	1.653	0.480	-1.327	1.188	-0.363	-1.327	0.480	-0.363	0.795	-0.367
GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY	2.973	-0.301	0.302	-1.155	0.704	-0.489	0.302	0.479	-2.579	0.479	-0.772
GOCC_RESPIRATORY_CHAIN_COMPLEX_IV GOCC_RESPIRATORY_CHAIN_COMPLEX_IV	-0.414	-0.414	-0.414	4.077	-0.414	-0.414	0.211	-0.414	-0.414	0.211	0.637
GOMF_CALCIUM_DEPENDENT_PHOSPHOLIPID_BINDING GOMF_CALCIUM_DEPENDENT_PHOSPHOLIPID_BINDING	-0.580	1.491	0.434	0.893	1.491	-0.199	-0.580	-0.580	-0.580	-0.580	-0.583
GOCC_NUCLEAR_PORE_OUTER_RING GOCC_NUCLEAR_PORE_OUTER_RING	-0.331	-0.331	-0.331	-0.331	0.796	-0.331	-0.331	3.569	0.273	-0.331	-0.333
GOBP_REGULATION_OF_CYTOPLASMIC_TRANSLATION GOBP_REGULATION_OF_CYTOPLASMIC_TRANSLATION	1.053	-0.497	-0.497	-0.497	-0.497	2.552	0.167	0.167	0.525	-0.497	-0.500
GOMF_COMPLEMENT_BINDING GOMF_COMPLEMENT_BINDING	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	4.471	0.361	-0.250
GOBP_NEGATIVE_REGULATION_OF_VIRAL_RELEASE_FROM_HOST_CELL GOBP_NEGATIVE_REGULATION_OF_VIRAL_RELEASE_FROM_HOST_CELL	-0.331	-0.331	0.796	0.796	2.455	-0.331	-0.331	-0.331	-0.331	-0.331	-0.333
GOBP_PEPTIDYL_HISTIDINE_MODIFICATION GOBP_PEPTIDYL_HISTIDINE_MODIFICATION	3.569	0.273	-0.331	-0.331	0.273	-0.331	0.273	-0.331	-0.331	-0.331	-0.333
GOBP_TERTIARY_ALCOHOL_METABOLIC_PROCESS GOBP_TERTIARY_ALCOHOL_METABOLIC_PROCESS	-0.248	-0.248	-0.248	1.015	-0.248	-0.248	-0.248	3.060	-0.248	-0.248	-0.250
