GO	[-10.12 -1.00]	[-1.00 -0.50]	[-0.50 -0.14]	[-0.14 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.19]	[0.19 0.61]	[0.61 1.74]	[1.74 23.61]
LAKE_ADULT_KIDNEY_C26_MESANGIAL_CELLS LAKE_ADULT_KIDNEY_C26_MESANGIAL_CELLS	-0.594	-0.457	-0.957	-0.760	-4.304	-5.099	-6.071	-0.457	2.865	13.933	2.003
ZHONG_RESPONSE_TO_AZACITIDINE_AND_TSA_UP ZHONG_RESPONSE_TO_AZACITIDINE_AND_TSA_UP	-1.129	0.360	0.593	-0.335	-6.464	-6.464	-3.960	-0.441	4.505	2.795	4.903
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_DN TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_DN	0.554	-1.828	-0.292	-2.251	-4.977	-1.171	-2.753	-2.251	1.079	4.997	10.170
DURAND_STROMA_NS_UP DURAND_STROMA_NS_UP	-0.474	0.457	2.324	-1.897	-4.731	-2.767	-6.929	-0.356	2.041	3.997	2.631
DESCARTES_FETAL_SPLEEN_MEGAKARYOCYTES DESCARTES_FETAL_SPLEEN_MEGAKARYOCYTES	-0.493	0.261	-1.619	-1.235	-2.701	-2.098	-2.701	-0.684	2.324	5.854	3.917
PEDERSEN_TARGETS_OF_611CTF_ISOFORM_OF_ERBB2 PEDERSEN_TARGETS_OF_611CTF_ISOFORM_OF_ERBB2	-2.178	0.428	0.428	-0.505	-3.108	-1.547	-2.178	-0.327	0.620	4.517	3.005
GSE34156_TLR1_TLR2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_6H_TREATED_MONOCYTE_DN GSE34156_TLR1_TLR2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_6H_TREATED_MONOCYTE_DN	1.555	2.605	0.502	-0.535	-3.275	-2.767	-2.326	-1.076	0.389	1.133	2.052
ZHAN_MULTIPLE_MYELOMA_LB_UP ZHAN_MULTIPLE_MYELOMA_LB_UP	-0.242	-1.947	1.619	-0.728	-1.947	-0.728	-1.947	-0.728	1.224	1.619	2.563
chrXp21 chrXp21	0.357	-2.859	-0.934	-0.934	0.763	-0.251	1.680	-0.934	-1.361	-0.405	5.086
DESCARTES_MAIN_FETAL_IGFBP1_DKK1_POSITIVE_CELLS DESCARTES_MAIN_FETAL_IGFBP1_DKK1_POSITIVE_CELLS	-0.425	-0.425	-0.557	-0.907	-1.134	-2.070	-1.710	-0.716	0.955	4.405	3.671
BLANCO_MELO_HUMAN_PARAINFLUENZA_VIRUS_3_INFECTION_A594_CELLS_DN BLANCO_MELO_HUMAN_PARAINFLUENZA_VIRUS_3_INFECTION_A594_CELLS_DN	0.869	0.376	-0.884	-0.343	-0.660	-1.925	-2.441	-0.884	-0.660	3.277	3.688
PKCA_DN.V1_UP PKCA_DN.V1_UP	0.570	-0.663	0.570	-0.378	-2.060	-0.854	-2.506	-0.854	-0.505	4.074	2.992
GSE29614_CTRL_VS_TIV_FLU_VACCINE_PBMC_2007_UP GSE29614_CTRL_VS_TIV_FLU_VACCINE_PBMC_2007_UP	2.157	-2.063	-0.595	-1.165	-2.457	-0.263	-0.462	-0.755	0.343	1.034	4.416
DESCARTES_FETAL_PLACENTA_PAEP_MECOM_POSITIVE_CELLS DESCARTES_FETAL_PLACENTA_PAEP_MECOM_POSITIVE_CELLS	0.260	-0.990	0.925	0.601	-1.872	-3.283	-1.530	0.260	0.468	1.327	3.685
KONDO_PROSTATE_CANCER_WITH_H3K27ME3 KONDO_PROSTATE_CANCER_WITH_H3K27ME3	-1.256	-1.832	-0.301	0.301	0.942	0.301	-1.025	-1.524	-0.516	0.635	6.153
GOMF_RECEPTOR_INHIBITOR_ACTIVITY GOMF_RECEPTOR_INHIBITOR_ACTIVITY	-0.354	-0.354	-1.056	-1.056	0.715	-0.624	0.453	-1.781	0.715	-0.354	4.125
DESCARTES_FETAL_INTESTINE_ENS_NEURONS DESCARTES_FETAL_INTESTINE_ENS_NEURONS	0.675	-0.408	-1.421	-0.706	-1.141	0.530	-1.141	-1.141	0.301	2.241	2.867
