GO	[-5.41 -0.81]	[-0.81 -0.35]	[-0.35 -0.01]	[-0.01 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.04]	[0.04 0.42]	[0.42 1.02]	[1.02 5.77]
GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS	-0.407	-0.915	1.943	-0.407	-0.915	2.612	0.875	-0.915	0.216	-0.407	-0.907
GOBP_NEUROTRANSMITTER_SECRETION GOBP_NEUROTRANSMITTER_SECRETION	-0.873	3.526	0.526	0.235	-0.873	-0.873	0.526	-0.873	-0.873	0.235	0.533
GOBP_LIPOPROTEIN_METABOLIC_PROCESS GOBP_LIPOPROTEIN_METABOLIC_PROCESS	3.203	-0.748	1.131	-0.748	-0.748	-0.748	-0.748	0.655	-0.299	0.303	-0.295
GOBP_PROTEIN_O_LINKED_GLYCOSYLATION GOBP_PROTEIN_O_LINKED_GLYCOSYLATION	3.382	1.828	-0.707	-0.273	-0.273	-0.273	-0.707	-0.273	-0.273	-0.707	-0.700
GOCC_SWI_SNF_SUPERFAMILY_TYPE_COMPLEX GOCC_SWI_SNF_SUPERFAMILY_TYPE_COMPLEX	-0.644	-1.250	-0.644	0.539	1.308	1.809	1.308	-0.644	-1.250	-0.644	0.286
GOCC_PERICENTRIOLAR_MATERIAL GOCC_PERICENTRIOLAR_MATERIAL	-0.498	0.166	-0.498	-0.498	-0.498	1.735	0.524	-0.498	-0.498	2.557	-0.494
GOBP_POSTSYNAPSE_ORGANIZATION GOBP_POSTSYNAPSE_ORGANIZATION	-0.301	-0.301	0.572	2.481	-1.208	0.572	1.372	-0.613	-1.208	-0.613	-0.605
GOBP_RIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS GOBP_RIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	-0.581	-0.200	1.492	-0.581	-0.581	0.433	-0.581	-0.581	0.433	-0.581	2.236
GOBP_MITOCHONDRIAL_CALCIUM_ION_HOMEOSTASIS GOBP_MITOCHONDRIAL_CALCIUM_ION_HOMEOSTASIS	3.255	0.712	-0.373	-0.373	-0.373	-0.373	-0.373	-0.373	0.712	-0.373	-0.370
GOBP_REGULATION_OF_MRNA_3_END_PROCESSING GOBP_REGULATION_OF_MRNA_3_END_PROCESSING	-0.415	-0.415	-0.415	2.988	-0.415	-0.415	0.640	-0.415	0.211	0.640	-0.411
GOBP_HOMOLOGOUS_CHROMOSOME_PAIRING_AT_MEIOSIS GOBP_HOMOLOGOUS_CHROMOSOME_PAIRING_AT_MEIOSIS	-0.332	-0.332	2.458	0.272	-0.332	-0.332	-0.332	-0.332	1.530	-0.332	-0.329
GOBP_MICROTUBULE_BUNDLE_FORMATION GOBP_MICROTUBULE_BUNDLE_FORMATION	-0.415	-0.415	-0.415	0.211	-0.415	-0.415	2.044	0.640	-0.415	-0.415	1.267
