GO	[-2.64 -0.21]	[-0.21 -0.13]	[-0.13 -0.08]	[-0.08 -0.05]	[-0.05 -0.01]	[-0.01 0.01]	[0.01 0.05]	[0.05 0.09]	[0.09 0.13]	[0.13 0.22]	[0.22 1.47]
GSE13547_2H_VS_12_H_ANTI_IGM_STIM_BCELL_UP GSE13547_2H_VS_12_H_ANTI_IGM_STIM_BCELL_UP	-1.302	-0.493	-1.302	-2.086	-1.302	-0.285	0.318	0.789	1.108	1.905	1.858
BLANCO_MELO_COVID19_SARS_COV_2_POS_PATIENT_LUNG_TISSUE_DN BLANCO_MELO_COVID19_SARS_COV_2_POS_PATIENT_LUNG_TISSUE_DN	4.198	-0.704	-0.704	0.247	0.247	-0.363	1.663	-0.704	0.247	-1.331	-1.353
GSE7568_IL4_VS_IL4_AND_TGFB_TREATED_MACROPHAGE_24H_DN GSE7568_IL4_VS_IL4_AND_TGFB_TREATED_MACROPHAGE_24H_DN	-0.259	3.246	0.545	-0.694	-0.435	0.545	-1.619	-0.694	2.255	-1.071	-1.655
MIR6857_3P MIR6857_3P	0.256	-0.830	-0.830	-0.351	0.996	-0.830	-0.351	-0.830	-0.830	2.891	1.503
GSE17721_CPG_VS_GARDIQUIMOD_4H_BMDC_DN GSE17721_CPG_VS_GARDIQUIMOD_4H_BMDC_DN	-1.232	-0.759	-0.452	0.352	-2.002	3.068	-0.759	1.194	0.352	1.194	-0.781
GSE369_PRE_VS_POST_IL6_INJECTION_SOCS3_KO_LIVER_UP GSE369_PRE_VS_POST_IL6_INJECTION_SOCS3_KO_LIVER_UP	-0.227	-1.164	1.286	-1.164	-0.227	-0.412	-0.705	-1.918	0.390	0.390	3.790
GOBP_RESPONSE_TO_IONIZING_RADIATION GOBP_RESPONSE_TO_IONIZING_RADIATION	-1.834	1.008	1.822	2.311	-0.652	0.239	-0.652	-1.834	0.239	-0.373	-0.387
FAN_EMBRYONIC_CTX_MICROGLIA_1 FAN_EMBRYONIC_CTX_MICROGLIA_1	-1.344	-1.344	-0.917	-0.609	-1.946	-0.390	0.374	0.565	1.078	1.761	2.537
GSE42088_UNINF_VS_LEISHMANIA_INF_DC_2H_DN GSE42088_UNINF_VS_LEISHMANIA_INF_DC_2H_DN	2.730	0.793	0.793	-0.259	0.347	-0.694	-1.071	-1.071	-2.466	-0.694	1.054
FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_DN FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_DN	0.374	-0.609	0.374	-1.946	-1.946	-1.946	-0.239	0.799	1.078	1.078	1.710
GSE45365_WT_VS_IFNAR_KO_BCELL_DN GSE45365_WT_VS_IFNAR_KO_BCELL_DN	-1.247	-1.247	-1.247	-0.641	-0.320	-0.320	-0.320	1.312	0.283	1.813	1.777
MODULE_261 MODULE_261	-1.414	2.603	-1.414	-0.407	0.216	2.033	0.428	-0.767	-0.767	0.428	-0.420
GSE11961_MEMORY_BCELL_DAY7_VS_GERMINAL_CENTER_BCELL_DAY40_UP GSE11961_MEMORY_BCELL_DAY7_VS_GERMINAL_CENTER_BCELL_DAY40_UP	-1.062	-0.354	-0.626	2.942	-0.354	1.886	0.455	-1.792	-0.354	0.455	-1.087
