GO	[-15.83 -0.95]	[-0.95 -0.45]	[-0.45 -0.09]	[-0.09 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.21]	[0.21 0.58]	[0.58 0.66]	[0.66 1.74]	[1.74 26.66]
GSE411_100MIN_VS_400MIN_IL6_STIM_MACROPHAGE_DN GSE411_100MIN_VS_400MIN_IL6_STIM_MACROPHAGE_DN	2.958	15.909	11.167	-3.737	-8.260	-5.917	-0.447	-0.342	-4.357	-1.628	-5.066
GSE37532_TREG_VS_TCONV_CD4_TCELL_FROM_LN_UP GSE37532_TREG_VS_TCONV_CD4_TCELL_FROM_LN_UP	3.891	13.947	6.207	-1.369	-6.977	-8.302	-0.737	0.558	-5.955	-1.127	-2.745
HP_LACTIC_ACIDOSIS HP_LACTIC_ACIDOSIS	2.122	16.368	4.457	-2.045	-7.179	-7.179	0.293	0.509	-4.166	-0.415	-5.906
GSE6259_FLT3L_INDUCED_33D1_POS_DC_VS_BCELL_UP GSE6259_FLT3L_INDUCED_33D1_POS_DC_VS_BCELL_UP	3.680	12.477	8.226	-1.312	-8.177	-5.843	0.368	0.278	-4.290	-2.670	-4.282
GSE6674_ANTI_IGM_VS_ANTI_IGM_AND_CPG_STIM_BCELL_DN GSE6674_ANTI_IGM_VS_ANTI_IGM_AND_CPG_STIM_BCELL_DN	2.085	11.079	9.493	-0.917	-8.302	-6.977	-0.264	-0.264	-3.768	-0.737	-5.101
GSE22611_NOD2_TRANSDUCED_VS_CTRL_HEK293T_STIMULATED_WITH_MDP_2H_DN GSE22611_NOD2_TRANSDUCED_VS_CTRL_HEK293T_STIMULATED_WITH_MDP_2H_DN	2.350	12.091	7.309	-1.919	-6.307	-6.307	-0.301	-0.524	-7.594	0.514	-3.238
GSE22432_MULTIPOTENT_VS_COMMON_DC_PROGENITOR_UNTREATED_UP GSE22432_MULTIPOTENT_VS_COMMON_DC_PROGENITOR_UNTREATED_UP	2.627	12.193	7.542	-0.737	-6.977	-6.977	0.558	0.442	-3.226	-3.768	-4.382
GSE369_IFNG_KO_VS_WT_LIVER_DN GSE369_IFNG_KO_VS_WT_LIVER_DN	2.697	15.389	2.995	-1.923	-5.039	-5.039	0.874	-0.334	-6.898	0.463	-6.889
GSE10239_KLRG1INT_VS_KLRG1HIGH_EFF_CD8_TCELL_UP GSE10239_KLRG1INT_VS_KLRG1HIGH_EFF_CD8_TCELL_UP	3.230	17.741	4.243	-0.917	-4.390	-8.302	-3.768	0.341	-2.751	-1.969	-1.123
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_24H_CD4_TCELL_DN GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_24H_CD4_TCELL_DN	3.553	4.609	8.987	-0.585	-8.302	-8.302	0.341	2.085	-5.109	-1.369	-3.761
GSE36888_UNTREATED_VS_IL2_TREATED_STAT5_AB_KNOCKIN_TCELL_6H_DN GSE36888_UNTREATED_VS_IL2_TREATED_STAT5_AB_KNOCKIN_TCELL_6H_DN	3.595	13.452	5.845	-2.310	-5.917	-8.260	-0.447	-0.447	-5.074	-0.902	-1.105
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_12H_CD4_TCELL_DN GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_12H_CD4_TCELL_DN	3.936	6.702	8.082	-1.946	-6.938	-8.260	1.211	0.263	-3.737	-0.573	-4.349
GSE43863_NAIVE_VS_MEMORY_LY6C_INT_CXCR5POS_CD4_TCELL_D150_LCMV_DN GSE43863_NAIVE_VS_MEMORY_LY6C_INT_CXCR5POS_CD4_TCELL_D150_LCMV_DN	2.381	10.092	7.150	-2.310	-8.260	-5.917	0.263	0.571	-3.737	0.263	-3.730
GSE36476_CTRL_VS_TSST_ACT_16H_MEMORY_CD4_TCELL_OLD_DN GSE36476_CTRL_VS_TSST_ACT_16H_MEMORY_CD4_TCELL_OLD_DN	3.230	7.542	7.084	-3.768	-8.302	-6.977	0.558	1.008	-3.768	-0.737	-1.644
GSE21670_UNTREATED_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_DN GSE21670_UNTREATED_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_DN	3.071	7.350	7.350	-2.235	-8.135	-8.135	0.609	0.377	-2.643	-0.317	-3.103
GSE37532_TREG_VS_TCONV_PPARG_KO_CD4_TCELL_FROM_LN_DN GSE37532_TREG_VS_TCONV_PPARG_KO_CD4_TCELL_FROM_LN_DN	2.958	10.092	6.267	-1.109	-6.938	-8.260	0.263	0.452	-4.357	-0.902	-1.941
GSE43863_TH1_VS_TFH_MEMORY_CD4_TCELL_UP GSE43863_TH1_VS_TFH_MEMORY_CD4_TCELL_UP	2.921	7.084	7.084	-1.369	-8.302	-6.977	1.008	0.558	-5.109	-0.737	-2.329
GSE43863_NAIVE_VS_MEMORY_TFH_CD4_TCELL_D150_LCMV_DN GSE43863_NAIVE_VS_MEMORY_TFH_CD4_TCELL_D150_LCMV_DN	2.958	11.167	9.064	-2.310	-6.938	-4.357	-0.724	-0.342	-1.946	-3.197	-1.623
GOBP_TRANSLATIONAL_TERMINATION GOBP_TRANSLATIONAL_TERMINATION	2.196	15.933	3.348	-0.828	-4.353	-4.353	-0.424	-0.424	-3.291	-3.291	-3.286
GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_DN GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_DN	3.936	8.567	6.267	-3.197	-6.938	-5.074	-0.573	0.706	-3.197	0.263	-3.190
GSE17974_0H_VS_6H_IN_VITRO_ACT_CD4_TCELL_DN GSE17974_0H_VS_6H_IN_VITRO_ACT_CD4_TCELL_DN	3.638	9.141	5.903	-0.437	-5.039	-8.219	-0.334	-0.886	-3.706	-0.710	-1.918
GSE33292_WT_VS_TCF1_KO_DN3_THYMOCYTE_DN GSE33292_WT_VS_TCF1_KO_DN3_THYMOCYTE_DN	2.317	2.317	7.019	-1.992	-8.344	-5.992	0.678	3.512	-2.778	-0.271	-3.248
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_4H_CD4_TCELL_DN GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_4H_CD4_TCELL_DN	3.936	6.702	2.662	-0.902	-6.938	-8.260	1.631	1.026	-2.724	-1.350	-2.304
GSE5679_PPARG_LIGAND_ROSIGLITAZONE_VS_RARA_AGONIST_AM580_TREATED_DC_UP GSE5679_PPARG_LIGAND_ROSIGLITAZONE_VS_RARA_AGONIST_AM580_TREATED_DC_UP	2.413	5.093	4.709	-1.923	-8.219	-6.898	-0.334	3.309	-2.697	-0.561	-1.327
GSE46606_UNSTIM_VS_CD40L_IL2_IL5_1DAY_STIMULATED_IRF4_KO_BCELL_UP GSE46606_UNSTIM_VS_CD40L_IL2_IL5_1DAY_STIMULATED_IRF4_KO_BCELL_UP	2.627	5.788	4.243	-3.768	-5.955	-6.977	1.008	0.442	-3.768	1.191	-1.365
GSE3982_EOSINOPHIL_VS_MAC_DN GSE3982_EOSINOPHIL_VS_MAC_DN	2.115	2.662	5.436	-0.902	-6.938	-8.260	-0.724	2.381	-2.724	1.413	-1.941
SCHUHMACHER_MYC_TARGETS_UP SCHUHMACHER_MYC_TARGETS_UP	5.186	9.059	2.689	-0.595	-3.315	-3.315	-1.705	-0.595	-3.315	-1.224	-2.357
GSE17301_CTRL_VS_48H_ACD3_ACD28_IFNA2_STIM_CD8_TCELL_UP GSE17301_CTRL_VS_48H_ACD3_ACD28_IFNA2_STIM_CD8_TCELL_UP	2.085	5.382	6.207	-2.335	-6.977	-4.390	-0.264	0.692	-3.226	0.841	-1.964
GSE17974_0H_VS_4H_IN_VITRO_ACT_CD4_TCELL_DN GSE17974_0H_VS_4H_IN_VITRO_ACT_CD4_TCELL_DN	2.958	5.845	2.958	-1.109	-6.938	-6.938	0.350	0.706	-4.357	0.452	-0.444
MYC_UP.V1_UP MYC_UP.V1_UP	9.114	4.152	3.788	-1.504	-6.149	-3.124	-1.825	0.440	-1.227	-2.197	-0.786
BURTON_ADIPOGENESIS_5 BURTON_ADIPOGENESIS_5	2.671	7.343	4.753	-2.346	-3.784	-4.893	0.735	-1.840	-2.346	-0.311	-1.426
GSE41867_LCMV_ARMSTRONG_VS_CLONE13_DAY8_EFFECTOR_CD8_TCELL_DN GSE41867_LCMV_ARMSTRONG_VS_CLONE13_DAY8_EFFECTOR_CD8_TCELL_DN	2.145	2.413	4.337	-1.607	-8.219	-5.039	0.271	2.697	-2.285	1.045	-1.918
GSE21678_WT_VS_FOXO1_FOXO3_KO_TREG_DN GSE21678_WT_VS_FOXO1_FOXO3_KO_TREG_DN	3.687	7.363	3.350	-2.457	-4.722	-5.544	0.567	-1.165	-2.457	0.343	-0.592
GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_IFNG_KO_UP GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_IFNG_KO_UP	2.697	3.376	4.943	-1.656	-5.289	-5.289	-0.367	0.914	-5.289	0.585	-0.491
ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_UP ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_UP	5.385	5.385	4.302	-0.671	-2.507	-3.481	-1.833	-1.334	-3.481	-0.671	-0.954
GSE40274_CTRL_VS_FOXP3_AND_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP GSE40274_CTRL_VS_FOXP3_AND_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	2.324	8.526	1.531	-1.552	-3.960	-5.679	-1.897	1.531	-2.298	0.906	-1.254
GSE30971_2H_VS_4H_LPS_STIM_MACROPHAGE_WBP7_HET_UP GSE30971_2H_VS_4H_LPS_STIM_MACROPHAGE_WBP7_HET_UP	2.840	4.532	4.914	-3.582	-4.191	-4.898	-0.301	-0.301	-3.052	0.942	-0.513
