GO	[-15.83 -0.95]	[-0.95 -0.45]	[-0.45 -0.09]	[-0.09 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.21]	[0.21 0.58]	[0.58 0.66]	[0.66 1.74]	[1.74 26.66]
HALLMARK_MYC_TARGETS_V1 HALLMARK_MYC_TARGETS_V1	0.692	12.767	17.083	-0.457	-8.302	-8.302	-0.737	1.191	-5.955	-3.226	-8.292
MORF_DAP3 MORF_DAP3	-0.527	19.735	12.093	-0.841	-8.094	-8.094	-0.671	1.507	-5.768	-1.855	-8.084
HALLMARK_OXIDATIVE_PHOSPHORYLATION HALLMARK_OXIDATIVE_PHOSPHORYLATION	1.008	22.626	9.493	-0.585	-8.302	-6.977	-1.649	0.841	-5.109	-3.226	-6.968
MORF_ANP32B MORF_ANP32B	-1.092	10.175	18.658	-0.561	-8.219	-8.219	0.720	1.436	-4.323	-2.697	-8.209
GOCC_RIBOSOMAL_SUBUNIT GOCC_RIBOSOMAL_SUBUNIT	0.593	20.107	12.284	-2.015	-6.464	-6.464	0.468	0.360	-5.470	-6.464	-4.644
GOBP_MITOCHONDRIAL_GENE_EXPRESSION GOBP_MITOCHONDRIAL_GENE_EXPRESSION	1.584	25.077	5.756	-2.709	-6.846	-6.846	0.615	-0.337	-4.658	-4.658	-5.593
GOBP_TRNA_METABOLIC_PROCESS GOBP_TRNA_METABOLIC_PROCESS	1.686	24.313	5.336	-2.197	-7.428	-7.428	0.440	-0.363	-5.173	-1.504	-7.419
GSE22432_PDC_VS_TGFB1_TREATEDCOMMON_DC_PROGENITOR_UP GSE22432_PDC_VS_TGFB1_TREATEDCOMMON_DC_PROGENITOR_UP	-0.334	16.666	11.256	-0.437	-8.219	-8.219	1.436	0.359	-5.880	-3.168	-6.889
SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM	-0.904	12.554	17.964	-0.706	-5.445	-6.679	0.530	0.530	-5.445	-4.512	-6.671
MORF_RPA2 MORF_RPA2	-0.798	7.625	14.173	-1.787	-7.969	-7.969	1.363	5.019	-4.827	-2.994	-6.652
