GO	[-10.07 -0.95]	[-0.95 -0.45]	[-0.45 -0.09]	[-0.09 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.21]	[0.21 0.58]	[0.58 0.66]	[0.66 1.74]	[1.74 26.69]
MEK_UP.V1_UP MEK_UP.V1_UP	-0.407	-0.407	-0.309	-1.855	-5.768	-5.768	-1.545	1.977	-1.042	8.372	5.268
GSE21379_WT_VS_SAP_KO_TFH_CD4_TCELL_UP GSE21379_WT_VS_SAP_KO_TFH_CD4_TCELL_UP	-0.737	-0.351	-0.585	-2.335	-4.390	-5.955	-0.585	1.390	-0.264	10.010	2.931
GSE18804_SPLEEN_MACROPHAGE_VS_BRAIN_TUMORAL_MACROPHAGE_UP GSE18804_SPLEEN_MACROPHAGE_VS_BRAIN_TUMORAL_MACROPHAGE_UP	-1.275	-0.309	1.296	-3.081	-6.780	-2.210	-0.842	2.803	-1.042	6.080	2.813
GSE3982_NKCELL_VS_TH1_UP GSE3982_NKCELL_VS_TH1_UP	-0.658	0.396	2.840	-4.191	-3.052	-5.731	0.396	0.780	-0.658	4.164	2.014
GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	0.457	-0.474	-1.258	-1.007	-3.960	-2.767	-1.897	-0.796	1.530	4.782	6.091
DURAND_STROMA_NS_UP DURAND_STROMA_NS_UP	-0.356	-0.261	2.624	-4.731	-4.731	-2.767	-0.620	0.587	-0.356	3.997	2.633
GSE45365_CTRL_VS_MCMV_INFECTION_NK_CELL_UP GSE45365_CTRL_VS_MCMV_INFECTION_NK_CELL_UP	-0.886	0.359	5.903	-2.697	-5.039	-2.697	0.271	1.656	-1.331	1.044	2.153
GSE27092_WT_VS_HDAC7_PHOSPHO_DEFICIENT_CD8_TCELL_UP GSE27092_WT_VS_HDAC7_PHOSPHO_DEFICIENT_CD8_TCELL_UP	0.546	1.368	1.170	-1.992	-5.145	-5.145	-0.751	0.432	-0.751	3.847	2.603
DESCARTES_FETAL_LIVER_MEGAKARYOCYTES DESCARTES_FETAL_LIVER_MEGAKARYOCYTES	0.347	-1.046	-1.315	-2.008	-2.008	-2.449	-1.633	0.347	0.599	6.843	5.015
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_DN SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_DN	-0.545	-2.045	-1.687	-0.415	-4.952	-1.379	-1.115	0.800	2.706	3.708	3.719
GSE19825_NAIVE_VS_DAY3_EFF_CD8_TCELL_UP GSE19825_NAIVE_VS_DAY3_EFF_CD8_TCELL_UP	-0.351	-0.351	0.341	-0.737	-2.335	-3.226	-2.335	-0.585	0.341	2.349	9.007
FAN_EMBRYONIC_CTX_EX_4_EXCITATORY_NEURON FAN_EMBRYONIC_CTX_EX_4_EXCITATORY_NEURON	0.630	-0.580	0.630	-4.621	-4.621	-3.220	0.630	0.964	0.787	2.139	2.439
GSE29614_CTRL_VS_DAY3_TIV_FLU_VACCINE_PBMC_UP GSE29614_CTRL_VS_DAY3_TIV_FLU_VACCINE_PBMC_UP	2.431	1.034	-1.423	-2.457	-2.909	-1.720	-0.755	-0.595	0.342	1.432	4.418
GSE13411_NAIVE_VS_MEMORY_BCELL_UP GSE13411_NAIVE_VS_MEMORY_BCELL_UP	0.436	-0.769	-0.271	-2.088	-2.088	-1.443	-2.483	2.398	0.436	2.990	2.407
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_1H_UP GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_1H_UP	0.750	-1.363	-0.713	0.370	-1.111	-4.617	-1.111	-0.559	1.986	2.252	2.842
chrXp21 chrXp21	0.357	-1.961	-1.361	1.335	0.539	0.539	-1.961	-1.961	-0.251	-0.405	5.088
GOMF_METALLOPEPTIDASE_ACTIVITY GOMF_METALLOPEPTIDASE_ACTIVITY	-0.535	-0.309	1.555	-1.324	-3.275	-2.767	-1.076	1.335	0.389	1.555	2.918
MADAN_DPPA4_TARGETS MADAN_DPPA4_TARGETS	-0.714	-0.452	1.038	-2.486	-1.092	-1.640	-0.273	-0.714	2.151	-0.273	4.196
GOBP_INNERVATION GOBP_INNERVATION	-0.434	-0.952	0.200	0.457	-0.952	-0.952	-0.952	-0.952	-0.434	2.471	3.983
GSE35543_IN_VIVO_NTREG_VS_CONVERTED_EX_ITREG_DN GSE35543_IN_VIVO_NTREG_VS_CONVERTED_EX_ITREG_DN	-0.351	0.558	-0.917	-1.127	-1.370	-3.226	-0.737	0.341	0.841	3.891	2.093
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_3H_DN GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_3H_DN	-0.264	-0.585	-0.457	-1.969	-1.969	-0.585	-1.969	0.558	1.008	1.838	4.256
DESCARTES_FETAL_KIDNEY_METANEPHRIC_CELLS DESCARTES_FETAL_KIDNEY_METANEPHRIC_CELLS	1.014	-0.757	-1.232	-0.973	-0.757	-0.973	-0.319	-1.904	2.265	0.283	4.409
GOMF_PEPTIDE_RECEPTOR_ACTIVITY GOMF_PEPTIDE_RECEPTOR_ACTIVITY	0.283	-0.973	-1.232	-0.973	0.283	-1.232	-2.335	0.283	3.250	1.224	2.273
