GO	[-5.58 -0.84]	[-0.84 -0.37]	[-0.37 -0.07]	[-0.07 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.19]	[0.19 0.61]	[0.61 5.34]
GO_CYTOSOLIC_RIBOSOME GO_CYTOSOLIC_RIBOSOME	-0.241	-1.961	-1.961	2.097	1.239	2.097	0.371	0.601	-1.961	-1.199	-0.444
GO_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE GO_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	1.193	-2.003	-2.003	1.193	1.193	2.031	0.352	0.574	-1.233	-1.233	-1.255
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	0.788	-2.088	-2.088	1.108	1.108	1.905	0.524	0.788	-1.302	-0.814	-1.325
GO_TRANSLATIONAL_INITIATION GO_TRANSLATIONAL_INITIATION	-0.677	-1.861	-1.353	1.766	0.869	1.133	0.454	2.536	-1.861	-0.968	-0.477
GO_PROTEIN_TARGETING_TO_MEMBRANE GO_PROTEIN_TARGETING_TO_MEMBRANE	0.982	-1.729	-1.729	0.982	1.668	1.303	0.481	0.708	-1.162	-1.162	-1.186
GO_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT GO_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT	-0.279	-1.164	-1.164	1.443	1.443	0.609	0.324	1.443	-1.164	-1.164	-0.592
GO_RIBOSOMAL_SUBUNIT GO_RIBOSOMAL_SUBUNIT	-0.399	-1.013	-1.013	2.383	0.854	1.526	0.854	0.380	-2.383	-1.013	-0.665
GO_MRNA_TRANSPORT GO_MRNA_TRANSPORT	0.466	-0.715	1.902	-3.062	0.301	0.919	-0.715	-0.715	-0.715	-0.473	2.257
GO_STRUCTURAL_CONSTITUENT_OF_RIBOSOME GO_STRUCTURAL_CONSTITUENT_OF_RIBOSOME	0.318	-0.814	-1.302	1.108	1.108	1.481	1.108	0.524	-2.088	-1.302	-0.832
GO_VIRAL_GENE_EXPRESSION GO_VIRAL_GENE_EXPRESSION	0.869	-0.968	-0.968	0.869	1.133	1.432	-0.460	1.432	-2.545	-1.861	-0.314
GO_ESTABLISHMENT_OF_RNA_LOCALIZATION GO_ESTABLISHMENT_OF_RNA_LOCALIZATION	0.509	-0.821	1.817	-2.813	0.702	0.930	-0.257	-1.141	-1.141	-0.576	1.771
GO_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION GO_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_ORGANIZATION	-0.969	-0.651	-1.408	0.343	-0.651	1.011	1.011	3.972	-0.651	-1.408	0.330
GO_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM GO_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	0.591	-1.549	-2.383	0.854	0.854	1.932	0.591	0.591	-1.013	-0.648	-0.665
GO_RNA_EXPORT_FROM_NUCLEUS GO_RNA_EXPORT_FROM_NUCLEUS	0.586	-0.589	1.810	-1.911	0.238	0.827	0.238	-0.589	-0.892	-1.911	2.174
GO_NUCLEAR_EXPORT GO_NUCLEAR_EXPORT	0.843	0.437	2.086	-1.894	-0.476	0.437	-0.313	-0.992	-0.697	-1.894	2.037
GO_MRNA_EXPORT_FROM_NUCLEUS GO_MRNA_EXPORT_FROM_NUCLEUS	0.616	-0.382	1.990	-2.341	0.233	0.398	-0.382	-0.382	-0.625	-1.513	1.951
GO_CARBOHYDRATE_CATABOLIC_PROCESS GO_CARBOHYDRATE_CATABOLIC_PROCESS	0.982	0.481	1.303	-1.729	0.481	0.982	-0.767	-0.301	-0.767	-2.595	0.688
GO_MIDBODY GO_MIDBODY	-0.287	0.501	-1.132	0.316	-0.472	1.718	-0.287	0.735	1.718	-1.132	-2.587
GO_GOLGI_CIS_CISTERNA GO_GOLGI_CIS_CISTERNA	-0.290	-0.290	0.313	5.466	-0.290	-0.290	-0.290	-0.290	-0.290	-0.290	-0.294
GO_LARGE_RIBOSOMAL_SUBUNIT GO_LARGE_RIBOSOMAL_SUBUNIT	-0.408	-0.408	-1.415	2.033	1.087	0.428	0.428	1.087	-1.415	-0.767	-0.781
GO_SPINDLE_ASSEMBLY GO_SPINDLE_ASSEMBLY	0.432	1.007	-0.653	0.432	-0.373	-0.373	-1.835	3.444	-1.097	-0.373	-0.384
GO_MITOTIC_SPINDLE_POLE GO_MITOTIC_SPINDLE_POLE	0.363	-0.247	0.363	-0.663	-0.663	0.363	-0.663	3.583	-0.663	0.363	-0.672
GO_NEGATIVE_REGULATION_OF_VIRAL_LIFE_CYCLE GO_NEGATIVE_REGULATION_OF_VIRAL_LIFE_CYCLE	-0.223	-0.622	1.391	-0.622	0.397	-0.223	-0.622	-0.622	-0.622	-0.223	2.855
GO_NEGATIVE_REGULATION_OF_VIRAL_PROCESS GO_NEGATIVE_REGULATION_OF_VIRAL_PROCESS	0.279	-0.324	1.062	-0.788	0.279	-0.324	-0.788	-0.788	-0.788	0.279	3.010
GO_PHOSPHATIDYLINOSITOL_PHOSPHATE_PHOSPHATASE_ACTIVITY GO_PHOSPHATIDYLINOSITOL_PHOSPHATE_PHOSPHATASE_ACTIVITY	0.166	-0.497	-0.497	0.166	1.738	-0.497	0.166	-0.497	-0.497	2.560	-0.504
