GO	[-7.31 -0.93]	[-0.93 -0.40]	[-0.40 -0.09]	[-0.09 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.03]	[0.03 0.29]	[0.29 0.76]	[0.76 6.09]
REACTOME_SUMOYLATION_OF_RNA_BINDING_PROTEINS REACTOME_SUMOYLATION_OF_RNA_BINDING_PROTEINS	0.283	1.813	-0.320	-0.642	-0.642	0.886	-1.247	-0.642	-0.642	3.026	-1.264
BILD_SRC_ONCOGENIC_SIGNATURE BILD_SRC_ONCOGENIC_SIGNATURE	-0.872	1.444	0.236	-0.872	0.236	2.051	-0.872	0.236	-0.872	0.934	-0.883
WANG_CLIM2_TARGETS_DN WANG_CLIM2_TARGETS_DN	-0.759	-0.255	1.193	-0.255	-1.233	1.193	1.585	-0.759	-0.759	-2.003	1.168
HUANG_GATA2_TARGETS_DN HUANG_GATA2_TARGETS_DN	-0.434	1.849	-0.955	0.458	0.199	-0.434	-0.434	0.199	2.493	-0.955	-0.967
PID_AVB3_INTEGRIN_PATHWAY PID_AVB3_INTEGRIN_PATHWAY	0.236	-0.872	-0.872	-0.378	2.051	0.236	2.051	-0.872	0.236	0.236	-0.883
WP_MECP2_AND_ASSOCIATED_RETT_SYNDROME WP_MECP2_AND_ASSOCIATED_RETT_SYNDROME	-0.434	2.493	0.199	-0.955	-0.955	-0.434	-0.434	-0.955	0.458	0.199	1.824
XU_GH1_AUTOCRINE_TARGETS_UP XU_GH1_AUTOCRINE_TARGETS_UP	-0.406	0.217	-0.406	-0.913	3.369	-0.913	0.492	0.217	-0.406	0.877	-0.925
BREDEMEYER_RAG_SIGNALING_NOT_VIA_ATM_UP BREDEMEYER_RAG_SIGNALING_NOT_VIA_ATM_UP	3.281	-0.539	-0.176	0.477	-0.539	-0.539	-0.539	0.477	-0.539	0.477	-0.546
CAFFAREL_RESPONSE_TO_THC_DN CAFFAREL_RESPONSE_TO_THC_DN	0.166	-0.497	0.166	-0.497	-0.497	-0.497	-0.497	-0.497	2.560	1.738	0.163
ZHAN_MULTIPLE_MYELOMA_HP_DN ZHAN_MULTIPLE_MYELOMA_HP_DN	-0.414	0.211	-0.414	-0.414	1.260	-0.414	2.991	-0.414	-0.414	0.211	-0.420
REACTOME_VISUAL_PHOTOTRANSDUCTION REACTOME_VISUAL_PHOTOTRANSDUCTION	-0.331	-0.331	3.578	-0.331	-0.331	0.273	-0.331	-0.331	-0.331	0.796	-0.335
YU_MYC_TARGETS_DN YU_MYC_TARGETS_DN	-0.497	-0.497	0.166	-0.497	1.055	-0.497	0.525	0.166	-0.497	2.560	-0.504
KAMMINGA_SENESCENCE KAMMINGA_SENESCENCE	-0.373	-0.373	-0.373	3.259	-0.373	-0.373	0.240	-0.373	0.713	-0.373	0.236
