GO	[-2.13 -0.32]	[-0.32 -0.21]	[-0.21 -0.14]	[-0.14 -0.09]	[-0.09 -0.03]	[-0.03 0.02]	[0.02 0.08]	[0.08 0.15]	[0.15 0.23]	[0.23 0.40]	[0.40 2.90]
MIR605_5P MIR605_5P	-1.588	-0.901	-0.504	-0.268	-0.268	-1.588	0.337	-0.901	-0.268	2.809	3.514
MIR630 MIR630	-1.042	-0.494	-0.494	-0.223	-0.223	-1.042	1.665	3.686	-1.042	-0.494	0.411
MIR4790_3P MIR4790_3P	0.992	-0.353	-0.833	-0.833	-0.353	-0.833	-0.833	0.992	1.525	-0.833	1.561
AGCATTA_MIR155 AGCATTA_MIR155	-0.272	-1.273	-2.052	-0.791	-0.476	0.545	-0.272	1.958	0.545	2.441	-0.762
MIR26B_3P MIR26B_3P	-0.480	0.357	-0.868	-0.480	0.614	-1.546	-0.480	-0.868	0.942	4.236	-0.461
MIR376C_3P MIR376C_3P	-1.630	0.554	-0.934	0.318	-0.529	0.860	-1.630	2.716	-0.529	0.860	-0.271
MIR1178_3P MIR1178_3P	-1.000	0.425	-0.205	-1.000	-1.000	-0.465	-1.000	0.425	0.425	0.772	3.132
MIR223_3P MIR223_3P	-0.645	-0.645	0.538	0.882	-1.252	-0.645	-0.645	-0.645	1.306	3.018	-0.625
MIR3925_5P MIR3925_5P	-1.714	-0.579	-1.714	0.500	-1.000	-0.579	1.134	0.784	1.134	0.500	0.816
MIR370_3P MIR370_3P	0.396	1.665	-1.042	-1.042	-1.042	-0.494	0.396	-1.042	1.151	0.396	0.750
MIR520E_5P MIR520E_5P	0.475	-1.034	-1.034	-0.604	-1.757	-0.604	0.267	1.088	-0.338	1.945	1.537
MIR21_5P MIR21_5P	-0.771	-0.771	0.214	0.426	0.214	-1.420	-0.771	-0.771	2.594	2.025	0.225
MIR194_5P MIR194_5P	-0.514	-2.646	-0.514	-0.514	-0.318	0.677	-1.198	0.943	0.285	2.010	0.987
MIR12115 MIR12115	-0.582	-0.582	-0.582	0.891	-0.582	-0.582	-0.200	0.433	3.065	-0.200	-0.193
