GO	[-9.50 -0.51]	[-0.51 -0.23]	[-0.23 -0.03]	[-0.03 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.20]	[0.20 0.46]	[0.46 0.87]	[0.87 21.18]
GO:0006260 DNA replication	-2.677	-0.328	30.347	-2.216	-6.799	-5.557	-6.799	10.426	0.375	-2.677	-4.615
GO:0006413 translational initiation	-3.857	10.149	24.025	-1.677	-5.927	-5.927	-5.927	2.610	-1.051	-4.741	-3.148
GO:0003735 structural constituent of ribosome	-2.243	9.216	18.816	-2.706	-6.840	-5.596	-6.840	5.748	-0.451	-4.654	-3.246
GO:0000776 kinetochore	-4.125	-0.565	20.245	-1.296	-5.263	-5.263	-5.263	14.032	0.311	-4.125	-2.094
GO:0005681 spliceosomal complex	-2.720	2.109	17.602	0.568	-6.135	-6.135	-6.135	9.652	-0.527	-4.935	-4.932
GO:0000775 chromosome, centromeric region	-4.896	-0.380	17.010	-0.680	-6.093	-6.093	-6.093	14.868	0.445	-2.690	-1.775
GO:0019083 viral transcription	-4.475	10.262	17.026	-2.035	-4.475	-4.475	-4.475	2.068	-0.464	-3.402	-3.401
GO:0000184 nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	-4.890	11.043	13.126	-1.839	-3.782	-4.890	-4.890	3.436	-0.612	-2.975	-2.343
GO:0030496 midbody	-5.129	0.500	14.107	-1.251	-4.217	-6.342	-6.342	9.750	2.227	-2.874	-0.989
GO:1901796 regulation of signal transduction by p53 class mediator	-2.270	0.643	24.246	-1.814	-5.512	-3.501	-4.356	5.595	0.491	-2.270	-4.354
GO:0005635 nuclear envelope	-1.797	1.638	14.224	-0.937	-6.757	-5.518	-6.757	9.392	0.804	-3.820	-1.461
GO:0008168 methyltransferase activity	-2.013	2.497	7.490	-0.911	-7.754	-6.458	-6.458	11.115	2.792	-2.402	-2.011
GO:0000777 condensed chromosome kinetochore	-3.064	-0.713	13.722	-0.982	-4.102	-4.102	-4.102	14.516	0.259	-3.064	-2.325
GO:0006614 SRP-dependent cotranslational protein targeting to membrane	-3.729	11.287	10.546	-2.728	-3.729	-3.729	-3.729	2.543	-0.377	-2.728	-2.726
GO:0000922 spindle pole	-5.056	0.500	12.585	-0.495	-5.056	-5.056	-3.934	8.693	1.846	-2.471	-2.469
