GO	[-5.41 -0.80]	[-0.80 -0.35]	[-0.35 -0.01]	[-0.01 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.02]	[0.02 0.41]	[0.41 1.00]	[1.00 5.77]
GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_TREATED_WITH_DIGOXIN_UP GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_TREATED_WITH_DIGOXIN_UP	-2.031	-2.031	-1.500	0.543	4.582	0.543	-0.365	1.254	-0.543	-0.365	0.241
GSE15659_RESTING_TREG_VS_NONSUPPRESSIVE_TCELL_UP GSE15659_RESTING_TREG_VS_NONSUPPRESSIVE_TCELL_UP	-0.872	0.527	-0.379	-0.872	0.527	3.529	-0.872	-0.379	1.443	-0.872	-0.876
GSE14908_RESTING_VS_HDM_STIM_CD4_TCELL_NONATOPIC_PATIENT_UP GSE14908_RESTING_VS_HDM_STIM_CD4_TCELL_NONATOPIC_PATIENT_UP	0.884	-0.383	-0.383	0.232	-0.383	0.398	1.572	2.950	-1.515	-2.343	-1.523
GSE22501_PERIPHERAL_BLOOD_VS_CORD_BLOOD_TREG_DN GSE22501_PERIPHERAL_BLOOD_VS_CORD_BLOOD_TREG_DN	2.633	-1.668	-0.301	-0.301	0.529	0.824	-1.668	0.824	-1.668	0.301	-0.304
GSE18893_TCONV_VS_TREG_24H_CULTURE_DN GSE18893_TCONV_VS_TREG_24H_CULTURE_DN	1.550	0.284	0.284	-0.576	-1.710	-1.710	0.284	0.788	-0.997	2.547	-0.581
GSE29618_BCELL_VS_MONOCYTE_DAY7_FLU_VACCINE_UP GSE29618_BCELL_VS_MONOCYTE_DAY7_FLU_VACCINE_UP	2.172	-0.333	-0.899	0.271	-0.333	0.989	-2.216	-2.216	0.696	0.696	0.268
GSE26030_TH1_VS_TH17_DAY5_POST_POLARIZATION_UP GSE26030_TH1_VS_TH17_DAY5_POST_POLARIZATION_UP	0.646	-1.123	4.174	-1.123	0.646	-0.551	-0.260	-0.260	-1.123	-0.260	-0.262
GSE1460_DP_VS_CD4_THYMOCYTE_DN GSE1460_DP_VS_CD4_THYMOCYTE_DN	1.550	-0.576	-0.318	0.502	-1.710	-0.576	-1.710	1.550	0.502	1.138	-1.003
GSE7460_WT_VS_FOXP3_HET_ACT_TCONV_DN GSE7460_WT_VS_FOXP3_HET_ACT_TCONV_DN	-1.304	1.902	-0.286	-0.815	0.787	-2.089	0.317	-0.815	-0.286	-0.286	2.361
GSE43955_10H_VS_60H_ACT_CD4_TCELL_DN GSE43955_10H_VS_60H_ACT_CD4_TCELL_DN	-0.454	0.990	1.878	0.649	-0.832	0.380	1.401	-1.500	-0.454	-1.500	-0.837
GSE24634_TREG_VS_TCONV_POST_DAY10_IL4_CONVERSION_DN GSE24634_TREG_VS_TCONV_POST_DAY10_IL4_CONVERSION_DN	2.112	-0.386	0.230	-1.374	-1.374	-0.386	1.591	-1.374	0.453	0.453	0.228
GSE46606_IRF4_KO_VS_WT_CD40L_IL2_IL5_1DAY_STIMULATED_BCELL_DN GSE46606_IRF4_KO_VS_WT_CD40L_IL2_IL5_1DAY_STIMULATED_BCELL_DN	-0.956	-0.956	0.823	-0.435	4.020	0.199	0.458	-0.435	-0.956	-0.435	0.197
GSE8921_UNSTIM_0H_VS_TLR1_2_STIM_MONOCYTE_6H_DN GSE8921_UNSTIM_0H_VS_TLR1_2_STIM_MONOCYTE_6H_DN	-0.865	-0.478	-0.865	0.616	-1.542	-0.865	2.331	0.359	-0.478	2.331	-0.252
GSE27786_BCELL_VS_MONO_MAC_DN GSE27786_BCELL_VS_MONO_MAC_DN	-1.039	0.729	-0.492	1.670	-0.222	-1.039	-1.039	0.398	0.729	-1.039	1.149
GSE7219_UNSTIM_VS_LPS_AND_ANTI_CD40_STIM_DC_DN GSE7219_UNSTIM_VS_LPS_AND_ANTI_CD40_STIM_DC_DN	0.284	0.788	3.127	-0.318	-0.576	-0.997	-0.997	0.502	0.788	-1.710	-0.581
GSE18281_PERIMEDULLARY_CORTICAL_REGION_VS_WHOLE_CORTEX_THYMUS_DN GSE18281_PERIMEDULLARY_CORTICAL_REGION_VS_WHOLE_CORTEX_THYMUS_DN	0.282	-1.248	0.282	-0.643	-1.248	3.729	-0.321	-0.321	0.282	-0.643	0.879
