GO	[-3.28 -0.32]	[-0.32 -0.20]	[-0.20 -0.13]	[-0.13 -0.07]	[-0.07 -0.03]	[-0.03 0.02]	[0.02 0.06]	[0.06 0.12]	[0.12 0.19]	[0.19 0.32]	[0.32 2.54]
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	-2.264	-0.584	-0.351	-0.584	0.256	4.275	1.285	0.665	-0.931	-0.931	-0.335
GOBP_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT GOBP_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT	-0.707	-0.273	-0.707	-0.707	5.329	0.330	-0.707	0.330	-0.273	0.330	-0.694
GOBP_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT GOBP_POSITIVE_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT	-1.504	-1.504	-0.235	1.398	-0.456	2.412	-1.504	0.987	0.379	-0.456	-0.225
GOBP_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME GOBP_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME	0.962	2.230	0.962	0.224	0.962	0.224	-1.135	-0.682	-1.883	-0.395	-1.849
GOBP_DNA_DEPENDENT_DNA_REPLICATION_MAINTENANCE_OF_FIDELITY GOBP_DNA_DEPENDENT_DNA_REPLICATION_MAINTENANCE_OF_FIDELITY	-0.791	-0.791	0.608	2.280	-0.791	0.278	1.618	-0.791	0.278	-0.791	-0.317
GOBP_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS GOBP_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS	-0.261	2.696	2.065	-1.126	-0.261	-1.126	-0.261	-1.126	-0.261	-0.261	-0.252
GOBP_STEROL_BIOSYNTHETIC_PROCESS GOBP_STEROL_BIOSYNTHETIC_PROCESS	0.278	1.618	1.618	-0.326	-0.791	-0.791	1.058	-0.791	0.278	-0.791	-0.776
GOBP_L_AMINO_ACID_TRANSPORT GOBP_L_AMINO_ACID_TRANSPORT	3.510	0.523	-0.499	-0.499	-0.499	-0.499	0.523	-0.499	-0.499	0.523	-0.490
GOBP_VESICLE_BUDDING_FROM_MEMBRANE GOBP_VESICLE_BUDDING_FROM_MEMBRANE	-0.835	0.379	1.398	-1.504	-0.835	0.379	-0.456	1.874	-0.835	1.398	-0.814
GOBP_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS GOBP_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS	3.688	-0.494	-1.042	-0.494	0.396	-0.494	1.152	-0.223	-0.223	-0.494	-1.023
GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	-0.408	-0.916	1.361	0.215	1.361	-0.916	0.874	0.874	-0.408	-0.916	-0.899
