GO	[-5.24 -0.62]	[-0.62 -0.21]	[-0.21 -0.05]	[-0.05 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.08]	[0.08 0.31]	[0.31 0.70]	[0.70 8.14]
DESCARTES_FETAL_PLACENTA_MEGAKARYOCYTES DESCARTES_FETAL_PLACENTA_MEGAKARYOCYTES	-0.573	2.381	1.211	-1.628	-4.357	-5.917	-6.938	-0.342	4.290	1.865	2.669
GSE24142_DN2_VS_DN3_THYMOCYTE_FETAL_DN GSE24142_DN2_VS_DN3_THYMOCYTE_FETAL_DN	-0.573	1.211	1.026	-1.946	-8.260	-5.074	-3.197	0.350	3.269	4.290	2.122
MIR762 MIR762	0.269	0.752	2.303	-3.603	-3.034	-5.062	-4.270	2.303	3.929	-0.446	2.033
GSE3982_NKCELL_VS_TH1_UP GSE3982_NKCELL_VS_TH1_UP	-1.832	0.301	3.149	-1.832	-1.524	-5.730	-3.052	0.635	3.473	1.531	2.013
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_1H_UP GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_1H_UP	1.737	0.479	-2.823	-0.896	-1.654	-0.896	-0.431	-1.654	-1.363	0.750	10.140
GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_1H_DN GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_1H_DN	0.341	-1.649	2.349	-0.917	-1.127	-2.335	-3.768	0.692	-0.264	1.191	5.000
GOBP_CILIUM_MOVEMENT GOBP_CILIUM_MOVEMENT	2.385	1.325	-0.493	-0.837	-1.336	-3.000	-3.000	-0.648	0.914	-0.367	4.135
GSE10094_LCMV_VS_LISTERIA_IND_EFF_CD4_TCELL_DN GSE10094_LCMV_VS_LISTERIA_IND_EFF_CD4_TCELL_DN	0.583	0.874	-0.710	0.720	-3.168	-1.923	-4.323	-0.334	1.232	1.656	2.420
GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	4.782	0.737	-1.007	-0.474	-1.897	-1.897	-2.767	-0.796	0.737	0.345	2.631
DESCARTES_MAIN_FETAL_SATB2_LRRC7_POSITIVE_CELLS DESCARTES_MAIN_FETAL_SATB2_LRRC7_POSITIVE_CELLS	2.739	-0.311	0.292	0.292	-2.003	-3.054	-3.054	-0.995	0.871	1.542	2.105
BLANCO_MELO_HUMAN_PARAINFLUENZA_VIRUS_3_INFECTION_A594_CELLS_DN BLANCO_MELO_HUMAN_PARAINFLUENZA_VIRUS_3_INFECTION_A594_CELLS_DN	0.376	1.326	-0.660	-1.505	-2.441	-1.505	-1.505	-0.884	0.679	1.326	5.512
MIKKELSEN_ES_ICP_WITH_H3K4ME3_AND_H3K27ME3 MIKKELSEN_ES_ICP_WITH_H3K4ME3_AND_H3K27ME3	1.910	-0.938	-0.717	-0.938	-0.717	-0.717	0.320	-1.922	-0.938	0.580	6.297
DESCARTES_FETAL_PLACENTA_EXTRAVILLOUS_TROPHOBLASTS DESCARTES_FETAL_PLACENTA_EXTRAVILLOUS_TROPHOBLASTS	2.364	-0.985	-1.423	-1.423	-0.985	-1.423	-0.438	-0.985	1.259	1.259	2.808
DESCARTES_FETAL_KIDNEY_VASCULAR_ENDOTHELIAL_CELLS DESCARTES_FETAL_KIDNEY_VASCULAR_ENDOTHELIAL_CELLS	3.715	-0.714	-1.327	-1.327	0.540	-0.348	-0.714	-2.328	-0.505	0.540	2.867
